tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
"['amazon-web-services', 'amazon-s3', 'amazon-data-pipeline']","{'account_id': 6117144, 'reputation': 1, 'user_id': 7505586, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ynir-F-gxrA/AAAAAAAAAAI/AAAAAAAAEYk/XX30kiSrk6Q/photo.jpg?sz=256', 'display_name': 'Vedavyas', 'link': 'https://stackoverflow.com/users/7505586/vedavyas'}",False,626,1,0,1488146603,1487062660,,42221691,CC BY-SA 3.0,https://stackoverflow.com/questions/42221691/copy-specific-data-in-one-s3-bucket-to-another-bucket-using-data-pipeline,copy specific data in one s3 bucket to another bucket using data pipeline,,,
"['amazon-web-services', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 5351937, 'reputation': 329, 'user_id': 4265851, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/1aa0e9cb9163d79065c5bf4d98e42792?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'lubom', 'link': 'https://stackoverflow.com/users/4265851/lubom'}",True,1156,1,0,1486924178,1486905212,1486924178.0,42187978,CC BY-SA 3.0,https://stackoverflow.com/questions/42187978/setup-aws-data-pipeline-on-long-running-emr-cluster,Setup AWS Data Pipeline on long running EMR cluster,42190229.0,,
"['mysql', 'amazon-web-services', 'amazon-s3', 'rds', 'amazon-data-pipeline']","{'account_id': 10156292, 'reputation': 3, 'user_id': 7501289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a9d7c90b6e2be9dcd652c6801d11b6e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rose Dawson', 'link': 'https://stackoverflow.com/users/7501289/rose-dawson'}",True,691,1,0,1486422012,1486397862,1486422012.0,42072422,CC BY-SA 3.0,https://stackoverflow.com/questions/42072422/aws-data-pipeline-full-copy-of-rds-mysql-table-to-s3-no-connection-string-in,AWS data pipeline -&quot;Full copy of rds mysql table to s3&quot; no connection string in parameters?,42073814.0,,
"['jdbc', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 8382934, 'reputation': 1849, 'user_id': 6294231, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh4.googleusercontent.com/-2sQnb4FDLOw/AAAAAAAAAAI/AAAAAAAAMIk/_IaWObRSd0M/photo.jpg?sz=256', 'display_name': 'Sarang Manjrekar', 'link': 'https://stackoverflow.com/users/6294231/sarang-manjrekar'}",True,677,1,2,1485934114,1485930297,,41973216,CC BY-SA 3.0,https://stackoverflow.com/questions/41973216/aws-data-pipeline-redshiftcopy-activity-no-suitable-drivers,AWS Data Pipeline RedshiftCopy activity No suitable drivers,41974185.0,,
"['csv', 'amazon-web-services', 'export-to-csv', 'amazon-data-pipeline']","{'account_id': 206966, 'reputation': 13022, 'user_id': 456578, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/He33p.jpg?s=256&g=1', 'display_name': 'T. Brian Jones', 'link': 'https://stackoverflow.com/users/456578/t-brian-jones'}",True,1574,1,4,1501713975,1484958560,,41774488,CC BY-SA 3.0,https://stackoverflow.com/questions/41774488/creating-column-headers-in-csv-tsv-files-using-aws-data-pipeline,Creating column headers in CSV/TSV files using AWS Data Pipeline?,,,
"['amazon-web-services', 'amazon-s3', 'amazon-data-pipeline']","{'account_id': 955853, 'reputation': 845, 'user_id': 981177, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/a8b89c26d11e67823e2bb380c6baa781?s=256&d=identicon&r=PG', 'display_name': 'trevorhinesley', 'link': 'https://stackoverflow.com/users/981177/trevorhinesley'}",True,1483,2,3,1570187557,1484747516,1484804613.0,41721234,CC BY-SA 3.0,https://stackoverflow.com/questions/41721234/using-amazons-date-pipeline-to-backup-s3-bucket-how-to-skip-existing-files-a,Using Amazon&#39;s Date Pipeline to backup S3 bucket -- how to skip existing files and avoid unnecessary overwriting?,41921604.0,,
"['amazon-web-services', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 10026371, 'reputation': 11, 'user_id': 7414447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1ed95dafe3dfa5495436c5d4d397b5f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'MarkAUK123', 'link': 'https://stackoverflow.com/users/7414447/markauk123'}",True,2126,1,1,1491216302,1484305303,,41633089,CC BY-SA 3.0,https://stackoverflow.com/questions/41633089/aws-data-pipeline-configured-emr-cluster-running-spark,AWS Data Pipeline configured EMR cluster running Spark,,,
"['mysql', 'amazon-web-services', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 7309106, 'reputation': 183, 'user_id': 5569004, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/9a2740aa71e485933a54628a82d008f4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'tv3free', 'link': 'https://stackoverflow.com/users/5569004/tv3free'}",True,1493,3,1,1485052345,1484255942,1485052345.0,41623185,CC BY-SA 3.0,https://stackoverflow.com/questions/41623185/aws-datapipeline-issue-with-accented-characters,AWS Datapipeline - issue with accented characters,,,
"['amazon-web-services', 'aws-cli', 'amazon-data-pipeline']","{'account_id': 3239234, 'reputation': 943, 'user_id': 2732674, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/FuD4D.jpg?s=256&g=1', 'display_name': 'Varun Chandak', 'link': 'https://stackoverflow.com/users/2732674/varun-chandak'}",False,210,1,0,1483938025,1483512541,1483938025.0,41457803,CC BY-SA 3.0,https://stackoverflow.com/questions/41457803/unable-to-add-aws-datapipeline-activity-using-awscli,Unable to add AWS DataPipeline activity using awscli,,,
"['amazon-web-services', 'amazon-dynamodb', 'amazon-data-pipeline', 'data-pipeline']","{'account_id': 9925445, 'reputation': 9, 'user_id': 7347199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d93996e264f433f00042c18d234a0ed?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Anna', 'link': 'https://stackoverflow.com/users/7347199/anna'}",False,202,1,0,1491043055,1483447371,1491043055.0,41443821,CC BY-SA 3.0,https://stackoverflow.com/questions/41443821/aws-dynamodb-data-pipeline-real-write-capacity-consumption,AWS DynamoDB - Data Pipeline real write capacity consumption,,,
"['amazon-web-services', 'clone', 'amazon-data-pipeline']","{'account_id': 3074580, 'reputation': 577, 'user_id': 2604307, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1955babc110e66d7b38ccf5ecc909ad5?s=256&d=identicon&r=PG', 'display_name': 'tyro', 'link': 'https://stackoverflow.com/users/2604307/tyro'}",False,200,1,0,1482734204,1482330156,,41265004,CC BY-SA 3.0,https://stackoverflow.com/questions/41265004/amazon-data-pipeline-can-we-not-clone-existing-aws-data-pipeline-from-java-sd,[amazon-data-pipeline]: can we not clone existing aws data pipeline from java sdk?,,,
"['amazon-web-services', 'amazon-s3', 'copy', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 288898, 'reputation': 2074, 'user_id': 589571, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/S0A3T.jpg?s=256&g=1', 'display_name': 'ezamur', 'link': 'https://stackoverflow.com/users/589571/ezamur'}",True,1945,2,1,1487948145,1481928071,1482245496.0,41193438,CC BY-SA 3.0,https://stackoverflow.com/questions/41193438/copy-s3-files-to-redshift-table-with-identity-column-without-explicit-ids,COPY s3 files to Redshift table with IDENTITY column without EXPLICIT_IDS,42441706.0,,
"['amazon-web-services', 'amazon-s3', 'aws-lambda', 'amazon-data-pipeline']","{'account_id': 85354, 'reputation': 5956, 'user_id': 238012, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/42cad8583ff29fcd321edad296e1b778?s=256&d=identicon&r=PG', 'display_name': 'RAbraham', 'link': 'https://stackoverflow.com/users/238012/rabraham'}",True,138,1,0,1481689831,1481664244,,41130789,CC BY-SA 3.0,https://stackoverflow.com/questions/41130789/configure-and-deploy-lambda-pipeline-in-code,Configure and Deploy Lambda Pipeline in code,41134882.0,,
"['amazon-web-services', 'amazon-dynamodb', 'emr', 'amazon-data-pipeline']","{'account_id': 7203178, 'reputation': 11, 'user_id': 7291431, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88d476a3c35bb3b8e1573dd06d632621?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Dave', 'link': 'https://stackoverflow.com/users/7291431/dave'}",False,455,1,1,1494454955,1481639842,,41123712,CC BY-SA 3.0,https://stackoverflow.com/questions/41123712/can-i-use-aws-datapipeline-to-merge-dynamodbs-and-edit-items-before-each-put,Can I use AWS DataPipeline to merge dynamoDBs and edit items before each put?,,,
"['ruby', 'amazon-web-services', 'amazon-data-pipeline']","{'account_id': 313643, 'reputation': 782, 'user_id': 628396, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/221ae71884cf612349a80db923c6d55c?s=256&d=identicon&r=PG', 'display_name': 'RidingRails', 'link': 'https://stackoverflow.com/users/628396/ridingrails'}",True,71,1,0,1481255914,1481067492,,41006921,CC BY-SA 3.0,https://stackoverflow.com/questions/41006921/aws-datapipeline-to-ruby-code,AWS Datapipeline to Ruby Code,,,
"['amazon-web-services', 'amazon-s3', 'amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 2264642, 'reputation': 4149, 'user_id': 1993709, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/f306987dd4070f70201dad902090878b?s=256&d=identicon&r=PG', 'display_name': 'Adi', 'link': 'https://stackoverflow.com/users/1993709/adi'}",True,580,2,2,1481257211,1479985066,,40784616,CC BY-SA 3.0,https://stackoverflow.com/questions/40784616/how-to-backup-last-7-days-modified-created-data-from-dynamodb-to-s3,How to backup last 7 days modified/created data from DynamoDB to S3?,,,
"['etl', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 2615387, 'reputation': 2100, 'user_id': 2264536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf3e20b1d6633c60c281d0a6718f4c94?s=256&d=identicon&r=PG', 'display_name': 'Simon1979', 'link': 'https://stackoverflow.com/users/2264536/simon1979'}",True,680,2,2,1478727052,1478476105,,40455871,CC BY-SA 3.0,https://stackoverflow.com/questions/40455871/manipulating-data-within-aws-redshift-to-a-schedule,Manipulating Data Within AWS Redshift to a Schedule,,,
"['amazon-web-services', 'amazon-data-pipeline', 'aws-java-sdk']","{'account_id': 7246465, 'reputation': 1618, 'user_id': 5528197, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/riyDq.jpg?s=256&g=1', 'display_name': 'Erica', 'link': 'https://stackoverflow.com/users/5528197/erica'}",True,624,1,0,1478026874,1477926065,,40344854,CC BY-SA 3.0,https://stackoverflow.com/questions/40344854/aws-data-pipeline-java-sdk-how-to-put-a-pipeline-definition-from-json-file,AWS Data Pipeline - Java SDK - How to put a pipeline definition from JSON file,40366859.0,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 3440138, 'reputation': 4028, 'user_id': 2882286, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/H7ijC.jpg?s=256&g=1', 'display_name': 'Madhava Carrillo', 'link': 'https://stackoverflow.com/users/2882286/madhava-carrillo'}",True,500,3,2,1570610061,1477582073,,40288606,CC BY-SA 3.0,https://stackoverflow.com/questions/40288606/error-when-using-a-parameter-for-a-period-in-aws-data-pipeline,Error when using a parameter for a period in AWS Data Pipeline,,,
"['emr', 'amazon-data-pipeline']","{'account_id': 471630, 'reputation': 41, 'user_id': 6116923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fca4a71614b134d2159fa312ddb60235?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bbenjii123', 'link': 'https://stackoverflow.com/users/6116923/bbenjii123'}",False,1938,1,4,1530933776,1477420657,,40247296,CC BY-SA 3.0,https://stackoverflow.com/questions/40247296/aws-datapipeline-serviceaccesssecuritygroup,AWS Datapipeline ServiceAccessSecurityGroup,,,
"['amazon-web-services', 'aws-lambda', 'emr', 'amazon-data-pipeline']","{'account_id': 4560365, 'reputation': 31, 'user_id': 3702893, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3604c52f5bf3593148d28d4cc49806a5?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3702893', 'link': 'https://stackoverflow.com/users/3702893/user3702893'}",False,523,1,1,1477344511,1477239355,,40205017,CC BY-SA 3.0,https://stackoverflow.com/questions/40205017/how-to-process-only-delta-files-in-aws-datapipeline-and-emr,How to process only delta files in aws datapipeline and EMR,,,
"['python', 'amazon-data-pipeline', 'luigi']","{'account_id': 3997988, 'reputation': 444, 'user_id': 3294904, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/3123798ab0fcdb2a53adc5988c25a73c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3294904', 'link': 'https://stackoverflow.com/users/3294904/user3294904'}",False,135,1,1,1498223868,1476907119,1495542805.0,40140449,CC BY-SA 3.0,https://stackoverflow.com/questions/40140449/luigi-visualiser-to-persist-jobs-for-a-day,Luigi Visualiser to persist jobs for a day,,,
"['aggregate', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 1048523, 'reputation': 3958, 'user_id': 1052985, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/771f16da1e8fc82bcc5883f2ff6afc79?s=256&d=identicon&r=PG', 'display_name': 'ScottieB', 'link': 'https://stackoverflow.com/users/1052985/scottieb'}",True,745,1,0,1476994941,1476831484,,40119414,CC BY-SA 3.0,https://stackoverflow.com/questions/40119414/create-aggregate-table-in-aws-data-pipeline,Create aggregate table in AWS Data Pipeline,,,
['amazon-data-pipeline'],"{'account_id': 399526, 'reputation': 1542, 'user_id': 764934, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/bc4cf3135bfcbd15a514f0f45091c801?s=256&d=identicon&r=PG', 'display_name': 'hareendra reddy', 'link': 'https://stackoverflow.com/users/764934/hareendra-reddy'}",False,993,1,1,1477343840,1476773441,,40101401,CC BY-SA 3.0,https://stackoverflow.com/questions/40101401/split-s3-files-line-by-line-and-put-in-other-bucket,Split S3 files line by line and put in other bucket,,,
"['amazon-s3', 'amazon-data-pipeline']","{'account_id': 6387131, 'reputation': 37, 'user_id': 4954670, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/729b94baea406aac9c72da8e2b378639?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Akshata T', 'link': 'https://stackoverflow.com/users/4954670/akshata-t'}",False,932,1,0,1476738710,1476728735,1476737726.0,40093209,CC BY-SA 3.0,https://stackoverflow.com/questions/40093209/aws-pipeline-parameter-error,aws pipeline parameter error,,,
"['amazon-web-services', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 346829, 'reputation': 21234, 'user_id': 680578, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/BK341.jpg?s=256&g=1', 'display_name': 'Kristian', 'link': 'https://stackoverflow.com/users/680578/kristian'}",True,1913,1,2,1476713034,1476547179,1476548192.0,40061212,CC BY-SA 3.0,https://stackoverflow.com/questions/40061212/order-of-emr-steps,Order of EMR Steps,,,
"['python', 'amazon-ec2', 'amazon-data-pipeline']","{'account_id': 4895643, 'reputation': 9934, 'user_id': 3945375, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/DE10z.jpg?s=256&g=1', 'display_name': 'Gocht', 'link': 'https://stackoverflow.com/users/3945375/gocht'}",False,277,2,0,1509065551,1476477160,,40051550,CC BY-SA 3.0,https://stackoverflow.com/questions/40051550/how-to-run-shellcommandactivity-on-my-own-ec2-instance,How to run ShellCommandActivity on my own EC2 instance?,,,
"['postgresql', 'amazon-web-services', 'amazon-s3', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 6480381, 'reputation': 14540, 'user_id': 5017586, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e0869f97044e0c822f27151797a61267?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Piyush Patil', 'link': 'https://stackoverflow.com/users/5017586/piyush-patil'}",True,16084,4,11,1612957856,1475765511,1563407361.0,39899210,CC BY-SA 4.0,https://stackoverflow.com/questions/39899210/exporting-a-aws-postgres-rds-table-to-aws-s3,Exporting a AWS Postgres RDS Table to AWS S3,39984321.0,,
"['amazon-web-services', 'amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 6271065, 'reputation': 2058, 'user_id': 4875295, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/676f153e67fffed6c41698f68353b9b5?s=256&d=identicon&r=PG', 'display_name': 'cameck', 'link': 'https://stackoverflow.com/users/4875295/cameck'}",True,1073,3,2,1552007140,1474321348,,39582583,CC BY-SA 3.0,https://stackoverflow.com/questions/39582583/aws-data-pipeline-best-way-to-structure-data-in-s3-for-dynamodb-mass-import,"AWS Data Pipeline, Best way to Structure Data in S3 for DynamoDB Mass Import?",,,
"['mysql', 'amazon-web-services', 'amazon-s3', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 5769774, 'reputation': 181, 'user_id': 4553517, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://lh5.googleusercontent.com/-qAr09IX6_e8/AAAAAAAAAAI/AAAAAAAAAo8/m4QelYz5FWI/photo.jpg?sz=256', 'display_name': 'Bibhu Biswal', 'link': 'https://stackoverflow.com/users/4553517/bibhu-biswal'}",False,861,1,1,1474399695,1473914611,1592644375.0,39503267,CC BY-SA 4.0,https://stackoverflow.com/questions/39503267/aws-datapipeline-copy-from-rds-to-s3-fails-with-communicationlinkfailure,AWS datapipeline copy from RDS to S3 fails with CommunicationLinkFailure,,,
"['amazon-web-services', 'amazon-redshift', 'talend', 'amazon-data-pipeline']","{'account_id': 4575377, 'reputation': 1744, 'user_id': 3713955, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/3d55118da20ab5b21ff18ed75e4b1712?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rahul Gupta', 'link': 'https://stackoverflow.com/users/3713955/rahul-gupta'}",False,283,1,0,1473783270,1473781491,1473782923.0,39474117,CC BY-SA 3.0,https://stackoverflow.com/questions/39474117/are-there-any-open-source-scheduling-tools-for-aws-redshift,Are there any open source scheduling tools for AWS Redshift?,,,
"['json', 'csv', 'amazon-web-services', 'converters', 'amazon-data-pipeline']","{'account_id': 188327, 'reputation': 6655, 'user_id': 427034, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/tjrFY.jpg?s=256&g=1', 'display_name': 'Zigglzworth', 'link': 'https://stackoverflow.com/users/427034/zigglzworth'}",False,1277,0,2,1657127662,1473328226,1473329630.0,39387775,CC BY-SA 3.0,https://stackoverflow.com/questions/39387775/aws-using-data-pipeline-to-convert-csv-file-to-json-file-stored-on-s3,AWS : Using Data Pipeline to convert CSV file to JSON file (stored on S3),,,
"['amazon-web-services', 'amazon-dynamodb', 'database-migration', 'amazon-data-pipeline']","{'account_id': 2686540, 'reputation': 962, 'user_id': 4243458, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/NRJBl.jpg?s=256&g=1', 'display_name': 'osotorrio', 'link': 'https://stackoverflow.com/users/4243458/osotorrio'}",True,833,1,0,1473782755,1473263734,1473265267.0,39374486,CC BY-SA 3.0,https://stackoverflow.com/questions/39374486/map-attributes-in-dynamodb-table-while-migrating-data,Map attributes in DynamoDB table while migrating data,39474507.0,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 5675319, 'reputation': 15, 'user_id': 4488714, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/85652f924b4c2c4465a5b7d9d15d6e09?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Naj11', 'link': 'https://stackoverflow.com/users/4488714/naj11'}",True,235,1,1,1473187610,1472773208,,39282354,CC BY-SA 3.0,https://stackoverflow.com/questions/39282354/executing-hiveactivity-on-an-existing-emr-cluster-using-workergroup-error,Executing HiveActivity on an existing EMR cluster (using workergroup) error,39355899.0,,
"['bash', 'amazon-web-services', 'amazon-data-pipeline']","{'account_id': 3189666, 'reputation': 3852, 'user_id': 2694306, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/3270aa79418b371b227bdeb6cffb3f98?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user2694306', 'link': 'https://stackoverflow.com/users/2694306/user2694306'}",True,773,1,4,1473793502,1472771801,,39282188,CC BY-SA 3.0,https://stackoverflow.com/questions/39282188/aws-data-pipeline-how-to-set-global-pipeline-variable-from-shellcommandactivit,AWS Data Pipeline - How to set global pipeline variable from ShellCommandActivity,,,
"['amazon-web-services', 'amazon-ec2', 'amazon-data-pipeline']","{'account_id': 9096012, 'reputation': 11, 'user_id': 6769972, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JNDxk.png?s=256&g=1', 'display_name': 'statline-JT', 'link': 'https://stackoverflow.com/users/6769972/statline-jt'}",True,1483,3,1,1589886875,1472471887,1472474353.0,39205784,CC BY-SA 3.0,https://stackoverflow.com/questions/39205784/aws-data-pipeline-task-runner-does-not-stay-active,AWS Data Pipeline - Task Runner does not stay active,39349178.0,,
"['python', 'amazon-s3', 'amazon-dynamodb', 'boto3', 'amazon-data-pipeline']","{'account_id': 3713147, 'reputation': 3575, 'user_id': 3089927, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/aa0cde1c431dda1022d67d4accf1899e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3089927', 'link': 'https://stackoverflow.com/users/3089927/user3089927'}",False,1033,3,0,1525360095,1472246796,,39174834,CC BY-SA 3.0,https://stackoverflow.com/questions/39174834/archive-dynamodb-based-on-date-days,Archive Dynamodb based on date/days,,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 6980955, 'reputation': 41, 'user_id': 5353902, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d19c92f0ca34e4b69a9d3c1b5ae2f63?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Anil Kamath', 'link': 'https://stackoverflow.com/users/5353902/anil-kamath'}",True,2406,3,3,1582625761,1472056789,,39128787,CC BY-SA 3.0,https://stackoverflow.com/questions/39128787/aws-data-pipeline-error-when-trying-to-re-run-a-failed-acitivity,AWS Data Pipeline - Error when trying to re-run a failed acitivity,,,
"['mule', 'aws-sdk', 'amazon-data-pipeline']","{'account_id': 3694702, 'reputation': 73, 'user_id': 3076415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73ff1880da84ab28212f0f7bc46f8969?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Venod Raveendran', 'link': 'https://stackoverflow.com/users/3076415/venod-raveendran'}",False,41,1,0,1491280921,1470988704,1491280921.0,38912824,CC BY-SA 3.0,https://stackoverflow.com/questions/38912824/datapipeline-and-mule,Datapipeline and Mule,,,
"['amazon-web-services', 'amazon-s3', 'amazon-data-pipeline']","{'account_id': 8991948, 'reputation': 11, 'user_id': 6703532, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Fh1dI6CcLtM/AAAAAAAAAAI/AAAAAAAAAGQ/sUsqj1gTOyE/photo.jpg?sz=256', 'display_name': 'Suren Nanayakkara', 'link': 'https://stackoverflow.com/users/6703532/suren-nanayakkara'}",False,59,2,1,1471283813,1470898392,,38889244,CC BY-SA 3.0,https://stackoverflow.com/questions/38889244/can-s3-lifecycle-action-have-pre-conditions,Can S3 lifecycle action have pre-conditions?,,,
"['amazon-web-services', 'amazon-s3', 'amazon-iam', 'amazon-data-pipeline']","{'account_id': 288898, 'reputation': 2074, 'user_id': 589571, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/S0A3T.jpg?s=256&g=1', 'display_name': 'ezamur', 'link': 'https://stackoverflow.com/users/589571/ezamur'}",True,1374,2,2,1470420004,1470401239,,38789627,CC BY-SA 3.0,https://stackoverflow.com/questions/38789627/aws-providing-access-to-assumed-role-from-another-account-to-access-s3-in-my-acc,AWS Providing access to assumed role from another account to access S3 in my account,38793236.0,,
['amazon-data-pipeline'],"{'account_id': 8754446, 'reputation': 161, 'user_id': 6546455, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh3.googleusercontent.com/-F1u73k1-0Ak/AAAAAAAAAAI/AAAAAAAAJe0/emoT-knq_Yk/photo.jpg?sz=256', 'display_name': 'Mihai Tache', 'link': 'https://stackoverflow.com/users/6546455/mihai-tache'}",True,201,1,0,1470772761,1470230970,,38745062,CC BY-SA 3.0,https://stackoverflow.com/questions/38745062/how-to-reference-the-amazon-data-pipeline-name,How to reference the Amazon Data Pipeline name?,38859418.0,,
"['amazon-web-services', 'amazon-s3', 'amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 558041, 'reputation': 815, 'user_id': 920620, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/F9Er2.jpg?s=256&g=1', 'display_name': 'Andrew Duffy', 'link': 'https://stackoverflow.com/users/920620/andrew-duffy'}",True,5428,2,1,1470771306,1470115351,,38712288,CC BY-SA 3.0,https://stackoverflow.com/questions/38712288/convert-csv-to-required-format-for-import-into-dynamodb-using-aws-datapipeline,Convert CSV to required format for import into DynamoDB using AWS Datapipeline,,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 4757932, 'reputation': 125, 'user_id': 3846186, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f406b4b9c6021371baf44e101e58a46d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user1234', 'link': 'https://stackoverflow.com/users/3846186/user1234'}",True,1010,1,2,1470855875,1469994946,1470010188.0,38687872,CC BY-SA 3.0,https://stackoverflow.com/questions/38687872/aws-data-pipeline-scheduling-with-expressions-and-date-functions,AWS Data Pipeline scheduling with expressions and date functions,,,
"['amazon-web-services', 'real-time', 'amazon-rds', 'data-integration', 'amazon-data-pipeline']","{'account_id': 6739150, 'reputation': 140, 'user_id': 5192878, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/ed7e36029eb03fbe4c77cb46a21666c0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Samhash', 'link': 'https://stackoverflow.com/users/5192878/samhash'}",False,356,1,1,1469851080,1469794193,1469796976.0,38658496,CC BY-SA 3.0,https://stackoverflow.com/questions/38658496/what-is-the-logic-of-minimum-15-minute-interval-in-aws-datapipeline-scheduling,What is the logic of minimum 15 minute Interval in AWS DataPipeline Scheduling?,,,
