tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
"['azure', 'azure-synapse']","{'account_id': 10837483, 'reputation': 38, 'user_id': 7969968, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jnMQ4.png?s=256&g=1', 'display_name': 'Bernardo', 'link': 'https://stackoverflow.com/users/7969968/bernardo'}",True,239,1,0,1670851423,1670833622,74768396,CC BY-SA 4.0,https://stackoverflow.com/questions/74768396/upserting-rows-with-azure-synapse-from-dynamics-365-using-versionnumber,Upserting rows with Azure Synapse from Dynamics 365 using versionnumber,1670834488.0,74771787.0,,
"['azure', 'apache-spark-sql', 'azure-synapse', 'spark-notebook']","{'account_id': 13678344, 'reputation': 63, 'user_id': 9869277, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SCQxE2y6oBA/AAAAAAAAAAI/AAAAAAAAACU/wNvQ8qQRDDk/photo.jpg?sz=256', 'display_name': 'Deval Modi', 'link': 'https://stackoverflow.com/users/9869277/deval-modi'}",True,963,2,1,1670839445,1670831493,74768065,CC BY-SA 4.0,https://stackoverflow.com/questions/74768065/how-to-pass-result-of-sql-query-from-azure-synapse-notebook-to-next-activity-in,How to pass result of Sql query from Azure Synapse notebook to next activity in Synapse Pipeline?,,,,
"['azure', 'azure-synapse']","{'account_id': 14254364, 'reputation': 273, 'user_id': 18455931, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg48YiqmnfttSiU6oFlQXElTUOTT6vZlKNthMjE=k-s256', 'display_name': 'Anubhav', 'link': 'https://stackoverflow.com/users/18455931/anubhav'}",True,103,2,0,1672786794,1670821688,74766804,CC BY-SA 4.0,https://stackoverflow.com/questions/74766804/what-is-the-meaning-of-with-jsoncontent-varcharmax-as-result-in-this-code,what is the meaning of WITH (jsonContent varchar(MAX)) AS [result] in this code on azure synapse analytics,1670834684.0,,,
"['python', 'jupyter-notebook', 'ipython', 'azure-synapse', 'ipywidgets']","{'account_id': 19034885, 'reputation': 83, 'user_id': 13896174, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f68040eb4b79461b836a02c63864383?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'datatalian', 'link': 'https://stackoverflow.com/users/13896174/datatalian'}",False,198,1,1,1670974659,1670714679,74757269,CC BY-SA 4.0,https://stackoverflow.com/questions/74757269/ipython-display-clear-output-not-working-in-microsoft-azure-synapse-notebooks,IPython.display clear_output not working in Microsoft Azure Synapse Notebooks,,,,
"['azure', 'azure-sql-database', 'azure-data-factory', 'azure-synapse']","{'account_id': 23513088, 'reputation': 521, 'user_id': 17561414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/457a721d6d8bd0aa09becf9fdeba208a?s=256&d=identicon&r=PG', 'display_name': 'Greencolor', 'link': 'https://stackoverflow.com/users/17561414/greencolor'}",True,294,1,0,1670908172,1670687692,74754418,CC BY-SA 4.0,https://stackoverflow.com/questions/74754418/call-stored-procedure-from-adf-and-sink-to-azure-sql-database,Call stored procedure from ADF and sink to Azure SQL database,1670908172.0,74755823.0,,
"['azure', 'azure-synapse', 'azure-log-analytics', 'azure-resource-graph']","{'account_id': 1150769, 'reputation': 2535, 'user_id': 1132544, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/177a2b40a5496ad74cb45ee5e1e7954c?s=256&d=identicon&r=PG', 'display_name': 'Gerrit', 'link': 'https://stackoverflow.com/users/1132544/gerrit'}",False,337,2,0,1670611585,1670601637,74745467,CC BY-SA 4.0,https://stackoverflow.com/questions/74745467/how-to-schedule-exports-from-azure-resource-graph-and-loganalytics-to-a-storage,How to schedule exports from Azure Resource Graph and LogAnalytics to a Storage account?,1670602028.0,,,
"['azure-data-factory', 'azure-synapse']","{'account_id': 25905600, 'reputation': 1, 'user_id': 19630736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd5f828d50b88b0fcc78753f0442ff5a?s=256&d=identicon&r=PG', 'display_name': 'jbizco', 'link': 'https://stackoverflow.com/users/19630736/jbizco'}",False,277,1,0,1671635552,1670577431,74741006,CC BY-SA 4.0,https://stackoverflow.com/questions/74741006/multiple-lines-in-azure-synapse-adf-expression-builder,Multiple lines in Azure Synapse/ADF expression builder,1671635552.0,,,
"['azure-synapse', 'azure-data-factory']","{'account_id': 23735636, 'reputation': 19, 'user_id': 17754350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf68a600b7b98a8fda71257a91eb4e7a?s=256&d=identicon&r=PG', 'display_name': 'LightningStack575', 'link': 'https://stackoverflow.com/users/17754350/lightningstack575'}",True,252,1,0,1670592929,1670575512,74740677,CC BY-SA 4.0,https://stackoverflow.com/questions/74740677/how-to-copy-many-csv-files-using-synapse-pipelines-from-an-online-source-with-th,How to copy many csv files using Synapse Pipelines from an online source with the date in the file name?,,74743864.0,,
"['sql', 'sql-server', 'azure-synapse']","{'account_id': 3909165, 'reputation': 2351, 'user_id': 3234994, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/14d7086b9ed75eb2cb9698714fd3498d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'LearneR', 'link': 'https://stackoverflow.com/users/3234994/learner'}",True,55,2,0,1671098001,1670569969,74739918,CC BY-SA 4.0,https://stackoverflow.com/questions/74739918/rank-the-dates-in-a-table-for-each-month,Rank the dates in a table for each month,1670570466.0,74740010.0,,
"['azure', 'azure-synapse', 'azure-notebooks']","{'account_id': 23513088, 'reputation': 521, 'user_id': 17561414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/457a721d6d8bd0aa09becf9fdeba208a?s=256&d=identicon&r=PG', 'display_name': 'Greencolor', 'link': 'https://stackoverflow.com/users/17561414/greencolor'}",False,126,0,0,1670607082,1670565543,74739422,CC BY-SA 4.0,https://stackoverflow.com/questions/74739422/errorcode-6000-azure-synapse-running-the-pipeline,errorCode&quot;: &quot;6000&quot; - azure synapse running the pipeline,1670607082.0,,,
"['azure-synapse', 'azure-data-lake-gen2']","{'account_id': 27195011, 'reputation': 27, 'user_id': 20728048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/888342502a36eac843e6fed0f2a29a45?s=256&d=identicon&r=PG', 'display_name': 'Jo5689', 'link': 'https://stackoverflow.com/users/20728048/jo5689'}",True,575,1,2,1670927500,1670538107,74736970,CC BY-SA 4.0,https://stackoverflow.com/questions/74736970/azure-datalake-storage-account,Azure datalake storage account,1670538305.0,74737004.0,,
"['apache-spark', 'pyspark', 'azure-synapse', 'spark-notebook']","{'account_id': 9931536, 'reputation': 119, 'user_id': 7351309, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/112aea9d11feea887e981cf95292a0fa?s=256&d=identicon&r=PG', 'display_name': 'bmukes', 'link': 'https://stackoverflow.com/users/7351309/bmukes'}",False,208,1,0,1670537711,1670537711,74736908,CC BY-SA 4.0,https://stackoverflow.com/questions/74736908/delete-hive-default-partition-using-spark-notebook,Delete __HIVE_DEFAULT_PARTITION__ USING spark Notebook,,,,
"['azure', 'azure-storage', 'azure-synapse', 'azure-billing']","{'account_id': 26645401, 'reputation': 29, 'user_id': 20260385, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67f2599b6802a16e8948e47bf1550ebf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Charles Michel', 'link': 'https://stackoverflow.com/users/20260385/charles-michel'}",True,253,1,-1,1672057730,1670504050,74730618,CC BY-SA 4.0,https://stackoverflow.com/questions/74730618/when-i-tried-to-export-power-apps-table-data-into-azure-storage-using-azure-syna,When I tried to export power apps table data into azure storage using azure synapse link will it costs for write operation in azure?,,74920293.0,,
['azure-synapse'],"{'account_id': 27185504, 'reputation': 1, 'user_id': 20720010, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp6vxG7J5d8dzogEPnXfBlZHRg5ixllZKXJ5IvDI=k-s256', 'display_name': 'Frank Ruz', 'link': 'https://stackoverflow.com/users/20720010/frank-ruz'}",False,208,2,0,1670830103,1670475710,74725721,CC BY-SA 4.0,https://stackoverflow.com/questions/74725721/azure-synapse-pipeline-not-detecting-notebook,Azure Synapse Pipeline not detecting Notebook,,,,
"['azure-cosmosdb', 'azure-synapse']","{'account_id': 23283265, 'reputation': 31, 'user_id': 17366447, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgcOxfbbZTNlC8xvCixb3Ca6MXQHzeOFhkHxjbN-g=k-s256', 'display_name': 'Shailendra Kad', 'link': 'https://stackoverflow.com/users/17366447/shailendra-kad'}",False,57,0,0,1670437831,1670437831,74721394,,https://stackoverflow.com/questions/74721394/how-to-improve-loading-time-from-cosmosdb-to-azure-dwh-using-synapse-pipelines,how to improve Loading time from cosmosDB to Azure DWH using Synapse pipelines,,,1672658419.0,Opinion-based
"['python', 'pyspark', 'apache-spark-sql', 'azure-synapse']","{'account_id': 2132818, 'reputation': 2144, 'user_id': 1893234, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/Cu2l0.png?s=256&g=1', 'display_name': 'Alen Giliana', 'link': 'https://stackoverflow.com/users/1893234/alen-giliana'}",True,1050,1,0,1670388708,1670378717,74710953,CC BY-SA 4.0,https://stackoverflow.com/questions/74710953/pyspark-createdataframe-typeerror-structtype-can-not-accept-object-id-in-type,pyspark createDataframe typeerror: structtype can not accept object &#39;id&#39; in type &lt;class &#39;str&#39;&gt;,,74711907.0,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 23848227, 'reputation': 27, 'user_id': 17852467, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjnfI1Cq92yS6uT_B_kUunDjgE0jVQQuRDcvrVviw=k-s256', 'display_name': 'Avenue Guy', 'link': 'https://stackoverflow.com/users/17852467/avenue-guy'}",True,1928,1,1,1670385864,1670337610,74704349,CC BY-SA 4.0,https://stackoverflow.com/questions/74704349/adf-understanding-the-case-statement,ADF Understanding the Case Statement,1670375459.0,74711638.0,,
"['azure', 'pagination', 'azure-data-factory', 'azure-synapse', 'httpapi']","{'account_id': 27163042, 'reputation': 1, 'user_id': 20700924, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp6vkuhOAHRkULuCrlNuicKYIgVzWa4WgZu0PLbK=k-s256', 'display_name': 'NL_Died', 'link': 'https://stackoverflow.com/users/20700924/nl-died'}",False,919,1,0,1670400528,1670328469,74702237,CC BY-SA 4.0,https://stackoverflow.com/questions/74702237/azure-data-factory2s-pagination-rule-for-http-api,Azure Data Factory2&#39;s pagination rule (for HTTP API),,,,
"['azure', 'azure-synapse']","{'account_id': 20596271, 'reputation': 1, 'user_id': 15118604, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-I_RDwYCt_R8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckCQC779dyo9saVgfkV3KvySZ9hOw/s96-c/photo.jpg?sz=256', 'display_name': 'Joel Carvalho', 'link': 'https://stackoverflow.com/users/15118604/joel-carvalho'}",True,258,1,0,1677558984,1670256572,74691105,CC BY-SA 4.0,https://stackoverflow.com/questions/74691105/read-json-data-from-csv-in-synapse-azure,Read JSON data from CSV in Synapse Azure,1677558984.0,,,
"['pyspark', 'databricks', 'truncate', 'azure-synapse', 'overwrite']","{'account_id': 27152427, 'reputation': 1, 'user_id': 20691720, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2ROub1nByS6k2-F62emczvC5JV934F32drHpJx=k-s256', 'display_name': 'irfan ijaz', 'link': 'https://stackoverflow.com/users/20691720/irfan-ijaz'}",False,356,1,0,1670323939,1670248235,74689274,CC BY-SA 4.0,https://stackoverflow.com/questions/74689274/spark-to-synapse-truncate-not-working-as-expected,Spark to Synapse &quot;truncate&quot; not working as expected,,,,
"['azure', 'azure-synapse']","{'account_id': 26256186, 'reputation': 1, 'user_id': 19928206, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79abb17c6ad220f4ef36b564b19cb9e0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'otaku', 'link': 'https://stackoverflow.com/users/19928206/otaku'}",False,253,1,0,1670368950,1670232853,74686006,CC BY-SA 4.0,https://stackoverflow.com/questions/74686006/how-do-you-filter-data-flow-in-azure-synapse,How do you filter data flow in azure synapse?,1670368950.0,,,
"['azure', 'tsql', 'azure-synapse', 'onnx']","{'account_id': 21347333, 'reputation': 1, 'user_id': 15717207, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhU0Fe8hPIsDPUakW2LYKQpasjZkTlh3WV80kwoYMA=k-s256', 'display_name': 'llgx 10', 'link': 'https://stackoverflow.com/users/15717207/llgx-10'}",False,112,1,0,1672064244,1670130262,74673020,CC BY-SA 4.0,https://stackoverflow.com/questions/74673020/how-to-store-onnx-machine-learning-model-as-a-hexadecimal-string-for-azure-synap,How to store ONNX Machine learning Model as a Hexadecimal string for Azure Synapse?,,,,
"['python-3.x', 'sql-server', 'azure-synapse']","{'account_id': 15473370, 'reputation': 303, 'user_id': 11162711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4fb4a07e84c4790fdea282b65b074e1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'kn0t', 'link': 'https://stackoverflow.com/users/11162711/kn0t'}",False,130,1,0,1672293881,1670097985,74670277,CC BY-SA 4.0,https://stackoverflow.com/questions/74670277/synapse-dedicated-sql-pool-copy-into-failing-with-odd-error-python,Synapse Dedicated SQL Pool - Copy Into Failing With Odd error - Python,1670247659.0,,,
"['azure-synapse', 'azure-notebooks']","{'account_id': 11907911, 'reputation': 111, 'user_id': 8713984, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-rZx1iI1-Whs/AAAAAAAAAAI/AAAAAAAAB_U/C2b7vK9m3zw/photo.jpg?sz=256', 'display_name': 'xiexieni9527', 'link': 'https://stackoverflow.com/users/8713984/xiexieni9527'}",True,580,1,0,1670235011,1670006565,74660203,CC BY-SA 4.0,https://stackoverflow.com/questions/74660203/can-i-get-pipeline-parameters-in-synapse-studio-notebook-dynamically-without-pre,Can I get pipeline parameters in Synapse Studio Notebook dynamically without predefining parameter names in parameter cell?,1670125521.0,74686478.0,,
"['azure', 'api', 'timeout', 'tweepy', 'azure-synapse']","{'account_id': 27125031, 'reputation': 1, 'user_id': 20668203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a053eb17d9ffa14c6fc09d267fd89dbc?s=256&d=identicon&r=PG', 'display_name': 'RodriMesa', 'link': 'https://stackoverflow.com/users/20668203/rodrimesa'}",False,42,0,0,1669999699,1669999699,74658987,,https://stackoverflow.com/questions/74658987/api-timeouts-in-azure-synapse-are-way-longer-than-running-scripts-locally,API timeouts in Azure Synapse are way longer than running scripts locally,,,1672658435.0,Opinion-based
"['azure', 'azure-synapse']","{'account_id': 19492667, 'reputation': 19, 'user_id': 14260569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb7a6ae9ebe579b9a8c5504602e4b5ee?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mich', 'link': 'https://stackoverflow.com/users/14260569/mich'}",True,78,1,0,1677558994,1669974614,74653776,CC BY-SA 4.0,https://stackoverflow.com/questions/74653776/azure-synapse-analytics-parquet-create-tempview-and-change-column-values,Azure Synapse Analytics: Parquet Create TempView and change column values,1677558994.0,74715699.0,,
"['sql-server', 'azure', 'azure-synapse']","{'account_id': 25476565, 'reputation': 5, 'user_id': 19273705, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy0bD9Y0Cc3haq2RIUictSGxPkbeclcBdpVS3bA=k-s256', 'display_name': 'Baobab', 'link': 'https://stackoverflow.com/users/19273705/baobab'}",False,249,2,0,1670241150,1669927408,74647953,CC BY-SA 4.0,https://stackoverflow.com/questions/74647953/create-procedure-copy-into-statement-with-column-names-from-external-storage,Create procedure COPY INTO statement with column names from external storage,1669929550.0,,,
"['parquet', 'azure-data-factory', 'azure-synapse']","{'account_id': 1060204, 'reputation': 146, 'user_id': 1061998, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3dc996bd520066b57fb09f53c96ad2a4?s=256&d=identicon&r=PG', 'display_name': 'Jason Campbell', 'link': 'https://stackoverflow.com/users/1061998/jason-campbell'}",False,459,1,0,1670976935,1669920235,74646745,CC BY-SA 4.0,https://stackoverflow.com/questions/74646745/adf-pipeline-not-able-to-read-decimal36-0-value-from-parquet-file,"ADF pipeline not able to read DECIMAL(36,0) value from Parquet file",,,,
"['azure', 'rest', 'azure-data-factory', 'azure-synapse']","{'account_id': 27112687, 'reputation': 23, 'user_id': 20657585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38c2103b9f9db2af3d7a38781b806d8c?s=256&d=identicon&r=PG', 'display_name': 'samDTMSP', 'link': 'https://stackoverflow.com/users/20657585/samdtmsp'}",False,89,1,0,1670361010,1669908565,74644349,CC BY-SA 4.0,https://stackoverflow.com/questions/74644349/azure-synapse-mapping-dataflow-rest-source-dataset-not-paginating-from-itglue,Azure Synapse mapping dataflow - REST source dataset not paginating from ITGlue API,1670361010.0,,,
"['yaml', 'azure-synapse', 'cicd']","{'account_id': 19758031, 'reputation': 91, 'user_id': 14467860, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Fe2M83nfR0k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucncl8HxsRbTlv4QciA4cTl98thmMw/s96-c/photo.jpg?sz=256', 'display_name': 'justsander', 'link': 'https://stackoverflow.com/users/14467860/justsander'}",False,195,1,0,1694707118,1669901092,74642605,CC BY-SA 4.0,https://stackoverflow.com/questions/74642605/synapse-workspace-deployment-override-defaultvalue-of-trigger-schedule,Synapse workspace deployment override defaultValue of trigger schedule,1669903229.0,,,
"['sql-server', 'azure-active-directory', 'azure-synapse']","{'account_id': 2217368, 'reputation': 179, 'user_id': 1957658, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/6c8af28be8299db670e88cd34578a9d9?s=256&d=identicon&r=PG', 'display_name': 'jamiemax', 'link': 'https://stackoverflow.com/users/1957658/jamiemax'}",True,290,1,0,1669924897,1669889791,74640267,CC BY-SA 4.0,https://stackoverflow.com/questions/74640267/powerbi-user-cannot-access-built-in-serverless-db-on-azure-synapse,PowerBI user cannot access Built In Serverless DB on Azure Synapse,1669890187.0,74647559.0,,
"['azure', 'azure-synapse']","{'account_id': 27102880, 'reputation': 11, 'user_id': 20649147, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc00e21220ed482537df8312594c2d89?s=256&d=identicon&r=PG', 'display_name': 'rajani', 'link': 'https://stackoverflow.com/users/20649147/rajani'}",False,129,0,0,1670570483,1669838561,74633533,CC BY-SA 4.0,https://stackoverflow.com/questions/74633533/how-to-schedule-different-tumbling-window-trigger-times-in-dev-and-prod-environm,how to schedule different tumbling window trigger times in dev and prod environments,1670570483.0,,,
"['azure', 'azure-blob-storage', 'azure-storage', 'azure-synapse']","{'account_id': 1420045, 'reputation': 2259, 'user_id': 1344855, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/OqbHX.png?s=256&g=1', 'display_name': 'dh762', 'link': 'https://stackoverflow.com/users/1344855/dh762'}",True,726,1,0,1670353730,1669811070,74627750,CC BY-SA 4.0,https://stackoverflow.com/questions/74627750/403-forbidden-when-accessing-storage-account-through-firewall-from-azure-synapse,403 Forbidden when accessing Storage Account through firewall from Azure Synapse&#39;s dedicated SQL pool,1669900601.0,74707918.0,,
"['azure', 'azure-devops', 'azure-pipelines', 'azure-synapse']","{'account_id': 9138309, 'reputation': 340, 'user_id': 6797189, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/9a1900714f8679263a19da8abca7f5d4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'R. Maier', 'link': 'https://stackoverflow.com/users/6797189/r-maier'}",True,913,1,0,1669830621,1669799915,74625321,CC BY-SA 4.0,https://stackoverflow.com/questions/74625321/azure-synapse-import-python-scripts-in-notebooks,Azure Synapse - Import python scripts in notebooks,,74632102.0,,
['azure-synapse'],"{'account_id': 1046268, 'reputation': 175, 'user_id': 1051196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81cb35b4b89dc1f80f43d4917b8ed6dc?s=256&d=identicon&r=PG', 'display_name': 'sac', 'link': 'https://stackoverflow.com/users/1051196/sac'}",False,793,1,0,1669785935,1669781597,74622823,CC BY-SA 4.0,https://stackoverflow.com/questions/74622823/how-to-handle-null-or-blank-in-a-filter-activity-logic-expressions,How to handle Null or Blank in a filter activity logic expressions,,,,
['azure-synapse'],"{'account_id': 2036464, 'reputation': 12212, 'user_id': 1818713, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/62d34c70ac72915919cb256db6c05b24?s=256&d=identicon&r=PG', 'display_name': 'Dean MacGregor', 'link': 'https://stackoverflow.com/users/1818713/dean-macgregor'}",False,90,0,0,1669749235,1669749235,74619151,CC BY-SA 4.0,https://stackoverflow.com/questions/74619151/create-view-which-will-do-partition-filtering-in-synapse-openrowset,Create view which will do partition filtering in Synapse openrowset,,,,
"['azure', 'azure-synapse']","{'account_id': 21688047, 'reputation': 121, 'user_id': 16003143, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhZq4Na8YhOJFbodfSFCZZSDRSc0AVl-O_gKfMHog=k-s256', 'display_name': 'Gabriel Padilha', 'link': 'https://stackoverflow.com/users/16003143/gabriel-padilha'}",True,527,1,0,1669788657,1669747230,74618810,CC BY-SA 4.0,https://stackoverflow.com/questions/74618810/getting-azure-synapse-pipeline-run-id-when-running-noteboot,Getting Azure Synapse pipeline run ID when running noteboot,1669751376.0,74623527.0,,
"['pyspark', 'databricks', 'azure-databricks', 'azure-synapse']","{'account_id': 26593597, 'reputation': 135, 'user_id': 20216373, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3E9_5FdRnH6bylvZK8pcZVL0d0JF9oZajg6JJB=k-s256', 'display_name': 'BigData Lover', 'link': 'https://stackoverflow.com/users/20216373/bigdata-lover'}",False,759,1,0,1669888743,1669741408,74617642,CC BY-SA 4.0,https://stackoverflow.com/questions/74617642/how-to-load-a-spark-dataframe-data-into-synapse-dedicated-pool-in-synapse,How to load a spark dataframe data into synapse Dedicated pool in Synapse?,1669888743.0,,,
"['python', 'pyodbc', 'azure-synapse']","{'account_id': 9841956, 'reputation': 1177, 'user_id': 7290715, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/abfaf0119d8b418c0177944ed8ddabbc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pythondumb', 'link': 'https://stackoverflow.com/users/7290715/pythondumb'}",False,167,0,0,1669742420,1669732880,74615773,CC BY-SA 4.0,https://stackoverflow.com/questions/74615773/issue-in-running-sql-server-stored-proc-using-pyodbc,Issue in running SQL Server Stored Proc using pyodbc,1669742420.0,,,
"['azure', 'azure-logic-apps', 'azure-synapse']","{'account_id': 21780797, 'reputation': 968, 'user_id': 16082534, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyE2vyvquyD8dxHswVxXz2MZI8QiHzFcZuMqlOo=k-s256', 'display_name': 'Akram', 'link': 'https://stackoverflow.com/users/16082534/akram'}",False,276,1,0,1670246634,1669729954,74615174,CC BY-SA 4.0,https://stackoverflow.com/questions/74615174/how-can-we-query-azure-synapse-table-from-azure-logic-app,How can we query Azure Synapse table from Azure Logic App,,,,
"['python', 'azure', 'machine-learning', 'azure-synapse', 'azure-machine-learning-service']","{'account_id': 16676173, 'reputation': 97, 'user_id': 12052536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0684b2cace5264e81472efe6d1922d2f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Pythonista', 'link': 'https://stackoverflow.com/users/12052536/pythonista'}",False,305,1,1,1672186213,1669726925,74614510,CC BY-SA 4.0,https://stackoverflow.com/questions/74614510/download-registered-ml-model-and-use-inside-synapse-analytics,Download Registered ML model and use inside synapse analytics,,,,
"['c#', 'azure-databricks', 'azure-api-management', 'azure-synapse', 'delta-lake']","{'account_id': 2195126, 'reputation': 561, 'user_id': 1941025, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/0ec06007fa447762454de271dd0d36c6?s=256&d=identicon&r=PG', 'display_name': 'user1941025', 'link': 'https://stackoverflow.com/users/1941025/user1941025'}",False,690,0,0,1669662335,1669651096,74603261,CC BY-SA 4.0,https://stackoverflow.com/questions/74603261/azure-databricks-delta-table-access-through-api,Azure Databricks Delta table Access through API,1669662335.0,,,
"['azure-cosmosdb', 'azure-data-factory', 'azure-synapse']","{'account_id': 23283265, 'reputation': 31, 'user_id': 17366447, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgcOxfbbZTNlC8xvCixb3Ca6MXQHzeOFhkHxjbN-g=k-s256', 'display_name': 'Shailendra Kad', 'link': 'https://stackoverflow.com/users/17366447/shailendra-kad'}",False,109,0,0,1669671031,1669650721,74603170,CC BY-SA 4.0,https://stackoverflow.com/questions/74603170/how-to-check-or-see-size-of-cosmos-db-document-or-is-there-any-limit-on-loading,How to check or see size of cosmos DB document or is there any limit on loading of Azure DWH from cosmos DB,1669671031.0,,,
"['tsql', 'azure-synapse']","{'account_id': 8413957, 'reputation': 179, 'user_id': 6314973, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mINxI.png?s=256&g=1', 'display_name': 'Kapil Shukla', 'link': 'https://stackoverflow.com/users/6314973/kapil-shukla'}",True,247,1,0,1669648434,1669643900,74601695,CC BY-SA 4.0,https://stackoverflow.com/questions/74601695/cetas-tsql-query-is-not-generating-csv-files-with-headers,CETAS TSQL query is not generating csv files with headers,1669644004.0,74602677.0,,
"['sql-server', 'azure', 'parquet', 'data-warehouse', 'azure-synapse']","{'account_id': 2217368, 'reputation': 179, 'user_id': 1957658, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/6c8af28be8299db670e88cd34578a9d9?s=256&d=identicon&r=PG', 'display_name': 'jamiemax', 'link': 'https://stackoverflow.com/users/1957658/jamiemax'}",True,254,1,0,1669640396,1669636108,74600144,CC BY-SA 4.0,https://stackoverflow.com/questions/74600144/azure-synapse-data-flows-parquet-file-names-not-working,Azure Synapse Data Flows - parquet file names not working,,74600957.0,,
"['sftp', 'azure-synapse']","{'account_id': 27067040, 'reputation': 13, 'user_id': 20618238, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1q8bqNNfyxeg8Z8HarjIO9jmxmOKAjr7Q8grSLMg=k-s256', 'display_name': 'Jing', 'link': 'https://stackoverflow.com/users/20618238/jing'}",False,84,1,0,1670008075,1669591081,74594556,CC BY-SA 4.0,https://stackoverflow.com/questions/74594556/how-to-download-files-from-sftp-that-doesnt-have-actural-files-in-synapse,How to download files from SFTP that doesn&#39;t have actural files in Synapse?,1669591714.0,,,
