tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date
"['azure', 'apache-spark', 'azure-databricks', 'azure-data-lake-gen2']","{'account_id': 17672447, 'reputation': 2095, 'user_id': 12828249, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LV0td.jpg?s=256&g=1', 'display_name': 'Morez', 'link': 'https://stackoverflow.com/users/12828249/morez'}",True,330,1,1,1629471600,1629285993,68831453,CC BY-SA 4.0,https://stackoverflow.com/questions/68831453/databricks-cannot-show-data-from-data-lake-gen-2,DataBricks cannot show data from Data Lake gen 2,,68864262.0,,,
"['apache-spark', 'pyspark', 'azure-databricks', 'azure-data-lake-gen2']","{'account_id': 9026112, 'reputation': 109, 'user_id': 6725353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/399238d835173d149801290538342014?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Hanebambel', 'link': 'https://stackoverflow.com/users/6725353/hanebambel'}",False,1319,0,1,1629285791,1629285791,68831411,CC BY-SA 4.0,https://stackoverflow.com/questions/68831411/databricks-dbutils-fs-mv-throws-java-io-filenotfoundexception-although-file-e,Databricks: dbutils.fs.mv() throws java.io.FileNotFoundException although file exists,,,,,
"['azure', 'azure-storage', 'azure-data-lake-gen2', 'azcopy']","{'account_id': 12608274, 'reputation': 41, 'user_id': 9168379, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-inF0LYnl94E/AAAAAAAAAAI/AAAAAAAAJhM/F9uYMRFdmUM/photo.jpg?sz=256', 'display_name': 'nYuker_98 D', 'link': 'https://stackoverflow.com/users/9168379/nyuker-98-d'}",False,436,1,0,1629431333,1629275490,68828997,CC BY-SA 4.0,https://stackoverflow.com/questions/68828997/adls-storage-to-adls-storage-file-transfer,adls storage to adls storage file transfer,1629377517.0,,,,
"['azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 121574, 'reputation': 11120, 'user_id': 314763, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/db002080f00cbefff2797d18a7dca91a?s=256&d=identicon&r=PG', 'display_name': 'frictionlesspulley', 'link': 'https://stackoverflow.com/users/314763/frictionlesspulley'}",True,271,1,0,1629287789,1629226512,68822677,CC BY-SA 4.0,https://stackoverflow.com/questions/68822677/adding-permissions-to-azure-datalake-gen1,adding permissions to azure datalake gen1,,68831894.0,,,
"['azure', 'azure-data-lake-gen2', 'vaex']","{'account_id': 22470555, 'reputation': 23, 'user_id': 16671048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9dbf9d4c0a0d2af2c406eb52ac1fa14d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Temiloluwa', 'link': 'https://stackoverflow.com/users/16671048/temiloluwa'}",True,412,2,0,1637067737,1629189890,68814291,CC BY-SA 4.0,https://stackoverflow.com/questions/68814291/mainthread-vaex-error-while-opening-azure-data-lake-parquet-file,MainThread: Vaex: Error while Opening Azure Data Lake Parquet file,,68904340.0,,,
"['azure', 'azure-databricks', 'azure-data-lake-gen2', 'azure-files']","{'account_id': 22335168, 'reputation': 45, 'user_id': 16555884, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f091e136ed179ee337b7971e79468a1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'angel101', 'link': 'https://stackoverflow.com/users/16555884/angel101'}",False,765,1,1,1629186998,1629164206,68810733,CC BY-SA 4.0,https://stackoverflow.com/questions/68810733/move-files-from-azure-files-to-adls-gen-2-and-back-using-databricks,Move Files from Azure Files to ADLS Gen 2 and Back using Databricks,,,,,
"['python', 'azure', 'azure-blob-storage', 'acl', 'azure-data-lake-gen2']","{'account_id': 2510080, 'reputation': 622, 'user_id': 2182770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5ff09394cb93deff3733de15661ff52?s=256&d=identicon&r=PG', 'display_name': 'jugi', 'link': 'https://stackoverflow.com/users/2182770/jugi'}",False,316,0,1,1628832320,1628780246,68759786,CC BY-SA 4.0,https://stackoverflow.com/questions/68759786/how-should-adls-blob-storage-acls-be-inherited,How should ADLS Blob Storage ACLs be inherited?,,,,,
"['java', 'azure', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 2018558, 'reputation': 525, 'user_id': 1805265, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/d1804c319433a21b825d483c73c14a77?s=256&d=identicon&r=PG', 'display_name': 'Boat', 'link': 'https://stackoverflow.com/users/1805265/boat'}",False,833,2,1,1652451973,1628753791,68753372,CC BY-SA 4.0,https://stackoverflow.com/questions/68753372/filesystem-exists-check-using-azure-file-data-lake-client-library-for-java,FileSystem exists check using Azure File Data Lake client library for Java,1652451973.0,,,,
"['databricks', 'azure-databricks', 'azure-data-lake', 'azure-data-lake-gen2', 'databricks-connect']","{'account_id': 22163189, 'reputation': 11, 'user_id': 16409849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32012ec4f24ebce979240971cc153535?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Andy', 'link': 'https://stackoverflow.com/users/16409849/andy'}",False,287,1,0,1629289645,1628627743,68733199,CC BY-SA 4.0,https://stackoverflow.com/questions/68733199/databrick-connection-to-adls-gen2-text-files,Databrick connection to ADLS Gen2 text files,1628665415.0,,,,
"['azure', 'acl', 'azure-data-lake-gen2', 'azure-storage-explorer']","{'account_id': 22158853, 'reputation': 23, 'user_id': 16406156, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e28129e49e9e292f0a0f55db230a21d3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jules', 'link': 'https://stackoverflow.com/users/16406156/jules'}",True,1570,1,2,1633607115,1628423362,68700473,CC BY-SA 4.0,https://stackoverflow.com/questions/68700473/azure-storage-explorer-failing-with-access-control-lists,Azure Storage Explorer failing with Access Control Lists,1629105918.0,,,,
"['azure', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 182648, 'reputation': 3810, 'user_id': 417516, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/CKbzG.gif?s=256&g=1', 'display_name': 'banjara', 'link': 'https://stackoverflow.com/users/417516/banjara'}",False,111,1,-1,1629449413,1628332076,68691506,CC BY-SA 4.0,https://stackoverflow.com/questions/68691506/adls-gen2-compatible-filesystem,ADLS gen2 compatible filesystem,,,,,
"['python', 'azure', 'azure-blob-storage', 'httpresponse', 'azure-data-lake-gen2']","{'account_id': 16921593, 'reputation': 83, 'user_id': 12238287, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-aPlk9sCd98Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfNBnzWR_jTOm8MiHDvX9u0n05Jow/photo.jpg?sz=256', 'display_name': 'Markus B', 'link': 'https://stackoverflow.com/users/12238287/markus-b'}",True,181,1,1,1628592782,1628089026,68653524,CC BY-SA 4.0,https://stackoverflow.com/questions/68653524/why-am-i-not-autorized-to-create-a-file-system-in-datalake-gen2-with-python,Why am I not autorized to create a file system in Datalake gen2 with Python,,68725459.0,,,
"['ssis', 'azure-data-lake-gen2']","{'account_id': 16710691, 'reputation': 243, 'user_id': 12077980, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Jiu283E2MKg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdY9Jnf_Jc2nP4Ez2LFVq0KpI-H4g/photo.jpg?sz=256', 'display_name': 'rain123', 'link': 'https://stackoverflow.com/users/12077980/rain123'}",True,695,1,2,1628387254,1628000677,68637865,CC BY-SA 4.0,https://stackoverflow.com/questions/68637865/create-a-dynamic-folder-path-in-ssis-flexible-file-destination,Create a dynamic Folder Path in SSIS Flexible File Destination,1628001499.0,68697235.0,,,
"['azure', 'azure-databricks', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 19798180, 'reputation': 1, 'user_id': 14499768, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oCOeF.jpg?s=256&g=1', 'display_name': 'suri', 'link': 'https://stackoverflow.com/users/14499768/suri'}",False,1970,3,0,1659618419,1627981762,68633269,CC BY-SA 4.0,https://stackoverflow.com/questions/68633269/access-data-from-adls-using-azure-databricks,Access data from ADLS using Azure Databricks,,,,,
"['azure', 'pyspark', 'azure-databricks', 'azure-authentication', 'azure-data-lake-gen2']","{'account_id': 19517804, 'reputation': 87, 'user_id': 14280293, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e83f07c3ab91b8961c38634818fd086?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mahi', 'link': 'https://stackoverflow.com/users/14280293/mahi'}",False,362,1,0,1628773650,1627904316,68620944,CC BY-SA 4.0,https://stackoverflow.com/questions/68620944/how-to-read-excel-as-a-pyspark-dataframe,How to read excel as a pyspark dataframe,,,,,
"['python', 'azure-data-lake', 'azureportal', 'azure-data-lake-gen2', 'sas-token']","{'account_id': 16921593, 'reputation': 83, 'user_id': 12238287, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-aPlk9sCd98Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfNBnzWR_jTOm8MiHDvX9u0n05Jow/photo.jpg?sz=256', 'display_name': 'Markus B', 'link': 'https://stackoverflow.com/users/12238287/markus-b'}",True,224,1,0,1628515124,1627894757,68618909,CC BY-SA 4.0,https://stackoverflow.com/questions/68618909/how-when-should-i-generate-a-azure-datalake-g2-sas-token,How/When should I generate a Azure datalake g2 SAS-Token?,,68712758.0,,,
"['azure', 'snowflake-cloud-data-platform', 'azure-data-factory', 'azure-data-lake-gen2']","{'account_id': 1009701, 'reputation': 1349, 'user_id': 1022563, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/26896e57ad2d72f5c3869431ba05a70c?s=256&d=identicon&r=PG', 'display_name': 'Andy T', 'link': 'https://stackoverflow.com/users/1022563/andy-t'}",True,3323,3,0,1687374186,1627415280,68550980,CC BY-SA 4.0,https://stackoverflow.com/questions/68550980/copy-data-from-azure-data-lake-to-snowflake-without-stage-using-azure-data-facto,Copy Data from Azure Data Lake to SnowFlake without stage using Azure Data Factory,1627422725.0,68575842.0,,,
"['azure', 'azure-active-directory', 'azure-synapse', 'azure-data-lake-gen2', 'azure-rbac']","{'account_id': 22306622, 'reputation': 11, 'user_id': 16531216, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f014816f34c14d4c6d5e93cd98b8ce2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Michael B.', 'link': 'https://stackoverflow.com/users/16531216/michael-b'}",False,323,1,0,1676555265,1627322837,68534615,CC BY-SA 4.0,https://stackoverflow.com/questions/68534615/why-can-some-users-see-in-a-synapse-workspace-see-a-linked-azure-data-lake-gen-2,Why can some users see in a Synapse Workspace see a Linked Azure Data Lake Gen 2 resource and others can&#39;t?,1629712979.0,,,,
"['python', 'azure', 'azure-data-lake-gen2']","{'account_id': 15956405, 'reputation': 281, 'user_id': 11514484, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eUGDp.jpg?s=256&g=1', 'display_name': 'Sohel Reza', 'link': 'https://stackoverflow.com/users/11514484/sohel-reza'}",False,4513,1,3,1677155594,1627295869,68528411,CC BY-SA 4.0,https://stackoverflow.com/questions/68528411/read-and-write-file-from-azure-data-lake-storage-gen2-in-python,Read and write file from Azure Data Lake Storage Gen2 in python,1628239139.0,,,,
"['azure-databricks', 'azure-data-lake-gen2']","{'account_id': 9401950, 'reputation': 828, 'user_id': 9090340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40b3cf7ccd6cd992ee03897992096943?s=256&d=identicon&r=PG', 'display_name': 'paone', 'link': 'https://stackoverflow.com/users/9090340/paone'}",True,1312,1,1,1626964556,1626932986,68479779,CC BY-SA 4.0,https://stackoverflow.com/questions/68479779/databricks-error-while-trying-to-create-delta-table-on-adls-gen2,Databricks error while trying to create delta table on ADLS Gen2,1626964556.0,68480389.0,,,
"['databricks', 'azure-databricks', 'azure-data-lake-gen2']","{'account_id': 2975350, 'reputation': 969, 'user_id': 3467084, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/c3c17befe16cff396e1003a4216c5b06?s=256&d=identicon&r=PG', 'display_name': 'ITHelpGuy', 'link': 'https://stackoverflow.com/users/3467084/ithelpguy'}",True,5624,2,5,1688661417,1626797803,68458187,CC BY-SA 4.0,https://stackoverflow.com/questions/68458187/display-image-in-databricks-notebook-error,Display image in Databricks notebook error,1626888365.0,68464978.0,,,
"['azure', 'null', 'azure-data-factory', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 9279435, 'reputation': 25, 'user_id': 6891032, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb61329e374689dad52bf59b277e1a03?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Praveen Chowdary', 'link': 'https://stackoverflow.com/users/6891032/praveen-chowdary'}",True,11571,1,1,1627032976,1626698417,68440669,CC BY-SA 4.0,https://stackoverflow.com/questions/68440669/handle-null-values-in-azure-data-factory-pipeline,Handle Null values in Azure Data factory Pipeline,,68497127.0,,,
"['azure', 'templates', 'azure-data-factory', 'azure-data-lake-gen2', 'azure-rm-template']","{'account_id': 20010353, 'reputation': 5, 'user_id': 14667472, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d12a81f95884d8de8e6688a0298b8a0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mikhila Mehta', 'link': 'https://stackoverflow.com/users/14667472/mikhila-mehta'}",True,615,1,0,1626686141,1626335233,68389857,CC BY-SA 4.0,https://stackoverflow.com/questions/68389857/custom-template-deployment-in-azure-schema-error,Custom template deployment in Azure - Schema Error,1626679633.0,68437989.0,,,
"['azure', 'azure-data-factory', 'azure-databricks', 'azure-data-lake-gen2']","{'account_id': 12212060, 'reputation': 95, 'user_id': 8913565, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156791509199689/picture?type=large', 'display_name': 'Ana L&#237;via', 'link': 'https://stackoverflow.com/users/8913565/ana-l%c3%advia'}",True,4075,1,2,1626276300,1626274300,68380334,CC BY-SA 4.0,https://stackoverflow.com/questions/68380334/can-i-access-adls-from-azure-databricks-using-an-adf-managed-identity,Can I access ADLS from Azure Databricks using an ADF managed identity?,,68380908.0,,,
"['azure-data-factory', 'rest', 'azure-data-lake-gen2']","{'account_id': 20811579, 'reputation': 75, 'user_id': 15285389, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bnXOHVi_ljs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmgKPRLi5wDEQOoAM1c-c44Mag0hA/s96-c/photo.jpg?sz=256', 'display_name': 'Bruce', 'link': 'https://stackoverflow.com/users/15285389/bruce'}",True,1093,1,0,1625973110,1625680974,68291058,CC BY-SA 4.0,https://stackoverflow.com/questions/68291058/download-a-file-from-rest-api-to-azure-data-lake-using-azure-data-factory,Download a file from REST API to Azure data lake using Azure Data Factory,1625973110.0,68300158.0,,,
"['azure', 'rest', 'azure-data-factory', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 20811579, 'reputation': 75, 'user_id': 15285389, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bnXOHVi_ljs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmgKPRLi5wDEQOoAM1c-c44Mag0hA/s96-c/photo.jpg?sz=256', 'display_name': 'Bruce', 'link': 'https://stackoverflow.com/users/15285389/bruce'}",True,1272,1,1,1626685077,1625667820,68287867,CC BY-SA 4.0,https://stackoverflow.com/questions/68287867/source-must-be-binary-when-sink-is-binary-dataset,Source must be binary when sink is binary dataset,1625674371.0,68437740.0,,,
"['azure', 'azure-devops', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 8971565, 'reputation': 38, 'user_id': 11093956, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4d4b75a3c961ee154a548e58cbff189?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Anto Thomas', 'link': 'https://stackoverflow.com/users/11093956/anto-thomas'}",True,1006,1,1,1625461352,1625296696,68234041,CC BY-SA 4.0,https://stackoverflow.com/questions/68234041/azure-devops-ci-cd-pipelines-for-adls-gen2-resource,Azure DevOps CI/CD pipelines for ADLS Gen2 resource,1625297045.0,68250911.0,,,
"['azure', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 1108903, 'reputation': 383, 'user_id': 1099722, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/b664384c8e42eeaabc1e7e406f1969e8?s=256&d=identicon&r=PG', 'display_name': 'shinjidev', 'link': 'https://stackoverflow.com/users/1099722/shinjidev'}",True,814,1,1,1625656544,1625202074,68219824,CC BY-SA 4.0,https://stackoverflow.com/questions/68219824/azure-data-lake-how-to-compress-and-download-a-folder,Azure Data Lake: How to compress and download a folder,,68284967.0,,,
"['pyspark', 'azure-databricks', 'delta-lake', 'azure-data-lake-gen2']","{'account_id': 4987466, 'reputation': 88, 'user_id': 4010631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba82edf9ca043316e4851837705312fe?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rony', 'link': 'https://stackoverflow.com/users/4010631/rony'}",True,9425,2,3,1626585802,1625124956,68206116,CC BY-SA 4.0,https://stackoverflow.com/questions/68206116/why-does-pyspark-throw-analysisexception-path-to-adls-mounted-interim-dat,Why does Pyspark throw : &quot; AnalysisException: `/path/to/adls/mounted/interim_data.delta` is not a Delta table &quot;. even though the file exists...?,,,,,
"['azure-storage', 'azure-blob-storage', 'azure-data-lake-gen2', 'sas-token']","{'account_id': 15963972, 'reputation': 19, 'user_id': 11520192, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ModV3rO2C48/AAAAAAAAAAI/AAAAAAAAE0c/HhFRfGDmKuQ/photo.jpg?sz=256', 'display_name': 'Harish Kowrada', 'link': 'https://stackoverflow.com/users/11520192/harish-kowrada'}",False,1235,1,0,1626252312,1625043741,68191653,CC BY-SA 4.0,https://stackoverflow.com/questions/68191653/how-to-generate-sas-token-using-access-policy-for-a-container-of-adls-gen-2,How to generate SAS token using Access policy for a container of ADLS gen 2,,,,,
"['c#', 'azure', 'azure-data-lake-gen2']","{'account_id': 22078256, 'reputation': 21, 'user_id': 16338218, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cbdf48faf939dde5e695e6d99e96979a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'cogswellcogs', 'link': 'https://stackoverflow.com/users/16338218/cogswellcogs'}",False,538,1,0,1625106750,1625008246,68186646,CC BY-SA 4.0,https://stackoverflow.com/questions/68186646/how-can-i-create-files-in-azure-data-lake-file-shares-from-net,How can I create files in Azure Data Lake File Shares from .NET?,1625015020.0,,,,
"['python', 'azure', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 20811579, 'reputation': 75, 'user_id': 15285389, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-bnXOHVi_ljs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmgKPRLi5wDEQOoAM1c-c44Mag0hA/s96-c/photo.jpg?sz=256', 'display_name': 'Bruce', 'link': 'https://stackoverflow.com/users/15285389/bruce'}",True,1978,1,0,1625640156,1624989288,68183535,CC BY-SA 4.0,https://stackoverflow.com/questions/68183535/store-a-simple-string-as-text-file-in-azure-synapse-to-data-lake-gen2,store a simple string as text file in azure synapse (to data lake gen2),1625116025.0,68267045.0,,,
"['azure', 'azure-functions', 'azure-storage', 'dotnet-httpclient', 'azure-data-lake-gen2']","{'account_id': 2499502, 'reputation': 51, 'user_id': 4667932, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10152582297147581/picture?type=large', 'display_name': 'finarne', 'link': 'https://stackoverflow.com/users/4667932/finarne'}",False,176,1,0,1625038724,1624967214,68178093,CC BY-SA 4.0,https://stackoverflow.com/questions/68178093/trying-to-use-httpclient-getstreamasync-straight-to-the-adls-fileclient-uploadas,Trying to use HttpClient.GetStreamAsync straight to the adls FileClient.UploadAsync,1625038724.0,,,,
"['azure-blob-storage', 'azure-data-lake-gen2', 'archiving']","{'account_id': 14433952, 'reputation': 1596, 'user_id': 10426490, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0a647ed9073820b333182ca58833cdf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ericOnline', 'link': 'https://stackoverflow.com/users/10426490/ericonline'}",False,197,1,0,1624921227,1624916628,68170315,CC BY-SA 4.0,https://stackoverflow.com/questions/68170315/limited-options-for-azure-storage-lifecycle-management,Limited options for Azure Storage Lifecycle Management?,1624917596.0,,,,
"['azure', 'presto', 'azure-data-lake-gen2']","{'account_id': 17087270, 'reputation': 1, 'user_id': 12364165, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-rKpzExPhrr4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcP9wB1pHmn-mDQv2KXLmXf8FZoaA/photo.jpg?sz=256', 'display_name': 'DDDDDD', 'link': 'https://stackoverflow.com/users/12364165/dddddd'}",False,58,0,0,1624875508,1624875508,68161642,CC BY-SA 4.0,https://stackoverflow.com/questions/68161642/got-error-when-i-use-prestoin-cdh-cluster-query-adls-gen2azure-pass-data-lak,"Got error when I use Presto(in CDH cluster) query ADLS GEN2(Azure PASS, data lake) data",,,,,
"['azure-data-factory', 'transformation', 'dataflow', 'azure-cloud-services', 'azure-data-lake-gen2']","{'account_id': 18524793, 'reputation': 124, 'user_id': 13496926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48bb973a6422473a0343fe64f66ff886?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'anuj', 'link': 'https://stackoverflow.com/users/13496926/anuj'}",False,569,3,0,1624677048,1624448350,68099099,CC BY-SA 4.0,https://stackoverflow.com/questions/68099099/data-flow-single-row-transformation,Data flow single row transformation,1624498106.0,,,,
"['apache-spark', 'azure-data-factory', 'azure-databricks', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 21128491, 'reputation': 117, 'user_id': 15533367, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-MEYTEdR1t0I/AAAAAAAAAAI/AAAAAAAAABw/AMZuucmOg6jsDDsZW-NluxsyXzdWQzEjlA/s96-c/photo.jpg?sz=256', 'display_name': 'Learn2Code', 'link': 'https://stackoverflow.com/users/15533367/learn2code'}",True,2207,1,-2,1625030899,1624354084,68080989,CC BY-SA 4.0,https://stackoverflow.com/questions/68080989/migrate-azure-databricks-delta-table-to-azure-synapse-sql-pool,Migrate azure databricks delta table to Azure Synapse SQL pool,1624355835.0,68131038.0,,,
"['azure', 'apache-spark', 'pyspark', 'databricks', 'azure-data-lake-gen2']","{'account_id': 14523346, 'reputation': 1369, 'user_id': 10490428, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hf0Vc.jpg?s=256&g=1', 'display_name': 'ARCrow', 'link': 'https://stackoverflow.com/users/10490428/arcrow'}",True,1480,2,0,1657041239,1623857204,68005693,,https://stackoverflow.com/questions/68005693/how-to-efficiently-read-the-data-lake-files-metadata,How to efficiently read the data lake files&#39; metadata,1657041239.0,68014111.0,1624003962.0,Duplicate,
"['azure', 'databricks', 'azure-databricks', 'delta-lake', 'azure-data-lake-gen2']","{'account_id': 21724712, 'reputation': 97, 'user_id': 16034298, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJypzH7HKJPa6C_FVxXCmWIfm4jdRMRCHKgXgn50pg=k-s256', 'display_name': 'Shanmukh S', 'link': 'https://stackoverflow.com/users/16034298/shanmukh-s'}",True,3213,1,1,1623330496,1623327310,67920919,CC BY-SA 4.0,https://stackoverflow.com/questions/67920919/how-to-prevent-duplicate-entries-to-enter-to-delta-lake-of-azure-storage,How to Prevent Duplicate Entries to enter to delta lake of Azure Storage,1623330496.0,67921801.0,,,
"['apache-kafka', 'azure-data-lake-gen2']","{'account_id': 6644542, 'reputation': 833, 'user_id': 5129186, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/e67f2f09afae34604729eb0d3b0a2d74?s=256&d=identicon&r=PG', 'display_name': 'pauldx', 'link': 'https://stackoverflow.com/users/5129186/pauldx'}",True,2299,2,1,1623257487,1623189075,67895012,CC BY-SA 4.0,https://stackoverflow.com/questions/67895012/kafka-sink-to-data-lake-storage-without-confluent,Kafka Sink to Data Lake Storage without Confluent,1623194413.0,,,,
"['python', 'postgresql', 'azure', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 15315231, 'reputation': 650, 'user_id': 11049287, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e71878cf0afbf5ce18a6543904d4bb1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'usr_lal123', 'link': 'https://stackoverflow.com/users/11049287/usr-lal123'}",True,468,1,0,1622209168,1622207249,67739443,CC BY-SA 4.0,https://stackoverflow.com/questions/67739443/efficient-way-to-copy-postgres-data-to-adls-thru-python,Efficient way to copy postgres data to ADLS thru Python,1622207871.0,,,,
"['azure-data-factory', 'rest', 'azure-data-lake-gen2']","{'account_id': 15110727, 'reputation': 11, 'user_id': 10904930, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-sznus2UHUpI/AAAAAAAAAAI/AAAAAAAAGUo/KLQjRC6u3-A/photo.jpg?sz=256', 'display_name': 'Aymen Ouen', 'link': 'https://stackoverflow.com/users/10904930/aymen-ouen'}",False,545,0,1,1622180888,1622131300,67725883,CC BY-SA 4.0,https://stackoverflow.com/questions/67725883/rename-folder-in-blob-storage-by-using-azure-datalake-gen2-rest-api-web-activity,Rename Folder in blob storage by using Azure Datalake Gen2 Rest API web activity Azure Data Facotry,1622180888.0,,,,
"['azure', 'azure-functions', 'azure-logic-apps', 'azure-data-lake', 'azure-data-lake-gen2']","{'account_id': 17924145, 'reputation': 195, 'user_id': 13023189, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gfs0oYK_PbU/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCplIbiyy1tWF4Q39s1YFeCoUoKrA/photo.jpg?sz=256', 'display_name': 'inspiredd', 'link': 'https://stackoverflow.com/users/13023189/inspiredd'}",True,789,1,0,1621909909,1621617783,67641364,CC BY-SA 4.0,https://stackoverflow.com/questions/67641364/access-to-azure-data-lake-container-by-using-a-link,Access to Azure Data Lake Container by using a link,,67666102.0,,,
"['azure-data-factory', 'azure-data-lake-gen2']","{'account_id': 7847081, 'reputation': 211, 'user_id': 5931803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89e5f1f3c1709f11efbf1bc09bcdc6e9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Phil Lachmann', 'link': 'https://stackoverflow.com/users/5931803/phil-lachmann'}",False,607,2,1,1621824231,1621534339,67625889,CC BY-SA 4.0,https://stackoverflow.com/questions/67625889/adf-mapping-data-flow-has-source-file-name-with-character-in-it-and-gets-e,ADF - Mapping Data Flow has source file name with &#39;:&#39; character in it and gets error message,,,,,
