tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,migrated_to,closed_date,locked_date,closed_reason,accepted_answer_id,migrated_from,protected_date
"['parsing', 'ssis', 'etl', 'informix']","{'account_id': 152338, 'reputation': 2018, 'user_id': 366797, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f1de5e845d5914aad9f5d93094c88252?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Joe R.', 'link': 'https://stackoverflow.com/users/366797/joe-r'}",True,315,2,5,1544578421,1543643217,1544578421.0,53568123,CC BY-SA 4.0,https://stackoverflow.com/questions/53568123/parse-description-string-to-populate-null-fields,Parse description string to populate NULL fields,,,,,53584529.0,,
"['sql-server', 'excel', 'datetime', 'ssis', 'etl']","{'account_id': 14858482, 'reputation': 31, 'user_id': 10730185, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Qdf8NAq02c0/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-h9a6q2lT7swMhHxqywnfN79_hWAQ/mo/photo.jpg?sz=256', 'display_name': 'Laura ', 'link': 'https://stackoverflow.com/users/10730185/laura'}",True,1042,1,3,1543706623,1543627370,1543706623.0,53566963,CC BY-SA 4.0,https://stackoverflow.com/questions/53566963/import-date-column-from-excel-into-ssis-getting-long-date-format-in-sql,import date column from excel into SSIS - getting long date format in SQL,,,,,,,
"['python', 'etl', 'airflow']","{'account_id': 1979880, 'reputation': 709, 'user_id': 1776759, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eea55f347134c9eb9626eb07f6569655?s=256&d=identicon&r=PG', 'display_name': 'SMDC', 'link': 'https://stackoverflow.com/users/1776759/smdc'}",False,1019,2,0,1639514750,1543545399,1550019846.0,53550431,CC BY-SA 4.0,https://stackoverflow.com/questions/53550431/airflow-hide-paused-dags-by-default-on-airflow-cfg-is-not-working,Airflow hide_paused_dags_by_default on airflow.cfg is not working,,,,,,,
"['python', 'excel', 'automation', 'etl', 'openpyxl']","{'account_id': 13319302, 'reputation': 11, 'user_id': 9614558, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-XjyVsY6z7TI/AAAAAAAAAAI/AAAAAAAAFBI/yt8Vu0F7yc0/photo.jpg?sz=256', 'display_name': 'Hemant Kumar', 'link': 'https://stackoverflow.com/users/9614558/hemant-kumar'}",False,51,0,0,1543526334,1543526334,,53547758,CC BY-SA 4.0,https://stackoverflow.com/questions/53547758/appending-an-excel-file-using-openpyxl,Appending an excel file using openpyxl,,,,,,,
"['wso2', 'etl', 'wso2-enterprise-integrator']","{'account_id': 14545117, 'reputation': 1, 'user_id': 10505552, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-vvL-2TGQz5g/AAAAAAAAAAI/AAAAAAAAF2Y/ROs4fdojUWA/photo.jpg?sz=256', 'display_name': 'Renju', 'link': 'https://stackoverflow.com/users/10505552/renju'}",False,112,2,0,1543571319,1543474725,,53533452,CC BY-SA 4.0,https://stackoverflow.com/questions/53533452/wso2-best-way-to-implement-etl-jobs,WSO2 - Best way to implement ETL jobs,,,,,,,
"['apache-spark', 'etl', 'kettle']","{'account_id': 9570087, 'reputation': 1, 'user_id': 7108005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/429c1e44fe5de105fad24df266c31733?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Yuan Ewan', 'link': 'https://stackoverflow.com/users/7108005/yuan-ewan'}",False,287,1,-1,1543582866,1543474336,,53533369,CC BY-SA 4.0,https://stackoverflow.com/questions/53533369/whats-the-difference-between-kettle-and-spark,what&#39;s the difference between kettle and spark,,,,,,,
"['r', 'dplyr', 'etl', 'tidyverse']","{'account_id': 13953539, 'reputation': 27, 'user_id': 10076529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/550fe50602b91979be485d2b9028bfcf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kristy.Z', 'link': 'https://stackoverflow.com/users/10076529/kristy-z'}",True,202,1,0,1543446283,1543431601,1543431700.0,53526346,,https://stackoverflow.com/questions/53526346/r-how-to-convert-delimited-string-with-ranges-with-the-actual-numbers-in-the-ra,R: how to convert delimited string with ranges with the actual numbers in the range?,,1543446258.0,,Duplicate,53526386.0,,
"['etl', 'informatica', 'informatica-powercenter', 'informatica-cloud']","{'account_id': 11419025, 'reputation': 75, 'user_id': 8371096, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-YXuxOu1KyN0/AAAAAAAAAAI/AAAAAAAAAIo/yJmGZIV8-JE/photo.jpg?sz=256', 'display_name': 'Meet Rohan', 'link': 'https://stackoverflow.com/users/8371096/meet-rohan'}",True,344,2,0,1543444434,1543429572,,53525830,CC BY-SA 4.0,https://stackoverflow.com/questions/53525830/field-order-between-source-and-source-qualifier-need-to-be-same,Field order between Source and Source Qualifier need to be same?,,,,,,,
"['python', 'etl', 'bonobo-etl']","{'account_id': 6223082, 'reputation': 53, 'user_id': 4842183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/896a6421c821737f26cf208a097aef76?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rimcanfly', 'link': 'https://stackoverflow.com/users/4842183/rimcanfly'}",True,217,1,0,1543507443,1543425963,,53524991,CC BY-SA 4.0,https://stackoverflow.com/questions/53524991/how-to-pass-bags-named-tuples-between-activities,How to pass Bags (named-tuples) between activities,,,,,,,
"['python', 'etl', 'luigi']","{'account_id': 90044, 'reputation': 2016, 'user_id': 248045, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/600965365b39cc2d506bc24afd0d7c1e?s=256&d=identicon&r=PG', 'display_name': 'Vitor Baptista', 'link': 'https://stackoverflow.com/users/248045/vitor-baptista'}",True,1161,1,3,1544140753,1543420313,,53523339,CC BY-SA 4.0,https://stackoverflow.com/questions/53523339/how-to-ignore-failures-on-luigi-tasks-triggered-inside-another-tasks-run,How to ignore failures on Luigi tasks triggered inside another task&#39;s run(),,,,,53637205.0,,
"['postgresql', 'etl']","{'account_id': 6054393, 'reputation': 641, 'user_id': 6083410, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/15b0b93ff203910479f17b734f09b830?s=256&d=identicon&r=PG', 'display_name': 'VINET', 'link': 'https://stackoverflow.com/users/6083410/vinet'}",True,49,1,0,1543393645,1543393063,1543393645.0,53514931,CC BY-SA 4.0,https://stackoverflow.com/questions/53514931/postgresql-how-to-add-data,PostgreSQL: How to add data?,,,,,53515069.0,,
"['sql-server', 'ssis', 'oledb', 'etl', 'sql-server-data-tools']","{'account_id': 6445957, 'reputation': 11, 'user_id': 4994457, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49bca0ef93cdb9d780fadf380524b6ea?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nail_Mustafa', 'link': 'https://stackoverflow.com/users/4994457/nail-mustafa'}",True,2657,2,0,1667744798,1543385542,,53513189,CC BY-SA 4.0,https://stackoverflow.com/questions/53513189/ssis-is-not-inserting-all-rows,SSIS is not inserting all rows,,,,,53592249.0,,1667747001.0
"['azure', 'etl', 'data-warehouse']","{'account_id': 14831303, 'reputation': 11, 'user_id': 10710725, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-6-DwRsrXrsc/AAAAAAAAAAI/AAAAAAAAAAA/3ZpL7f2IzFU/photo.jpg?sz=256', 'display_name': 'Dominic Albrecht', 'link': 'https://stackoverflow.com/users/10710725/dominic-albrecht'}",False,228,0,1,1543311325,1543311325,,53496583,CC BY-SA 4.0,https://stackoverflow.com/questions/53496583/ssis-alternatives-for-etl-in-azure-data-factory,SSIS alternatives for ETL in Azure data factory,,,,,,,
"['amazon-web-services', 'automation', 'etl', 'amazon-sagemaker']","{'account_id': 13717664, 'reputation': 21, 'user_id': 9898442, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-z6RgTU2K59w/AAAAAAAAAAI/AAAAAAAAL3s/hBXcS24GHpc/photo.jpg?sz=256', 'display_name': 'Dhrumil Vora', 'link': 'https://stackoverflow.com/users/9898442/dhrumil-vora'}",True,348,1,1,1545418770,1543255786,,53486784,CC BY-SA 4.0,https://stackoverflow.com/questions/53486784/automate-data-preprocessing-on-aws-sagemaker,Automate data preprocessing on AWS sagemaker,,,,,,,
"['sql', 'oracle', 'plsql', 'etl']","{'account_id': 2428669, 'reputation': 84, 'user_id': 2120085, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/7e950175cc2dd91316ec7881c86bd182?s=256&d=identicon&r=PG', 'display_name': 'learner', 'link': 'https://stackoverflow.com/users/2120085/learner'}",False,121,0,0,1543043901,1542999128,1543043901.0,53451705,CC BY-SA 4.0,https://stackoverflow.com/questions/53451705/etl-determine-deleted-entries-oracle-12c,ETL - determine deleted entries - Oracle 12c,,,,,,,
"['python', 'amazon-web-services', 'pyspark', 'etl', 'aws-glue']","{'account_id': 2086970, 'reputation': 4232, 'user_id': 1857727, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/234c344f05d477d657e56107b5a1113f?s=256&d=identicon&r=PG', 'display_name': 'joshuahornby10', 'link': 'https://stackoverflow.com/users/1857727/joshuahornby10'}",True,11782,4,11,1684243004,1542914471,1582777259.0,53437009,CC BY-SA 4.0,https://stackoverflow.com/questions/53437009/aws-glue-and-update-duplicating-data,AWS Glue and update duplicating data,,,,,,,
"['etl', 'airflow']","{'account_id': 4144237, 'reputation': 1769, 'user_id': 3398485, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/a5sQd.jpg?s=256&g=1', 'display_name': 'Neeraj', 'link': 'https://stackoverflow.com/users/3398485/neeraj'}",True,226,1,2,1542902559,1542802089,,53411719,CC BY-SA 4.0,https://stackoverflow.com/questions/53411719/how-do-i-prevent-logging-an-encrypted-airflow-variable,How do I prevent logging an encrypted airflow variable?,,,,,53434649.0,,
"['integration', 'etl', 'oracle-data-integrator']","{'account_id': 14623299, 'reputation': 63, 'user_id': 10561290, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4653301bb326793014813d9085a54219?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rohan Jain', 'link': 'https://stackoverflow.com/users/10561290/rohan-jain'}",True,156,1,1,1542805578,1542738570,1542805578.0,53399312,CC BY-SA 4.0,https://stackoverflow.com/questions/53399312/odi-12c-installation-issue,ODI 12c Installation Issue,,,,,,,
"['bash', 'pentaho', 'etl', 'kettle', 'data-integration']","{'account_id': 9339163, 'reputation': 95, 'user_id': 6932520, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/931ef3b2350f839a40228c2f294adb6f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'F. Petrulio', 'link': 'https://stackoverflow.com/users/6932520/f-petrulio'}",True,1380,1,0,1692813191,1542726938,,53396071,CC BY-SA 4.0,https://stackoverflow.com/questions/53396071/kettle-pan-sh-no-repository-provided-cant-load-transformation,"Kettle - pan.sh &quot;No repository provided, can&#39;t load transformation&quot;",,,,,,,
"['azure', 'ssis', 'etl', 'azure-data-factory']","{'account_id': 14163458, 'reputation': 13, 'user_id': 10232048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0862fe551cd59b1f89de8327095c94b0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'marionangelo', 'link': 'https://stackoverflow.com/users/10232048/marionangelo'}",True,382,2,1,1609181043,1542704643,,53389506,CC BY-SA 4.0,https://stackoverflow.com/questions/53389506/etl-using-azure-data-factory-v2,ETL using Azure Data Factory v2,,,,,53400298.0,,
"['sql-server', 'oracle', 'ssis', 'etl', 'oracle-data-integrator']","{'account_id': 9455902, 'reputation': 36311, 'user_id': 7031230, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/cwgOj.jpg?s=256&g=1', 'display_name': 'Hadi', 'link': 'https://stackoverflow.com/users/7031230/hadi'}",True,4669,1,13,1547808937,1542643658,1547808937.0,53378568,CC BY-SA 4.0,https://stackoverflow.com/questions/53378568/ssis-vs-oracle-data-integrator,SSIS vs. Oracle Data Integrator,,,,,53387774.0,,
"['sql-server', 'ssis', 'etl']","{'account_id': 3600842, 'reputation': 625, 'user_id': 3004178, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/646e96c2d9cdced4e63c30fe1a5a52fd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'erezlale', 'link': 'https://stackoverflow.com/users/3004178/erezlale'}",False,70,2,0,1542708092,1542635878,,53376224,CC BY-SA 4.0,https://stackoverflow.com/questions/53376224/etl-transformation-of-generic-transaction-into-bet-and-win,ETL Transformation of Generic Transaction into Bet and Win,,,,,,,
"['python', 'amazon-web-services', 'etl', 'aws-glue', 'aws-data-pipeline']","{'account_id': 3275208, 'reputation': 6401, 'user_id': 2757483, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://graph.facebook.com/7812459/picture?type=large', 'display_name': 'Jackson', 'link': 'https://stackoverflow.com/users/2757483/jackson'}",False,578,0,3,1542489624,1542489624,,53355692,CC BY-SA 4.0,https://stackoverflow.com/questions/53355692/import-file-data-from-s3-into-rds-with-transformation-steps,Import file data from S3 into RDS with transformation steps,,,,,,,
"['sql', 'teradata', 'etl']","{'account_id': 2149821, 'reputation': 477, 'user_id': 1906543, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/f492ff6210ad3042b9e3837a618f9059?s=256&d=identicon&r=PG', 'display_name': 'Rusty75', 'link': 'https://stackoverflow.com/users/1906543/rusty75'}",False,56,0,0,1542389755,1542387558,1542389755.0,53342310,CC BY-SA 4.0,https://stackoverflow.com/questions/53342310/is-rowid-a-safe-way-to-select-unload-update-rows-in-teradata-is-it-the-quickest,Is ROWID a safe way to SELECT-UNLOAD-UPDATE rows in Teradata? Is it the quickest way?,,,,,,,
"['sql', 'oracle', 'etl']","{'account_id': 6588443, 'reputation': 57, 'user_id': 5090523, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-z0P9JrNgAys/AAAAAAAAAAI/AAAAAAAAAXU/aWa7r_hzp_I/photo.jpg?sz=256', 'display_name': 'Piyush Singh', 'link': 'https://stackoverflow.com/users/5090523/piyush-singh'}",False,48,4,0,1542393694,1542384049,,53341427,CC BY-SA 4.0,https://stackoverflow.com/questions/53341427/sql-to-fetch-row-into-column-based-on-con,SQL to fetch row into column based on con,,,,,,,
"['sql-server', 'tsql', 'etl', 'data-warehouse']","{'account_id': 224511, 'reputation': 13728, 'user_id': 484390, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/74f97ea6a133cbfd107efce74ebaba94?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'HelloWorld1', 'link': 'https://stackoverflow.com/users/484390/helloworld1'}",False,797,1,1,1542383220,1542377339,,53339470,CC BY-SA 4.0,https://stackoverflow.com/questions/53339470/about-surrogate-key-in-loading-process-in-datawarehouse,About Surrogate key in Loading Process in DataWarehouse,,,,,,,
"['etl', 'datastage']","{'account_id': 13033602, 'reputation': 1, 'user_id': 9419259, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'H&#252;lya Bah&#231;ebaşı', 'link': 'https://stackoverflow.com/users/9419259/h%c3%bclya-bah%c3%a7eba%c5%9f%c4%b1'}",False,831,1,-1,1542349504,1542313621,,53327409,CC BY-SA 4.0,https://stackoverflow.com/questions/53327409/connection-problem-of-xmeta-database-on-datastage,Connection Problem of Xmeta Database on Datastage,,,,,,,
"['python', 'python-3.x', 'etl']","{'account_id': 14239682, 'reputation': 25, 'user_id': 10286445, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f4404c240ae051e5408f09909e6f3f6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'HBhaa', 'link': 'https://stackoverflow.com/users/10286445/hbhaa'}",True,53,3,1,1542361978,1542295165,,53322571,CC BY-SA 4.0,https://stackoverflow.com/questions/53322571/change-identical-values-in-a-list-of-dictionaries,Change identical values in a list of dictionaries,,,,,53323168.0,,
"['shell', 'curl', 'file-io', 'httprequest', 'etl']","{'account_id': 11824710, 'reputation': 1595, 'user_id': 8652893, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d9e04f761827cf40eacc3b85696096e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'emalcolmb', 'link': 'https://stackoverflow.com/users/8652893/emalcolmb'}",False,135,0,1,1542328041,1542291423,1542328041.0,53321437,CC BY-SA 4.0,https://stackoverflow.com/questions/53321437/curl-http-requests-appended-text-files-unexpected-output,cURL HTTP requests &amp; appended text files -- Unexpected output,,,,,,,
"['database', 'mongodb', 'cassandra', 'pentaho', 'etl']","{'account_id': 6455156, 'reputation': 73, 'user_id': 5318895, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e802062072fd084ab416d377845af2de?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'LucaF', 'link': 'https://stackoverflow.com/users/5318895/lucaf'}",True,500,1,0,1542296079,1542282070,1542290721.0,53318708,CC BY-SA 4.0,https://stackoverflow.com/questions/53318708/speed-up-etl-transformation-pentaho-kettle,Speed up ETL transformation - Pentaho Kettle,,,,,53322822.0,,
"['etl', 'talend']","{'account_id': 10984627, 'reputation': 67, 'user_id': 8070751, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1908896525996792/picture?type=large', 'display_name': 'Achref Amari', 'link': 'https://stackoverflow.com/users/8070751/achref-amari'}",False,640,2,0,1542735588,1542214817,,53305295,CC BY-SA 4.0,https://stackoverflow.com/questions/53305295/i-want-to-send-an-email-via-tsend-email-component-in-talend,i want to send an email via tsend email component in talend,,,,,,,
"['postgresql', 'amazon-web-services', 'etl', 'amazon-rds', 'data-migration']","{'account_id': 4090948, 'reputation': 4675, 'user_id': 3358927, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/96fe219228f204c205bff346e4f2267c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ddd', 'link': 'https://stackoverflow.com/users/3358927/ddd'}",True,8018,2,5,1644467432,1542147724,,53290412,CC BY-SA 4.0,https://stackoverflow.com/questions/53290412/how-do-i-move-data-from-rds-of-one-aws-account-to-another-account,How do I move data from RDS of one AWS account to another account,,,,,,,
"['etl', 'talend']","{'account_id': 10984627, 'reputation': 67, 'user_id': 8070751, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1908896525996792/picture?type=large', 'display_name': 'Achref Amari', 'link': 'https://stackoverflow.com/users/8070751/achref-amari'}",True,798,1,2,1542181335,1542119125,1542180879.0,53283187,CC BY-SA 4.0,https://stackoverflow.com/questions/53283187/difference-between-twarn-and-tassert-in-talend,Difference between twarn and tassert in Talend,,,,,53295222.0,,
"['oracle', 'plsql', 'etl', 'toad']","{'account_id': 14738969, 'reputation': 1, 'user_id': 10644097, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'mar.sh', 'link': 'https://stackoverflow.com/users/10644097/mar-sh'}",False,913,1,-1,1542091929,1542085768,1542091929.0,53274190,CC BY-SA 4.0,https://stackoverflow.com/questions/53274190/data-migration-in-pl-sql-with-toad,Data Migration in PL/SQL with Toad,,,,,,,
"['sql-server', 'ssis', 'etl', 'ssis-2012']","{'account_id': 9735300, 'reputation': 1, 'user_id': 7218732, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da212432bd36166d2e5ffd281a365b90?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mohammed Al-Karasneh', 'link': 'https://stackoverflow.com/users/7218732/mohammed-al-karasneh'}",False,262,1,0,1583238366,1542029600,,53263297,CC BY-SA 4.0,https://stackoverflow.com/questions/53263297/using-replica-database-instead-of-using-cdc-enabled-database,Using Replica database instead of using CDC enabled database,,,,,,,
"['etl', 'apache-nifi', 'airflow', 'apache-falcon']","{'account_id': 5941380, 'reputation': 3295, 'user_id': 4672460, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/y9Qba.jpg?s=256&g=1', 'display_name': 'Selaka Nanayakkara', 'link': 'https://stackoverflow.com/users/4672460/selaka-nanayakkara'}",True,7666,2,10,1689519507,1542004311,1689519507.0,53256948,,https://stackoverflow.com/questions/53256948/apache-nifi-vs-apache-airflow-vs-apache-falcon-which-suits-best-in-the-below-s,APACHE NIFI vs APACHE AIRFLOW vs APACHE FALCON ? Which suits best in the below scenario?,,1574731938.0,,Not suitable for this site,53284342.0,,
"['sql', 'regex', 'etl']","{'account_id': 12578984, 'reputation': 85, 'user_id': 9150395, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yr4Cd.png?s=256&g=1', 'display_name': 'Douglas Daly', 'link': 'https://stackoverflow.com/users/9150395/douglas-daly'}",True,125,1,0,1541807508,1541779823,,53229367,CC BY-SA 4.0,https://stackoverflow.com/questions/53229367/efficient-field-mapping-with-1000s-of-case-statements-with-regex-patterns,Efficient field mapping with 1000s of case statements with REGEX patterns,,,,,53234721.0,,
"['ascii', 'pentaho', 'etl', 'pentaho-spoon', 'pentaho-data-integration']","{'account_id': 14360141, 'reputation': 1, 'user_id': 10372684, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-izdzy27yiyo/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaPP4YKDIRdJl3AL7N6-wJ8FKELHzA/mo/photo.jpg?sz=256', 'display_name': 'Grant Bender', 'link': 'https://stackoverflow.com/users/10372684/grant-bender'}",False,639,0,0,1541630608,1541630608,,53199030,CC BY-SA 4.0,https://stackoverflow.com/questions/53199030/pentaho-load-plain-text-file-w-ascii-separator,Pentaho Load Plain Text File w/ ASCII separator,,,,,,,
"['sql-server', 'vb.net', 'visual-studio', 'ssis', 'etl']","{'account_id': 13196110, 'reputation': 147, 'user_id': 9530864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb43cd07c1ff369e029f5458c222eeef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kamran', 'link': 'https://stackoverflow.com/users/9530864/kamran'}",True,1119,1,2,1566286002,1541626179,1566286002.0,53198108,CC BY-SA 4.0,https://stackoverflow.com/questions/53198108/ssis-script-task-not-working-in-visual-studio-2010-exception-has-been-thrown-by,"SSIS Script Task not working in Visual Studio 2010, Exception has been thrown by the target of an invocation",,,,,,,
"['etl', 'informatica']","{'account_id': 14704568, 'reputation': 1, 'user_id': 10619694, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42e84441cc69e4a52638e2ccb486fc91?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lena', 'link': 'https://stackoverflow.com/users/10619694/lena'}",False,277,1,0,1548669822,1541616470,,53195877,CC BY-SA 4.0,https://stackoverflow.com/questions/53195877/informatica-source-fields-are-not-visible,Informatica: Source fields are not visible,,,,,,,
"['azure', 'azure-sql-database', 'etl', 'azure-data-factory', 'azure-batch']","{'account_id': 8368447, 'reputation': 503, 'user_id': 6284287, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d796ff973c6d7a1e989d69bb77774690?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'CClarke', 'link': 'https://stackoverflow.com/users/6284287/cclarke'}",True,262,2,0,1542469115,1541612357,,53194861,CC BY-SA 4.0,https://stackoverflow.com/questions/53194861/which-azure-products-are-needed-for-a-staging-database,Which Azure products are needed for a staging database?,,,,,53201062.0,,
"['sql', 'sql-server', 'ssis', 'etl', 'sql-server-data-tools']","{'account_id': 14272157, 'reputation': 127, 'user_id': 10309347, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-QdVDBwE-sMA/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaPm905Poogn5YmOw8ziNKavw0n-VQ/mo/photo.jpg?sz=256', 'display_name': 'Andy Lee Xin', 'link': 'https://stackoverflow.com/users/10309347/andy-lee-xin'}",True,556,1,2,1547670301,1541608805,1547670301.0,53193948,CC BY-SA 4.0,https://stackoverflow.com/questions/53193948/ssis-cannot-assign-to-variable-with-like-in-the-direct-input-query,SSIS Cannot assign to variable with LIKE in the direct input query,,,,,53195994.0,,
"['sql', 'postgresql', 'etl']","{'account_id': 14703090, 'reputation': 3, 'user_id': 10618622, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48af30ee4e8a7fab65cb571684300290?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Hashed Joe', 'link': 'https://stackoverflow.com/users/10618622/hashed-joe'}",False,79,0,0,1541624048,1541598551,1541624048.0,53190795,CC BY-SA 4.0,https://stackoverflow.com/questions/53190795/best-way-to-process-daily-data-on-postgres,Best way to process daily data on Postgres,,,,,,,
"['regex', 'apache', 'etl', 'apache-nifi']","{'account_id': 14062023, 'reputation': 883, 'user_id': 10157833, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b47b0cb73215e94446b6f43b842a8c17?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Shrads', 'link': 'https://stackoverflow.com/users/10157833/shrads'}",True,1099,1,1,1541545779,1541542079,,53180799,CC BY-SA 4.0,https://stackoverflow.com/questions/53180799/updating-the-name-of-already-existing-field-to-something-else-in-nifi,Updating The name of already existing field to something else in NiFi,,,,,53181402.0,,
"['mysql', 'apache', 'etl', 'apache-nifi']","{'account_id': 14062023, 'reputation': 883, 'user_id': 10157833, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b47b0cb73215e94446b6f43b842a8c17?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Shrads', 'link': 'https://stackoverflow.com/users/10157833/shrads'}",True,3391,1,3,1541458963,1541458400,,53163452,CC BY-SA 4.0,https://stackoverflow.com/questions/53163452/handling-null-using-convertrecord-in-nifi,Handling Null using ConvertRecord in NiFi,,,,,53163553.0,,
"['sql-server', 'csv', 'ssis', 'etl']","{'account_id': 2123305, 'reputation': 37, 'user_id': 1886115, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75983ca11a5034a19c5737f662480ef8?s=256&d=identicon&r=PG', 'display_name': 'sqlvan', 'link': 'https://stackoverflow.com/users/1886115/sqlvan'}",True,351,1,2,1541513919,1541451212,1541506676.0,53162056,CC BY-SA 4.0,https://stackoverflow.com/questions/53162056/removing-extra-space-in-last-row-using-ssis,removing extra space in last row using ssis,,,,,53162193.0,,
"['api', 'etl', 'gooddata']","{'account_id': 2700172, 'reputation': 5, 'user_id': 2331051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/981cd95d9b4e8d906c45b0ffcd86b008?s=256&d=identicon&r=PG', 'display_name': 'user2331051', 'link': 'https://stackoverflow.com/users/2331051/user2331051'}",True,55,2,0,1541593309,1541442075,,53160030,CC BY-SA 4.0,https://stackoverflow.com/questions/53160030/connecting-google-analytics-with-gooddatas-cloudconnect-via-an-api,Connecting Google Analytics with Gooddata&#39;s Cloudconnect via an API,,,,,,,
