tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,accepted_answer_id,posted_by_collectives,closed_date,closed_reason
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 13410254, 'reputation': 43, 'user_id': 10152753, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-I-vGKAWC5oQ/AAAAAAAAAAI/AAAAAAAAF3s/0BErl3xMw6Y/photo.jpg?sz=256', 'display_name': '4 3 2', 'link': 'https://stackoverflow.com/users/10152753/4-3-2'}",True,326,2,0,1683411899,1677360884,1677894123.0,75568592,CC BY-SA 4.0,https://stackoverflow.com/questions/75568592/executing-apache-beams-code-in-gcp-dataflow,Executing Apache Beam&#39;s code in GCP Dataflow,,,76191436.0,,,
"['dataframe', 'google-bigquery', 'schema', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 5108041, 'reputation': 349, 'user_id': 5452378, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34e2db2421cd7ca5d76cd9062bd2b4ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'snark17', 'link': 'https://stackoverflow.com/users/5452378/snark17'}",True,531,1,-1,1677281867,1677278066,,75561960,CC BY-SA 4.0,https://stackoverflow.com/questions/75561960/apache-beam-pcollection-schema-converting-to-dataframe,Apache Beam PCollection Schema (converting to Dataframe),,,75562333.0,,,
"['java', 'google-bigquery', 'export-to-csv', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 27870364, 'reputation': 1, 'user_id': 21281025, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxa7tbJ6P65a3Z0GcSAGBgmKIG2hQvmQ14063mxP=k-s256', 'display_name': 'sana', 'link': 'https://stackoverflow.com/users/21281025/sana'}",False,40,0,0,1677251041,1677251041,,75558120,CC BY-SA 4.0,https://stackoverflow.com/questions/75558120/execute-multiple-queries-using-bq-and-store-results-in-csv,Execute Multiple Queries using bQ and store results in cSV,,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 11528940, 'reputation': 9, 'user_id': 15510504, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lNaR7Qzn2G4/AAAAAAAAAAI/AAAAAAAAE6Y/5TyCSth63J0/photo.jpg?sz=256', 'display_name': 'Jiberellin', 'link': 'https://stackoverflow.com/users/15510504/jiberellin'}",True,98,1,0,1677233825,1677214629,,75552768,CC BY-SA 4.0,https://stackoverflow.com/questions/75552768/dataflow-python-keyerror-even-though-no-input-to-the-step-and-the-key-exists-f,dataflow python - KeyError even though no input to the step and the key exists for matched cases,,,75555283.0,,,
"['google-cloud-platform', 'google-cloud-storage', 'google-cloud-dataflow', 'avro', 'google-cloud-spanner']","{'account_id': 24453367, 'reputation': 33, 'user_id': 18375284, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/984b9594dc27a4a3ad7e1bf87bcaf9e3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Tobias Fox', 'link': 'https://stackoverflow.com/users/18375284/tobias-fox'}",False,79,0,0,1677162190,1677162190,,75546107,CC BY-SA 4.0,https://stackoverflow.com/questions/75546107/google-cloud-storage-avro-to-cloud-spanner-dataflow-pipeline-throughput-bottlene,Google Cloud Storage Avro to Cloud Spanner Dataflow Pipeline Throughput bottlenecked troubleshooting,,,,,,
"['python', 'python-3.x', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 11575817, 'reputation': 659, 'user_id': 8481155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b7d2a08cbe1c6b2436e71b019f32b51?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashok KS', 'link': 'https://stackoverflow.com/users/8481155/ashok-ks'}",True,426,1,0,1677148736,1677116401,,75539817,CC BY-SA 4.0,https://stackoverflow.com/questions/75539817/apache-beam-map-dofn-and-composite-transform,"Apache Beam Map, DoFn and Composite Transform",,,75543647.0,,,
"['unit-testing', 'google-cloud-dataflow', 'apache-beam', 'emulation', 'google-cloud-bigtable']","{'account_id': 27634038, 'reputation': 1, 'user_id': 21092342, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp4wu-od7SZ4A8_JSZ0Tj7E0bwJEG4gVoimab59n=k-s256', 'display_name': 'yeong', 'link': 'https://stackoverflow.com/users/21092342/yeong'}",False,260,1,0,1676990176,1676959676,,75516820,CC BY-SA 4.0,https://stackoverflow.com/questions/75516820/how-to-i-locally-test-my-dataflow-job-with-a-side-input-that-is-refreshed-period,How to I locally test my Dataflow Job with a side input that is refreshed periodically?,,,,,,
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam', 'beam']","{'account_id': 5673463, 'reputation': 2190, 'user_id': 4487457, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/fc00a75a1c45ab9e7b3a1a2f7879b690?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Minh', 'link': 'https://stackoverflow.com/users/4487457/minh'}",False,38,1,0,1676964255,1676926941,,75514098,CC BY-SA 4.0,https://stackoverflow.com/questions/75514098/apache-beam-for-feature-creation,Apache Beam for feature creation,,,,,,
"['google-bigquery', 'time-series', 'google-cloud-dataflow', 'apache-beam', 'batch-processing']","{'account_id': 12290683, 'reputation': 41, 'user_id': 8968186, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5ead1f6a4b4d7c62834eff72e69e73f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'rootster', 'link': 'https://stackoverflow.com/users/8968186/rootster'}",False,37,0,0,1676917612,1676917612,,75512901,CC BY-SA 4.0,https://stackoverflow.com/questions/75512901/combine-bigquery-time-series-data-into-intervals-with-apache-beam-dataflow,Combine BigQuery time series data into intervals with Apache Beam / Dataflow,,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 27833771, 'reputation': 3, 'user_id': 21251677, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp7s6A63Nat0D--nh2Ika8A92vHwzMcPskuPDjJf=k-s256', 'display_name': 'Bruno Wendt', 'link': 'https://stackoverflow.com/users/21251677/bruno-wendt'}",True,67,1,0,1676911712,1676905854,,75511009,CC BY-SA 4.0,https://stackoverflow.com/questions/75511009/experiments-option-behavior-with-use-beam-bq-sink,--experiments Option Behavior with use_beam_bq_sink,,,75511550.0,,,
"['google-cloud-platform', 'etl', 'google-cloud-dataflow', 'apache-beam', 'google-cloud-bigtable']","{'account_id': 10771679, 'reputation': 35, 'user_id': 7925000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fd7f7bb61ef0fe3bcbf5aa4cd1fc15d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Liu Piu', 'link': 'https://stackoverflow.com/users/7925000/liu-piu'}",False,127,0,0,1677443283,1676893741,,75508908,CC BY-SA 4.0,https://stackoverflow.com/questions/75508908/how-to-manage-concurrent-put-and-delete-to-bigtable,How to manage concurrent put and delete to Bigtable?,,,,,,
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 9288552, 'reputation': 11, 'user_id': 6897620, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/d8ba5b18542e36fe7f9996912cac3f74?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'manoj', 'link': 'https://stackoverflow.com/users/6897620/manoj'}",False,48,0,0,1676720654,1676720654,,75493094,CC BY-SA 4.0,https://stackoverflow.com/questions/75493094/classic-dataflow-template-failing,classic dataflow template failing,,,,,,
"['google-cloud-platform', 'google-cloud-storage', 'google-cloud-dataflow', 'apache-beam', 'google-cloud-pubsub']","{'account_id': 10771679, 'reputation': 35, 'user_id': 7925000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fd7f7bb61ef0fe3bcbf5aa4cd1fc15d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Liu Piu', 'link': 'https://stackoverflow.com/users/7925000/liu-piu'}",True,52,1,0,1676705562,1676585205,,75478381,CC BY-SA 4.0,https://stackoverflow.com/questions/75478381/cloud-storage-notifications-delivery-guarantees,Cloud Storage notifications delivery guarantees,,,75491855.0,,,
"['python', 'sql-server', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 17940253, 'reputation': 15, 'user_id': 13035679, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/334e5987e7f15d2b04acb6bba5c8a8bd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'moltke_colombia', 'link': 'https://stackoverflow.com/users/13035679/moltke-colombia'}",True,294,1,1,1676557951,1676556913,,75473520,CC BY-SA 4.0,https://stackoverflow.com/questions/75473520/is-there-a-way-to-connect-to-microsoft-sql-server-with-apache-beam,Is there a way to connect to Microsoft SQL Server with Apache Beam?,,,75473735.0,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 11575817, 'reputation': 659, 'user_id': 8481155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b7d2a08cbe1c6b2436e71b019f32b51?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashok KS', 'link': 'https://stackoverflow.com/users/8481155/ashok-ks'}",True,153,1,0,1676541024,1676526725,,75468333,CC BY-SA 4.0,https://stackoverflow.com/questions/75468333/apache-beam-find-top-n-elements-python-sdk,Apache Beam Find Top N elements Python SDK,,,75470475.0,,,
"['google-cloud-platform', 'google-cloud-dataflow']","{'account_id': 428804, 'reputation': 474, 'user_id': 811359, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/3b644606300525997b26c33f52a92b2c?s=256&d=identicon&r=PG', 'display_name': 'ahalbert', 'link': 'https://stackoverflow.com/users/811359/ahalbert'}",True,28,1,2,1676517674,1676493146,1676517674.0,75465178,CC BY-SA 4.0,https://stackoverflow.com/questions/75465178/is-there-a-way-to-use-a-subnetwork-before-pipeline-starts,is there a way to use a subnetwork before pipeline starts?,,,75467446.0,,,
"['java', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 4782420, 'reputation': 1, 'user_id': 3863788, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58fa1fd8b7d5ead2449a0b01eca992a1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3863788', 'link': 'https://stackoverflow.com/users/3863788/user3863788'}",False,240,1,0,1676516888,1676438777,1676460320.0,75455778,CC BY-SA 4.0,https://stackoverflow.com/questions/75455778/apache-beam-gcp-dataflow-suggestion-implementation,Apache Beam GCP Dataflow Suggestion Implementation,,,,,,
"['java', 'google-cloud-platform', 'google-cloud-dataflow', 'google-bucket']","{'account_id': 1072602, 'reputation': 3788, 'user_id': 1071515, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/JC3EX.jpg?s=256&g=1', 'display_name': 'tomaytotomato', 'link': 'https://stackoverflow.com/users/1071515/tomaytotomato'}",True,108,1,0,1676370424,1676367237,,75445867,CC BY-SA 4.0,https://stackoverflow.com/questions/75445867/google-dataflow-trigger-from-google-bucket-upload,Google Dataflow trigger from Google bucket upload?,,,75446483.0,,,
"['cassandra', 'google-cloud-dataflow', 'apache-beam', 'apache-beam-io', 'beam']","{'account_id': 4589600, 'reputation': 2550, 'user_id': 3723311, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/VbRLd.jpg?s=256&g=1', 'display_name': 'Ragnar', 'link': 'https://stackoverflow.com/users/3723311/ragnar'}",True,163,1,0,1676342326,1676295194,,75436566,CC BY-SA 4.0,https://stackoverflow.com/questions/75436566/transform-pcollectionkv-to-custom-class,Transform PCollection&lt;KV&gt; to custom class,,,,,,
"['google-cloud-platform', 'google-cloud-dataflow']","{'account_id': 9108752, 'reputation': 19, 'user_id': 8398449, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-NbcESNaDNzo/AAAAAAAAAAI/AAAAAAAAEbM/MBnr5kerIWk/photo.jpg?sz=256', 'display_name': 'Pranav Harshe', 'link': 'https://stackoverflow.com/users/8398449/pranav-harshe'}",False,86,0,0,1676294716,1676294716,,75436482,CC BY-SA 4.0,https://stackoverflow.com/questions/75436482/how-to-reduce-system-lag-in-dataflow-job,How to reduce system lag in dataflow job,,,,,,
"['python', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 4782420, 'reputation': 1, 'user_id': 3863788, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58fa1fd8b7d5ead2449a0b01eca992a1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3863788', 'link': 'https://stackoverflow.com/users/3863788/user3863788'}",False,118,1,0,1676295395,1676292473,,75436094,CC BY-SA 4.0,https://stackoverflow.com/questions/75436094/how-do-i-create-a-template-to-read-mongo-connection-details-for-apache-beam-clou,How do I create a template to read mongo connection details for apache beam cloud dataflow,,,,,,
"['java', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 18270363, 'reputation': 1, 'user_id': 13301241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c48982d45978bb8442b1a9e99866c303?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ievgen Grozenok', 'link': 'https://stackoverflow.com/users/13301241/ievgen-grozenok'}",False,133,1,0,1676307270,1676289428,1676307270.0,75435574,CC BY-SA 4.0,https://stackoverflow.com/questions/75435574/change-the-log-level-of-package-class-in-gcp-dataflow,Change the log level of package/class in GCP Dataflow,,,,,,
"['google-cloud-platform', 'google-cloud-dataflow']","{'account_id': 9288552, 'reputation': 11, 'user_id': 6897620, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/d8ba5b18542e36fe7f9996912cac3f74?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'manoj', 'link': 'https://stackoverflow.com/users/6897620/manoj'}",True,282,2,0,1676302543,1676120216,1676121576.0,75420358,CC BY-SA 4.0,https://stackoverflow.com/questions/75420358/data-flow-pipeline-got-stuck,Data flow pipeline got stuck,,,,,,
"['google-cloud-dataflow', 'apache-beam', 'google-client']","{'account_id': 7421559, 'reputation': 80, 'user_id': 5645666, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pLLiVblD6lk/AAAAAAAAAAI/AAAAAAAAAus/Cb0P9YAjNSw/photo.jpg?sz=256', 'display_name': 'VIKAS ROY', 'link': 'https://stackoverflow.com/users/5645666/vikas-roy'}",True,98,1,0,1676471221,1676060280,1676471221.0,75415761,CC BY-SA 4.0,https://stackoverflow.com/questions/75415761/how-to-get-google-dataflow-running-jobs-in-java-using-client-library,How to get google dataflow running jobs in java using client library,,,75415799.0,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 24194302, 'reputation': 13, 'user_id': 18153105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a6cb7735ed8d0df92a329158e3e7264?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'somnath chouwdhury', 'link': 'https://stackoverflow.com/users/18153105/somnath-chouwdhury'}",False,253,1,1,1676369205,1676044702,,75413404,CC BY-SA 4.0,https://stackoverflow.com/questions/75413404/apache-beam-writetojdbc-java-lang-illegalargumentexception-unknown-coder-urn,Apache Beam WriteToJdbc : java.lang.IllegalArgumentException: Unknown Coder URN beam:coder:pickled_python:v1,,,,,,
"['python', 'python-3.x', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 11575817, 'reputation': 659, 'user_id': 8481155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b7d2a08cbe1c6b2436e71b019f32b51?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashok KS', 'link': 'https://stackoverflow.com/users/8481155/ashok-ks'}",True,228,1,0,1676368761,1676009051,,75407467,CC BY-SA 4.0,https://stackoverflow.com/questions/75407467/apache-beam-exit-pipeline-on-condition-python-sdk,Apache Beam exit pipeline on condition Python SDK,,,75409487.0,,,
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 13932630, 'reputation': 1, 'user_id': 10060484, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9wAF_7byfoU/AAAAAAAAAAI/AAAAAAAAAR4/I3acOvMCG58/photo.jpg?sz=256', 'display_name': 'Siddharth Jadhav', 'link': 'https://stackoverflow.com/users/10060484/siddharth-jadhav'}",False,63,0,0,1676021734,1675936961,1676021734.0,75396981,CC BY-SA 4.0,https://stackoverflow.com/questions/75396981/dynamic-side-input-for-a-streaming-pipeline-is-not-able-to-filter-data,Dynamic side input for a streaming pipeline is not able to filter data,,,,,,
"['powerbi', 'google-cloud-dataflow', 'webapi', 'web-content', 'onpremises-gateway']","{'account_id': 20239150, 'reputation': 3, 'user_id': 14843463, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggw5838s74sq5JNEF8pmxW2RQwrlV7zpOmSdKfR=k-s256', 'display_name': 'Sara NCIB', 'link': 'https://stackoverflow.com/users/14843463/sara-ncib'}",False,20,0,0,1675934726,1675934726,,75396550,CC BY-SA 4.0,https://stackoverflow.com/questions/75396550/how-to-connect-dataflow-with-webapi-using-dataflow-powerbi-service,how to connect dataflow with webAPI using Dataflow PowerBI Service,,,,,,
"['go', 'google-cloud-platform', 'google-cloud-functions', 'google-cloud-dataflow']","{'account_id': 11575817, 'reputation': 659, 'user_id': 8481155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b7d2a08cbe1c6b2436e71b019f32b51?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashok KS', 'link': 'https://stackoverflow.com/users/8481155/ashok-ks'}",True,131,1,1,1675904856,1675898955,,75392729,CC BY-SA 4.0,https://stackoverflow.com/questions/75392729/cloud-function-to-trigger-a-dataflow-job-in-go,Cloud Function to trigger a Dataflow job in Go,,,,,,
"['google-cloud-platform', 'google-bigquery', 'google-cloud-dataflow']","{'account_id': 5195780, 'reputation': 301, 'user_id': 4157146, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Sa6DC42uHrs/AAAAAAAAAAI/AAAAAAAAAMw/9QlYXckZnQU/photo.jpg?sz=256', 'display_name': 'Vaibhav Rathore', 'link': 'https://stackoverflow.com/users/4157146/vaibhav-rathore'}",True,227,1,3,1675865608,1675860674,,75386067,CC BY-SA 4.0,https://stackoverflow.com/questions/75386067/truncate-existing-bigquery-table-before-dataflow-job-runs,Truncate existing BigQuery table before DataFlow job runs,,,,,,
"['google-cloud-dataflow', 'apache-beam']","{'account_id': 86475, 'reputation': 1165, 'user_id': 240441, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/4db83100b23740a935969697fedeaa05?s=256&d=identicon&r=PG', 'display_name': 'Rich', 'link': 'https://stackoverflow.com/users/240441/rich'}",True,147,1,1,1675796970,1675789987,,75376780,CC BY-SA 4.0,https://stackoverflow.com/questions/75376780/how-to-provide-gcp-beam-dataflow-secrets-host-port-username-password-when-co,"How to provide GCP Beam/Dataflow secrets (host/port, username, password) when consumer does not expect a ValueProvider?",,,75377932.0,,,
"['python', 'sql', 'google-bigquery', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 17391271, 'reputation': 83, 'user_id': 12601746, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-h33T5gBAVto/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcqZdzUIhFgm1ycdV1NOdJ8MoHigg/photo.jpg?sz=256', 'display_name': 'Jh123', 'link': 'https://stackoverflow.com/users/12601746/jh123'}",True,136,1,0,1675802981,1675780297,1675783727.0,75374767,CC BY-SA 4.0,https://stackoverflow.com/questions/75374767/nested-structures-in-beam,Nested structures in beam,,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 22414770, 'reputation': 598, 'user_id': 16622985, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/D9Nqq.png?s=256&g=1', 'display_name': 'CaptainNabla', 'link': 'https://stackoverflow.com/users/16622985/captainnabla'}",True,85,1,1,1691136086,1675768239,,75372522,CC BY-SA 4.0,https://stackoverflow.com/questions/75372522/stateful-dofn-with-side-input-directrunner-issue,Stateful DoFn with Side Input - DirectRunner issue?,,,76834031.0,,,
"['google-cloud-platform', 'google-bigquery', 'google-cloud-dataflow']","{'account_id': 25965388, 'reputation': 119, 'user_id': 19681391, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucog7bNjXK7GAgAvV6IK-NeD_ojytAH108hnGBoa=k-s256', 'display_name': 'Pavel Trostianko', 'link': 'https://stackoverflow.com/users/19681391/pavel-trostianko'}",True,83,1,0,1675781801,1675766706,,75372248,CC BY-SA 4.0,https://stackoverflow.com/questions/75372248/maybe-someone-get-this-dataflow-bigquery-name-value-error,Maybe someone get this Dataflow BigQuery name value error?,,,75375112.0,,,
"['java', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 10329881, 'reputation': 29, 'user_id': 7620119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ab140a38419c45e4e966065be4273ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sudharsan', 'link': 'https://stackoverflow.com/users/7620119/sudharsan'}",True,161,1,0,1675782846,1675763356,1675766718.0,75371560,CC BY-SA 4.0,https://stackoverflow.com/questions/75371560/beam-create-file-with-key-name-and-write-values-from-it-to-file,Beam Create file with key name and write values from it to file,,,,,,
"['google-cloud-platform', 'google-cloud-dataflow', 'apache-beam', 'google-cloud-pubsub']","{'account_id': 2502050, 'reputation': 11, 'user_id': 4571139, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f64e596c6cd43ec82a8fe0039feda186?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user4571139', 'link': 'https://stackoverflow.com/users/4571139/user4571139'}",True,149,1,1,1675704878,1675700795,1675703393.0,75364002,CC BY-SA 4.0,https://stackoverflow.com/questions/75364002/join-pubsub-data-with-bigquery-data-and-then-save-result-into-bigquery-using-dat,Join PubSub data with BigQuery data and then save result into BigQuery using dataflow SDK in python,,,,,,
"['google-cloud-dataflow', 'apache-beam']","{'account_id': 10329881, 'reputation': 29, 'user_id': 7620119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ab140a38419c45e4e966065be4273ef?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sudharsan', 'link': 'https://stackoverflow.com/users/7620119/sudharsan'}",True,390,1,1,1675696211,1675675386,,75359414,CC BY-SA 4.0,https://stackoverflow.com/questions/75359414/iterate-keys-with-values-for-beam-pipeline,Iterate Keys with Values for Beam pipeline,,,,,,
"['go', 'google-cloud-dataflow', 'apache-beam', 'google-cloud-pubsub']","{'account_id': 11575817, 'reputation': 659, 'user_id': 8481155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b7d2a08cbe1c6b2436e71b019f32b51?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ashok KS', 'link': 'https://stackoverflow.com/users/8481155/ashok-ks'}",False,121,0,1,1675657433,1675657433,,75357319,CC BY-SA 4.0,https://stackoverflow.com/questions/75357319/error-in-apache-beam-read-from-bq-and-publish-to-pubsub-in-go,Error in Apache Beam Read from BQ and Publish to PubSub in Go,,,,,,
"['google-cloud-dataflow', 'gcloud', 'mql']","{'account_id': 4274497, 'reputation': 1, 'user_id': 4441434, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-aC1S2Bq6cCo/AAAAAAAAAAI/AAAAAAAACdk/FPgf650TF4g/photo.jpg?sz=256', 'display_name': 'Nana Quame', 'link': 'https://stackoverflow.com/users/4441434/nana-quame'}",False,32,0,0,1675657165,1675657165,,75357299,CC BY-SA 4.0,https://stackoverflow.com/questions/75357299/merging-multiple-metrics-for-dataflow-alert-configuration,Merging multiple metrics for Dataflow alert configuration,,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam', 'beam']","{'account_id': 14651604, 'reputation': 81, 'user_id': 10581481, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a2c20f52bd24dcea43e0995723c9ac6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sienki', 'link': 'https://stackoverflow.com/users/10581481/sienki'}",False,64,0,0,1675646901,1675646901,,75356638,CC BY-SA 4.0,https://stackoverflow.com/questions/75356638/how-to-change-window-trigger-after-generating-data-in-pardo-in-streaming-dataflo,How to change window trigger after generating data in ParDo in streaming dataflow job?,,,,,,
"['pipeline', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 5216100, 'reputation': 563, 'user_id': 4170988, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://lh3.googleusercontent.com/-AOOLG8v7KNM/AAAAAAAAAAI/AAAAAAAAIJA/BO3ac6ZxzyM/photo.jpg?sz=256', 'display_name': 'Frederick &#193;lvarez', 'link': 'https://stackoverflow.com/users/4170988/frederick-%c3%81lvarez'}",False,100,1,0,1675639951,1675622312,1675623782.0,75354623,CC BY-SA 4.0,https://stackoverflow.com/questions/75354623/why-this-combine-function-in-apache-beam-is-returning-an-increasing-records-with,Why this combine function in apache beam is returning an increasing records with the same key?,,,,,,
"['python', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 18036192, 'reputation': 3, 'user_id': 13109553, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-LqZPUE-PCR4/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nDS-MyFjKZtRRd5yjdOVJCQ1t4a8A/photo.jpg?sz=256', 'display_name': 'user13109553', 'link': 'https://stackoverflow.com/users/13109553/user13109553'}",True,159,1,-1,1675713354,1675539424,1675565511.0,75347843,CC BY-SA 4.0,https://stackoverflow.com/questions/75347843/dataflow-pipe-is-not-starting-after-defining-the-pipeline-options,Dataflow pipe is not starting after defining the pipeline options,,,75365972.0,,,
"['google-cloud-platform', 'google-bigquery', 'google-cloud-dataflow']","{'account_id': 27697451, 'reputation': 1, 'user_id': 21142832, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp64jkdg67UZUSptdKssLT3qKAh3VtmWhLmSHGsx=k-s256', 'display_name': 'Yeyi', 'link': 'https://stackoverflow.com/users/21142832/yeyi'}",False,48,0,0,1675454875,1675454875,,75340567,CC BY-SA 4.0,https://stackoverflow.com/questions/75340567/send-data-from-cloud-sql-mssql-to-bigquery-using-dataflow,Send data from Cloud sql MSSQL to Bigquery using dataflow,,,,,,
"['mongodb', 'google-bigquery', 'google-cloud-dataflow', 'change-data-capture']","{'account_id': 27695358, 'reputation': 11, 'user_id': 21141207, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp7Sb88OqYZfJnyThU5peGRZpqA08EzqCcJUpPCq=k-s256', 'display_name': 'Khusro Siddiqui', 'link': 'https://stackoverflow.com/users/21141207/khusro-siddiqui'}",False,365,1,1,1675485405,1675434450,,75337090,CC BY-SA 4.0,https://stackoverflow.com/questions/75337090/gcp-mongodb-to-bigquery-cdc-template-does-not-stream-read-data-from-mongodb-ch,GCP MongoDB to BigQuery CDC Template does not stream / read data from MongoDB change streams,,,,,,
