tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason
"['azure', 'azure-web-app-service', 'azure-data-factory', 'azure-logic-apps']","{'account_id': 9408210, 'reputation': 157, 'user_id': 9783254, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aa939ada9e0dd74014611be0a5ab728?s=256&d=identicon&r=PG', 'display_name': 'bigdata techie', 'link': 'https://stackoverflow.com/users/9783254/bigdata-techie'}",True,115,2,0,1684362982,1684326042,76272045,CC BY-SA 4.0,https://stackoverflow.com/questions/76272045/how-to-cancel-long-running-adf-pipelines-using-the-logic-app,How to cancel long running ADF pipelines using the logic app,1684326591.0,76276611.0,,,
"['azure', 'azure-devops', 'azure-pipelines', 'azure-data-factory']","{'account_id': 14313546, 'reputation': 4582, 'user_id': 10339036, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5722f939ef26c8cacc4253f472793f09?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'michasaucer', 'link': 'https://stackoverflow.com/users/10339036/michasaucer'}",True,158,1,1,1684331658,1684325622,76271988,CC BY-SA 4.0,https://stackoverflow.com/questions/76271988/get-concrete-task-version-in-azure-devops-pipeline,Get concrete task version in Azure DevOps pipeline,1684328691.0,76272436.0,,,
['azure-data-factory'],"{'account_id': 28504050, 'reputation': 1, 'user_id': 21814935, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxbEhl5aPMEEhKiHDzDrFW25UwY2Hrzr94KZq7HZ=k-s256', 'display_name': 'Daniel ', 'link': 'https://stackoverflow.com/users/21814935/daniel'}",False,195,1,0,1684326088,1684319255,76271111,CC BY-SA 4.0,https://stackoverflow.com/questions/76271111/enter-array-values-into-different-rows-of-a-column-in-adf-dataflow,Enter array values into different rows of a column in ADF Dataflow,1684319323.0,,,,
"['copy', 'mapping', 'azure-data-factory']","{'account_id': 14670412, 'reputation': 11, 'user_id': 10595032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-scYyVEI6mHo/AAAAAAAAAAI/AAAAAAAAAE8/Z-eN5HQc9VA/photo.jpg?sz=256', 'display_name': 'On Sun', 'link': 'https://stackoverflow.com/users/10595032/on-sun'}",False,91,1,0,1685483632,1684315208,76270477,CC BY-SA 4.0,https://stackoverflow.com/questions/76270477/copy-activity-excel-ordinary-mapping-issue-with-range,Copy activity - Excel ordinary mapping issue with Range,,,,,
"['azure', 'azure-data-factory']","{'account_id': 1629190, 'reputation': 1158, 'user_id': 1504096, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/0cf338f7949b2089e0b2f2df5ef1bed5?s=256&d=identicon&r=PG', 'display_name': 'Prawin', 'link': 'https://stackoverflow.com/users/1504096/prawin'}",True,298,1,0,1684320589,1684265770,76266515,CC BY-SA 4.0,https://stackoverflow.com/questions/76266515/azure-data-factory-remove-last-empty-row,Azure Data Factory - Remove Last Empty Row,1684303298.0,76271277.0,,,
"['azure-data-factory', 'pipeline', 'filenames']","{'account_id': 2183775, 'reputation': 13, 'user_id': 1932675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a37c07871215de9002117e608315b17?s=256&d=identicon&r=PG', 'display_name': 'user1932675', 'link': 'https://stackoverflow.com/users/1932675/user1932675'}",True,87,1,1,1684298322,1684253296,76265117,CC BY-SA 4.0,https://stackoverflow.com/questions/76265117/wildcard-and-dynamic-filename-on-datafactory-read-file,wildcard and dynamic filename on datafactory read file,,76268602.0,,,
"['azure', 'logging', 'azure-data-factory', 'pipeline', 'azure-data-lake-gen2']","{'account_id': 28610674, 'reputation': 11, 'user_id': 21905702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c245337487319484a939b7c5336d8484?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Aditya Raj', 'link': 'https://stackoverflow.com/users/21905702/aditya-raj'}",False,154,1,0,1684305477,1684224212,76260643,CC BY-SA 4.0,https://stackoverflow.com/questions/76260643/saving-log-of-each-activity-in-adf-pipeline-to-adls,Saving log of each Activity in ADF pipeline to ADLS,1684305477.0,,,,
"['azure', 'azure-data-factory', 'data-engineering']","{'account_id': 28609869, 'reputation': 3, 'user_id': 21905026, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxb0reidyGFXsgxJu4sXRZYRFWtgfHmZKBPAi4GiVQ=k-s256', 'display_name': 'Prasenjit Patnaik', 'link': 'https://stackoverflow.com/users/21905026/prasenjit-patnaik'}",True,82,1,0,1684227378,1684214683,76259604,CC BY-SA 4.0,https://stackoverflow.com/questions/76259604/how-to-copy-foldersfiles-as-per-the-folder-names-passed-as-parameter-in-azure-d,How to copy folders+files as per the folder names passed as parameter in Azure data factory,,76261102.0,,,
"['azure', 'azure-sql-database', 'azure-data-factory']","{'account_id': 26916215, 'reputation': 121, 'user_id': 20490950, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2FzqEc8f0Cxr0TQeTcatLlR71ZN6WDdXRfpBCslQ=k-s256', 'display_name': 'AzSurya Teja', 'link': 'https://stackoverflow.com/users/20490950/azsurya-teja'}",True,71,1,0,1684406767,1684181236,76257627,CC BY-SA 4.0,https://stackoverflow.com/questions/76257627/getting-nulls-when-exporting-datetime-column-to-sql-server-in-azure-data-flow,Getting NULLs when exporting datetime column to SQL Server in Azure data flow,1684182371.0,76269449.0,,,
['azure-data-factory'],"{'account_id': 12615166, 'reputation': 1, 'user_id': 9172890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c43c1dfb649b774c7e68e4a383411765?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'sneha surendranathan nair', 'link': 'https://stackoverflow.com/users/9172890/sneha-surendranathan-nair'}",True,57,1,0,1684149679,1684075511,76248068,CC BY-SA 4.0,https://stackoverflow.com/questions/76248068/azure-adf-timeout-option-for-if-condition-step,Azure ADF timeout option for IF condition step,,,,,
"['azure', 'azure-sql-database', 'azure-data-factory']","{'account_id': 9243841, 'reputation': 1, 'user_id': 6866359, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-e0QDsGEhuFA/AAAAAAAAAAI/AAAAAAAAAOU/g2BY7zhB5RE/photo.jpg?sz=256', 'display_name': 'sneha nair', 'link': 'https://stackoverflow.com/users/6866359/sneha-nair'}",True,61,1,0,1684060920,1684060263,76246985,CC BY-SA 4.0,https://stackoverflow.com/questions/76246985/azure-sql-connection-through-adf-having-transient-failure,Azure SQL Connection through ADF having transient failure,,,,,
"['rest', 'pagination', 'azure-data-factory']","{'account_id': 9422312, 'reputation': 85, 'user_id': 7008381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f474b41af8d36c3127bc714fde420a21?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Anouar', 'link': 'https://stackoverflow.com/users/7008381/anouar'}",True,179,1,0,1684133947,1684001781,76244261,CC BY-SA 4.0,https://stackoverflow.com/questions/76244261/how-to-use-api-offset-pagination-in-azure-copy-activity-to-dynamically-stop-when,How to use API offset pagination in Azure COPY ACTIVITY to dynamically stop when the last page has been processed,,76251563.0,,,
"['azure', 'azure-data-factory']","{'account_id': 2927093, 'reputation': 37, 'user_id': 2508180, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/93c8a8a0d4892fbbf68ca29016efa984?s=256&d=identicon&r=PG', 'display_name': 'Pathrudu', 'link': 'https://stackoverflow.com/users/2508180/pathrudu'}",True,68,1,0,1684122976,1683999434,76244108,CC BY-SA 4.0,https://stackoverflow.com/questions/76244108/need-to-generate-json-file-in-azure-data-factory-with-dynamic-key,Need to generate JSON file in Azure Data Factory with dynamic Key,1684000107.0,76250797.0,,,
"['git', 'azure-devops', 'azure-data-factory']","{'account_id': 3865823, 'reputation': 962, 'user_id': 3202399, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/Vwd26.jpg?s=256&g=1', 'display_name': 'Indrid', 'link': 'https://stackoverflow.com/users/3202399/indrid'}",True,213,1,0,1683979556,1683968863,76241926,CC BY-SA 4.0,https://stackoverflow.com/questions/76241926/azure-data-factory-git-merge-main-into-feature,Azure Data Factory Git Merge Main into Feature,,76242636.0,,,
"['json', 'azure', 'azure-data-factory', 'transform']","{'account_id': 4901733, 'reputation': 300, 'user_id': 3949717, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/559462c8c1c6671b0a190d5be981ab7e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'kaamodt', 'link': 'https://stackoverflow.com/users/3949717/kaamodt'}",True,141,1,0,1684143637,1683927194,76240056,CC BY-SA 4.0,https://stackoverflow.com/questions/76240056/flattening-a-nested-json-object-in-azure-data-factory-with-dynamic-schema,Flattening a nested JSON object in Azure Data Factory with dynamic schema,,,,,
"['excel', 'mapping', 'azure-data-factory']","{'account_id': 14670412, 'reputation': 11, 'user_id': 10595032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-scYyVEI6mHo/AAAAAAAAAAI/AAAAAAAAAE8/Z-eN5HQc9VA/photo.jpg?sz=256', 'display_name': 'On Sun', 'link': 'https://stackoverflow.com/users/10595032/on-sun'}",False,235,1,1,1692066620,1683895242,76236422,CC BY-SA 4.0,https://stackoverflow.com/questions/76236422/copy-data-activity-sudden-behavior-change,Copy Data Activity - sudden behavior change,1684307467.0,,,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 28566320, 'reputation': 11, 'user_id': 21869154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/170658a06526e794ec7051a4d594c09f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'MahiC98', 'link': 'https://stackoverflow.com/users/21869154/mahic98'}",False,60,1,0,1683891897,1683888160,76235498,CC BY-SA 4.0,https://stackoverflow.com/questions/76235498/reverse-engineering-a-foreach-block-in-a-pipeline-where-are-variables-stored,"Reverse engineering a ForEach block in a pipeline, where are variables stored?",,,,,
"['azure', 'azure-data-factory', 'azure-bicep']","{'account_id': 16897929, 'reputation': 3, 'user_id': 12220050, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCwWmt8Z51KXnZv5bEx3_qoymPlfV8anElUQmmO=k-s256', 'display_name': 'ProgH', 'link': 'https://stackoverflow.com/users/12220050/progh'}",True,292,3,0,1684173704,1683885542,76235161,CC BY-SA 4.0,https://stackoverflow.com/questions/76235161/missing-parameter-definition-when-deploying-adf-with-bicep,Missing parameter definition when deploying adf with bicep,,76256824.0,,,
['azure-data-factory'],"{'account_id': 5583499, 'reputation': 1, 'user_id': 4424688, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/bc1e3c68832e2efe19dcffd105927d3e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'MacLiamor', 'link': 'https://stackoverflow.com/users/4424688/macliamor'}",False,38,1,0,1683918274,1683880471,76234522,CC BY-SA 4.0,https://stackoverflow.com/questions/76234522/in-azure-data-factory-how-to-alter-the-name-of-the-copied-file,"In Azure Data Factory, how to alter the name of the copied file",,,,,
"['c#', 'https', 'azure-functions', 'azure-blob-storage', 'azure-data-factory']","{'account_id': 28586310, 'reputation': 1, 'user_id': 21886450, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxZqNcPnG0eEjFYCgp9QfS3g_3PZkP7FbBLPBV0A=k-s256', 'display_name': '姚宇澤', 'link': 'https://stackoverflow.com/users/21886450/%e5%a7%9a%e5%ae%87%e6%be%a4'}",False,87,1,0,1683889359,1683873520,76233712,CC BY-SA 4.0,https://stackoverflow.com/questions/76233712/internalservererror-when-i-use-azure-function-to-get-metadata-in-azure-data-fact,InternalServerError when I use Azure function to get Metadata in Azure data factory,1683874923.0,,,,
"['azure-active-directory', 'azure-functions', 'azure-data-factory']","{'account_id': 17467620, 'reputation': 49, 'user_id': 12664066, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCNDE-h2BcU3Y23SLN77EoAUXu5Exp-7KPTAcD7rw=k-s256', 'display_name': 'Hemant Sudehely', 'link': 'https://stackoverflow.com/users/12664066/hemant-sudehely'}",False,127,2,0,1684417029,1683844634,76232031,CC BY-SA 4.0,https://stackoverflow.com/questions/76232031/how-to-get-azure-portal-login-name-in-azure-data-factory-pipeline-stored-procedu,How to get azure portal login name in Azure data factory pipeline stored procedure activity,,,,,
"['authentication', 'web', 'azure-data-factory', 'azure-table-storage']","{'account_id': 28580607, 'reputation': 1, 'user_id': 21881618, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxYA3W2wjz8BqrbIYqnccpyOVnSgk7HZzKy5OY0k=k-s256', 'display_name': 'BS12', 'link': 'https://stackoverflow.com/users/21881618/bs12'}",False,143,1,0,1683916468,1683814391,76228616,CC BY-SA 4.0,https://stackoverflow.com/questions/76228616/insert-entity-in-azure-table-storage-using-web-activity-adf-authentication-issu,Insert Entity in Azure table storage using Web Activity ADF- Authentication Issue,1683916468.0,,,,
"['azure-data-factory', 'azure-synapse']","{'account_id': 28566320, 'reputation': 11, 'user_id': 21869154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/170658a06526e794ec7051a4d594c09f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'MahiC98', 'link': 'https://stackoverflow.com/users/21869154/mahic98'}",False,362,1,0,1687848782,1683812767,76228338,CC BY-SA 4.0,https://stackoverflow.com/questions/76228338/using-a-synapse-notebook-how-to-use-the-exit-value-in-calling-an-api,"Using a Synapse Notebook, how to use the exit value in calling an api?",1687848782.0,,,,
"['azure-devops', 'arm', 'azure-data-factory', 'identity', 'managed']","{'account_id': 24405825, 'reputation': 95, 'user_id': 18334032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwZSonETswfgmttArdV_bo4PUDDL5WFZ9FUqb5l=k-s256', 'display_name': 'xmfr3452', 'link': 'https://stackoverflow.com/users/18334032/xmfr3452'}",False,129,0,0,1683799979,1683799979,76226503,CC BY-SA 4.0,https://stackoverflow.com/questions/76226503/user-assigned-managed-identity-with-credentials-deployment-in-data-factory,User assigned Managed identity with Credentials Deployment in Data Factory,,,,,
"['dynamic', 'azure-data-factory', 'jsonschema', 'json-flattener', 'unroll']","{'account_id': 20066765, 'reputation': 3, 'user_id': 14712327, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vv0MT.jpg?s=256&g=1', 'display_name': 'Hoop', 'link': 'https://stackoverflow.com/users/14712327/hoop'}",True,179,1,0,1684330322,1683797631,76226168,CC BY-SA 4.0,https://stackoverflow.com/questions/76226168/can-the-flatten-activity-in-adf-data-flow-handle-dynamic-unroll-by,Can the Flatten activity in ADF data flow handle dynamic unroll by,1684330322.0,76252379.0,,,
"['snowflake-cloud-data-platform', 'azure-data-factory']","{'account_id': 26589580, 'reputation': 11, 'user_id': 20213011, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1d9ywnqHOKfNh-_smSf6aPnojRDhc_GQYIM4w3=k-s256', 'display_name': 'Divya Pardeshi', 'link': 'https://stackoverflow.com/users/20213011/divya-pardeshi'}",False,135,1,0,1683805669,1683793708,76225593,CC BY-SA 4.0,https://stackoverflow.com/questions/76225593/pass-multiple-valuescoming-from-lookup-activity-in-an-argument-to-call-stored,Pass multiple values(coming from lookup activity) in an argument to call stored procedure in script activity,,,,,
"['azure', 'azure-data-factory', 'google-cloud-dataflow']","{'account_id': 28575998, 'reputation': 3, 'user_id': 21877597, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxYFdXrbYqeFv6PA35OWIBOd8vdNBVz5yauhXsdb=k-s256', 'display_name': 'Pankaj Prabhakar', 'link': 'https://stackoverflow.com/users/21877597/pankaj-prabhakar'}",True,101,1,0,1683793237,1683783888,76224456,CC BY-SA 4.0,https://stackoverflow.com/questions/76224456/convert-column-to-json-object-of-another-column-in-azure-dataflow,Convert Column to JSON object of Another column in Azure Dataflow,,76225518.0,,,
"['sql', 'sql-server', 'azure', 'azure-data-factory']","{'account_id': 2042262, 'reputation': 1, 'user_id': 1823133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22af9eaa98bdc84cf3871da0e03c6014?s=256&d=identicon&r=PG', 'display_name': 'user1823133', 'link': 'https://stackoverflow.com/users/1823133/user1823133'}",False,101,3,0,1683816730,1683780211,76224218,CC BY-SA 4.0,https://stackoverflow.com/questions/76224218/new-column-is-added-in-source-table-how-to-replicate-in-target-table,"New column is added in source table, how to replicate in target table",,,,,
"['azure', 'azure-data-factory']","{'account_id': 17600816, 'reputation': 3, 'user_id': 12770853, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-OTQrNfLRW48/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rddEBfBkQTb4Z8kbdjVd1foKcsOZA/photo.jpg?sz=256', 'display_name': 'Jason Lo', 'link': 'https://stackoverflow.com/users/12770853/jason-lo'}",True,62,1,0,1683775119,1683755263,76222765,CC BY-SA 4.0,https://stackoverflow.com/questions/76222765/how-to-delete-ingested-data-when-azure-data-factory-pipeline-run-is-cancelled,How to delete ingested data when azure data factory pipeline run is cancelled?,,76223932.0,,,
"['oracle', 'azure', 'optimization', 'azure-data-factory']","{'account_id': 4160968, 'reputation': 447, 'user_id': 3411091, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/834435b5ca7963f7cf837bed9ff783c2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ZeroCool', 'link': 'https://stackoverflow.com/users/3411091/zerocool'}",True,144,1,0,1683908911,1683739613,76221133,CC BY-SA 4.0,https://stackoverflow.com/questions/76221133/azure-data-factory-lookup-activity-query-error-the-operation-has-timed-out,Azure Data Factory Lookup Activity Query Error The Operation Has Timed Out,,76238308.0,,,
"['azure-data-factory', 'cluster-computing', 'azure-databricks']","{'account_id': 16067738, 'reputation': 21, 'user_id': 11596926, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-iO3UtZ8DGPY/AAAAAAAAAAI/AAAAAAAAAys/DNFVq4e3Gqg/photo.jpg?sz=256', 'display_name': 'Ancil Pa', 'link': 'https://stackoverflow.com/users/11596926/ancil-pa'}",True,597,2,1,1683793338,1683732423,76220211,CC BY-SA 4.0,https://stackoverflow.com/questions/76220211/create-new-databricks-cluster-from-adf-linked-service-with-initscripts-from-abfs,Create new databricks cluster from ADF linked service with InitScripts from abfss (azure blob ),,,,,
"['azure', 'azure-data-factory', 'azure-resource-graph']","{'account_id': 25538663, 'reputation': 135, 'user_id': 19325203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxj7e02M-a3lRECfYqMiqImAUzpAyWn4D6mU3V6=k-s256', 'display_name': 'coding', 'link': 'https://stackoverflow.com/users/19325203/coding'}",True,281,1,0,1683740856,1683730188,76219845,CC BY-SA 4.0,https://stackoverflow.com/questions/76219845/azure-resource-graph-api-get-resources-table-via-data-factory,Azure Resource Graph API - Get Resources table via Data Factory,1683730557.0,76221291.0,,,
"['c#', 'azure-functions', 'azure-data-factory', 'dotnetzip']","{'account_id': 10143476, 'reputation': 19, 'user_id': 21195835, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ALq_BhyYyoA/AAAAAAAAAAI/AAAAAAAAk5E/dSm1qXuHei4/photo.jpg?sz=256', 'display_name': 'Adonis Villanueva', 'link': 'https://stackoverflow.com/users/21195835/adonis-villanueva'}",True,101,1,1,1684829275,1683723669,76218736,CC BY-SA 4.0,https://stackoverflow.com/questions/76218736/dotnetzip-passwords-not-working-or-incorrect,DotNetZip Passwords Not Working or Incorrect,1683723777.0,,,,
"['azure-data-factory', 'odata']","{'account_id': 22396845, 'reputation': 25, 'user_id': 16607982, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgQ_AQFDCCIirzBD80-GRf4BQveA_SO8fAp-5uUFQ=k-s256', 'display_name': 'Aniruddhya Dutta', 'link': 'https://stackoverflow.com/users/16607982/aniruddhya-dutta'}",False,55,0,0,1683718932,1683718932,76217968,CC BY-SA 4.0,https://stackoverflow.com/questions/76217968/odata-connector-to-hit-an-endpoint-failing-intermittently-even-for-small-dataset,OData connector to hit an endpoint failing intermittently even for small dataset,,,,,
"['azure', 'azure-data-factory']","{'account_id': 27262810, 'reputation': 35, 'user_id': 20785393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b958ae990ebbbee0f70dce41582f954d?s=256&d=identicon&r=PG', 'display_name': 'Debashis ', 'link': 'https://stackoverflow.com/users/20785393/debashis'}",True,52,1,0,1683716285,1683715990,76217539,CC BY-SA 4.0,https://stackoverflow.com/questions/76217539/how-to-join-3-columns-and-make-it-as-a-single-column-in-azure-data-factory,How to join 3 columns and make it as a single column in azure data factory,,76217590.0,,,
['azure-data-factory'],"{'account_id': 3434968, 'reputation': 273, 'user_id': 2878290, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/ccc8b44c9f0b68d5ed43981f31cfaae6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Developer KE', 'link': 'https://stackoverflow.com/users/2878290/developer-ke'}",False,179,2,0,1683778193,1683714239,76217292,CC BY-SA 4.0,https://stackoverflow.com/questions/76217292/azure-datafactory-expression-of-if-condition-activity-with-multiple-check,Azure Datafactory Expression of If Condition activity with multiple check,,,,,
"['azure', 'azure-data-factory']","{'account_id': 27663638, 'reputation': 5, 'user_id': 21115894, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AEdFTp68fbaN90kuyMnlV2GaU5-ou-4qe64m8SV2_A5z=k-s256', 'display_name': 'Mikey', 'link': 'https://stackoverflow.com/users/21115894/mikey'}",True,83,2,0,1683720397,1683709997,76216719,CC BY-SA 4.0,https://stackoverflow.com/questions/76216719/how-can-i-copy-files-from-an-input-container-to-an-output-container-using-below,How can I copy files from an input container to an output container using below logic with Azure data factory,1683710148.0,76218218.0,,,
"['azure', 'azure-data-factory', 'azure-bicep']","{'account_id': 987242, 'reputation': 617, 'user_id': 1005448, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/c3dcd7871825801a9310f3e9a87bef64?s=256&d=identicon&r=PG', 'display_name': 'user1005448', 'link': 'https://stackoverflow.com/users/1005448/user1005448'}",False,174,1,0,1683710811,1683709373,76216641,CC BY-SA 4.0,https://stackoverflow.com/questions/76216641/addig-global-parameters-to-data-factory-using-bicep,Addig global parameters to Data factory using bicep,1683710239.0,,,,
"['azure', 'azure-data-factory']","{'account_id': 28565978, 'reputation': 3, 'user_id': 21868854, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/383c553a0e5eca1e9961f9b2625fce9b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Morris', 'link': 'https://stackoverflow.com/users/21868854/morris'}",True,149,1,0,1683712416,1683707211,76216354,CC BY-SA 4.0,https://stackoverflow.com/questions/76216354/how-to-check-if-the-value-of-the-column-is-in-array-list-azure-data-factory,How to check if the value of the column is in array list- Azure data factory?,,76217042.0,,,
"['azure', 'pyspark', 'azure-data-factory', 'azure-databricks', 'azure-logic-apps']","{'account_id': 28565135, 'reputation': 11, 'user_id': 21868117, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0ed022cbba2a139a60c7b3f0d0874bd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sahana T S', 'link': 'https://stackoverflow.com/users/21868117/sahana-t-s'}",False,174,1,0,1684223781,1683702271,76215731,CC BY-SA 4.0,https://stackoverflow.com/questions/76215731/my-logic-app-isnt-delivering-emails-after-my-adf-pipeline-failed,My logic app isn&#39;t delivering emails after my adf pipeline failed,,,,,
"['azure', 'azure-data-factory', 'dataflowtask']","{'account_id': 11376470, 'reputation': 367, 'user_id': 8340633, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1t_jAViHqD4/AAAAAAAAAAI/AAAAAAAAABw/EH29G5zJzUE/photo.jpg?sz=256', 'display_name': 'Dmitriy Ryabin', 'link': 'https://stackoverflow.com/users/8340633/dmitriy-ryabin'}",False,181,1,0,1683713633,1683647798,76211287,CC BY-SA 4.0,https://stackoverflow.com/questions/76211287/azure-data-factory-data-flow-external-call-specify-response-body-schema,Azure data factory - Data flow External call - specify response body schema,,,,,
['azure-data-factory'],"{'account_id': 28504050, 'reputation': 1, 'user_id': 21814935, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AGNmyxbEhl5aPMEEhKiHDzDrFW25UwY2Hrzr94KZq7HZ=k-s256', 'display_name': 'Daniel ', 'link': 'https://stackoverflow.com/users/21814935/daniel'}",False,110,1,0,1683709073,1683633795,76209127,CC BY-SA 4.0,https://stackoverflow.com/questions/76209127/how-can-i-get-data-from-a-column-in-an-adf-pipeline,How can I get data from a column in an ADF pipeline?,,,,,
['azure-data-factory'],"{'account_id': 17199295, 'reputation': 442, 'user_id': 12451380, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b1c6534ba5e279bc92102686c596376?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'SriramN', 'link': 'https://stackoverflow.com/users/12451380/sriramn'}",False,138,1,0,1683647562,1683630859,76208712,CC BY-SA 4.0,https://stackoverflow.com/questions/76208712/azure-data-factory-add-timeout-to-sftp-linked-service,Azure Data Factory : Add timeout to Sftp Linked Service,,,,,
['azure-data-factory'],"{'account_id': 24258807, 'reputation': 31, 'user_id': 18208708, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db288dab7e2901d16aaceba354bdfc0a?s=256&d=identicon&r=PG', 'display_name': 'shanucnu8888', 'link': 'https://stackoverflow.com/users/18208708/shanucnu8888'}",False,66,1,1,1683648525,1683620140,76207207,CC BY-SA 4.0,https://stackoverflow.com/questions/76207207/one-trigger-should-trigger-a-pipeline-multiple-times-with-different-values-by-fi,One trigger should trigger a pipeline Multiple times with different values by filtering data available in config,1683621273.0,,,,
"['azure-data-factory', 'azure-rm-template']","{'account_id': 14343154, 'reputation': 225, 'user_id': 10360768, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-4osGus0uqtM/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaOa1lJS-rvJCfZAoD7RWrwjyOpEQQ/mo/photo.jpg?sz=256', 'display_name': 'user10360768', 'link': 'https://stackoverflow.com/users/10360768/user10360768'}",False,49,0,0,1683768766,1683608815,76206010,CC BY-SA 4.0,https://stackoverflow.com/questions/76206010/resource-iteration-in-adf-arm-templates-for-datalakeanalyticsscope,Resource iteration in ADF ARM templates for DataLakeAnalyticsScope,1683768766.0,,,,
"['azure-data-factory', 'delta-lake']","{'account_id': 4503352, 'reputation': 524, 'user_id': 3661384, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6be33642999161eebbe3b4b50cad3883?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3661384', 'link': 'https://stackoverflow.com/users/3661384/user3661384'}",True,180,1,0,1683635584,1683598584,76205440,CC BY-SA 4.0,https://stackoverflow.com/questions/76205440/data-factory-does-not-copy-all-rows-to-sink-destination-in-delta-lake,Data Factory does not copy all rows to SINK destination in DELTA LAKE,,76209409.0,,,
