tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
"['azure', 'azure-data-lake', 'u-sql']","{'account_id': 8342316, 'reputation': 1363, 'user_id': 6267265, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/a7c9fd1a3c08c8416c1b2c8fbd89a565?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Arun S', 'link': 'https://stackoverflow.com/users/6267265/arun-s'}",True,67,1,0,1534276113,1534268022,51846925,CC BY-SA 4.0,https://stackoverflow.com/questions/51846925/u-sql-create-table-statement-failing,U-Sql Create table statement failing,,1534276017.0,,,
"['powershell', 'azure-data-lake', 'azure-data-factory']","{'account_id': 121574, 'reputation': 11120, 'user_id': 314763, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/db002080f00cbefff2797d18a7dca91a?s=256&d=identicon&r=PG', 'display_name': 'frictionlesspulley', 'link': 'https://stackoverflow.com/users/314763/frictionlesspulley'}",False,1026,1,2,1534346165,1534260575,51844954,CC BY-SA 4.0,https://stackoverflow.com/questions/51844954/hash-of-file-on-azure-data-lake-store,Hash of File on Azure Data Lake Store,,1534346165.0,,,
"['sql', 'azure-sql-database', 'azure-data-lake', 'u-sql']","{'account_id': 8480673, 'reputation': 381, 'user_id': 6360474, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/7b990aade1ad7ff83d710d9645996356?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ben', 'link': 'https://stackoverflow.com/users/6360474/ben'}",False,255,1,2,1534248819,1534173906,51825717,CC BY-SA 4.0,https://stackoverflow.com/questions/51825717/u-sql-job-to-query-multiple-tables-with-dynamic-names,U-SQL job to query multiple tables with dynamic names,,1534239259.0,,,
"['azure', 'azure-data-lake']","{'account_id': 12336371, 'reputation': 768, 'user_id': 9000928, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AESLV.jpg?s=256&g=1', 'display_name': 'Shehan Weerasooriya', 'link': 'https://stackoverflow.com/users/9000928/shehan-weerasooriya'}",True,36692,7,21,1695018556,1533890781,51782502,CC BY-SA 4.0,https://stackoverflow.com/questions/51782502/azure-data-lake-gen-1-vs-gen-2,Azure Data Lake Gen 1 vs Gen 2,,1534845899.0,,,
"['sql-server', 'ssis', 'compression', 'etl', 'azure-data-lake']","{'account_id': 10952277, 'reputation': 15, 'user_id': 8048286, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6373c4f5a42eb8358582f54c6e31be4f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Pinkybloo', 'link': 'https://stackoverflow.com/users/8048286/pinkybloo'}",False,688,1,1,1533854080,1533807223,51763535,CC BY-SA 4.0,https://stackoverflow.com/questions/51763535/how-to-compress-a-file-using-ssis-that-then-goes-to-azure-data-lake-without-exp,How to compress a file using SSIS that then goes to Azure data lake (without exporting flat files first),,,,,
"['java', 'azure', 'azure-storage', 'azure-data-lake']","{'account_id': 9632800, 'reputation': 225, 'user_id': 7150024, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c9db851daace074961c146273cf4942?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Svg_af', 'link': 'https://stackoverflow.com/users/7150024/svg-af'}",True,845,1,1,1565451051,1533633734,51723244,CC BY-SA 4.0,https://stackoverflow.com/questions/51723244/accesscontrolexception-while-trying-to-create-a-directory-on-azure,AccessControlException while trying to create a directory on Azure,,1533644728.0,,,
"['azure', 'azure-data-lake', 'databricks']","{'account_id': 4875465, 'reputation': 155, 'user_id': 3930727, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/107b055a0c7fb1d6c35572299b5d327f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'FelipePerezR', 'link': 'https://stackoverflow.com/users/3930727/felipeperezr'}",True,10194,1,2,1541954225,1533302685,51673712,CC BY-SA 4.0,https://stackoverflow.com/questions/51673712/write-dataframe-from-databricks-to-data-lake,Write DataFrame from Databricks to Data Lake,,1533307085.0,,,
"['azure-data-lake', 'u-sql']","{'account_id': 14073139, 'reputation': 1, 'user_id': 10166157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adace09cd4ec24c1f1a4ffde605422fb?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'JuanDoe', 'link': 'https://stackoverflow.com/users/10166157/juandoe'}",False,47,1,0,1533589417,1533131791,51635181,CC BY-SA 4.0,https://stackoverflow.com/questions/51635181/usql-maximum-request-length-exceeded,uSQL Maximum Request Length Exceeded,,,,,
"['scala', 'apache-spark', 'apache-spark-sql', 'azure-data-lake', 'databricks']","{'account_id': 10926889, 'reputation': 377, 'user_id': 8031350, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OiCkl.png?s=256&g=1', 'display_name': 'Vijay Kumar Sharma', 'link': 'https://stackoverflow.com/users/8031350/vijay-kumar-sharma'}",True,11231,1,2,1568311309,1533111910,51628611,CC BY-SA 4.0,https://stackoverflow.com/questions/51628611/to-get-the-list-of-filename-stored-in-azure-data-lake-through-scala,To get the list of filename stored in azure data lake through scala,51692907.0,1533118837.0,,,
"['azure', 'ssis', 'azure-data-lake', 'msbi']","{'account_id': 14070446, 'reputation': 1, 'user_id': 10164069, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-MlKlkCpOLm4/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7q4amBj9jQsIwil0hrYw1bsvkGmrg/mo/photo.jpg?sz=256', 'display_name': 'Rahul Jain', 'link': 'https://stackoverflow.com/users/10164069/rahul-jain'}",False,115,1,0,1533118672,1533111065,51628379,CC BY-SA 4.0,https://stackoverflow.com/questions/51628379/azure-data-lake-with-ssis-data-filtering,Azure Data lake with SSIS Data Filtering,,,,,
"['azure', 'azure-data-lake', 'u-sql']","{'account_id': 13280848, 'reputation': 93, 'user_id': 9588507, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6723f32ee52d0721b59562f5e26ad2ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jobi', 'link': 'https://stackoverflow.com/users/9588507/jobi'}",True,511,1,0,1533070296,1532979317,51601105,CC BY-SA 4.0,https://stackoverflow.com/questions/51601105/removing-empty-lines-in-a-string-using-u-sql,Removing empty lines in a string using U-SQL,51621884.0,,,,
"['azure', 'azure-data-lake', 'u-sql', 'azure-stream-analytics']","{'account_id': 2353205, 'reputation': 42854, 'user_id': 2061604, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/rHVf5.jpg?s=256&g=1', 'display_name': 'Andrei', 'link': 'https://stackoverflow.com/users/2061604/andrei'}",True,150,1,0,1532642607,1532534248,51523207,CC BY-SA 4.0,https://stackoverflow.com/questions/51523207/u-sql-get-file-paths-from-pattern,U-SQL get file paths from pattern,,,,,
"['azure', 'azure-data-factory', 'azure-data-lake', 'u-sql', 'azure-stream-analytics']","{'account_id': 2353205, 'reputation': 42854, 'user_id': 2061604, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/rHVf5.jpg?s=256&g=1', 'display_name': 'Andrei', 'link': 'https://stackoverflow.com/users/2061604/andrei'}",True,508,2,0,1533072174,1532532545,51522697,CC BY-SA 4.0,https://stackoverflow.com/questions/51522697/u-sql-azure-data-lake-analytics-search-files-by-date,U-SQL Azure Data Lake Analytics search files by date,,1532532920.0,,,
"['azure', 'azure-data-lake', 'u-sql']","{'account_id': 13474714, 'reputation': 297, 'user_id': 9722089, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bbc26c4fbc8baff5f2a1cadf6fd1d3e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Royale_w_cheese', 'link': 'https://stackoverflow.com/users/9722089/royale-w-cheese'}",True,1167,1,3,1532616201,1532353537,51480347,CC BY-SA 4.0,https://stackoverflow.com/questions/51480347/using-u-sql-to-eliminate-duplicate-and-null-values-in-one-specific-column-while,Using U-SQL to eliminate duplicate and null values in one specific column while keeping a 2nd column properly aligned,51487998.0,1532616201.0,,,
"['azure', 'azure-data-lake', 'databricks']","{'account_id': 1901901, 'reputation': 11, 'user_id': 1717589, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AjNkR.png?s=256&g=1', 'display_name': 'Ben Savage', 'link': 'https://stackoverflow.com/users/1717589/ben-savage'}",False,492,1,1,1535037787,1532337900,51475472,CC BY-SA 4.0,https://stackoverflow.com/questions/51475472/create-new-table-from-dbfs-mount-to-azure-data-lake,Create New Table from DBFS mount to Azure Data Lake,,,,,
"['azure', 'azure-data-lake', 'azure-data-factory']","{'account_id': 5444378, 'reputation': 445, 'user_id': 4331437, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://lh6.googleusercontent.com/-6lv_FjqVXRM/AAAAAAAAAAI/AAAAAAAAADQ/wNWLkC_TEck/photo.jpg?sz=256', 'display_name': 'cheers519', 'link': 'https://stackoverflow.com/users/4331437/cheers519'}",False,3080,1,1,1532087808,1532031027,51430990,CC BY-SA 4.0,https://stackoverflow.com/questions/51430990/azure-adf-v2-how-to-add-append-timestamp-to-file-name-getting-deployed-to-azure,Azure ADF v2- How to add/append timestamp to file name getting deployed to Azure Data Lake,,1532086680.0,,,
"['azure', 'azure-data-factory', 'azureservicebus', 'azure-data-lake', 'azure-eventhub']","{'account_id': 12809261, 'reputation': 2446, 'user_id': 9268003, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/2eabfecbe7628e376dd297011753bbf4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'aBlaze', 'link': 'https://stackoverflow.com/users/9268003/ablaze'}",True,375,2,1,1652879112,1532029706,51430708,CC BY-SA 4.0,https://stackoverflow.com/questions/51430708/is-it-possible-to-send-messages-to-an-azure-service-bus-queue-or-event-hub-from,Is it possible to send messages to an Azure Service Bus Queue or Event Hub from a U-SQL script?,51442350.0,1652879112.0,,,
"['azure-data-lake', 'u-sql', 'azure-data-factory']","{'account_id': 8642714, 'reputation': 521, 'user_id': 6470915, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DWMOK.png?s=256&g=1', 'display_name': 'Lazer', 'link': 'https://stackoverflow.com/users/6470915/lazer'}",False,916,0,2,1531998157,1531998157,51421000,CC BY-SA 4.0,https://stackoverflow.com/questions/51421000/acl-verification-fails-for-data-factory-service-principal-although-it-has-rwx-p,"ACL verification fails for Data Factory Service Principal, although it has rwx permissions",,,,,
"['azure-data-lake', 'azure-data-factory', 'mdx-query', 'sap-bw']","{'account_id': 2226674, 'reputation': 21, 'user_id': 6488851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eeecaab13c7b007a7ebc32db1a1ac9c5?s=256&d=identicon&r=PG', 'display_name': 'PSM', 'link': 'https://stackoverflow.com/users/6488851/psm'}",False,1073,2,1,1548221005,1531997081,51420627,CC BY-SA 4.0,https://stackoverflow.com/questions/51420627/azure-data-factory-v2-mdx-query-on-sap-bw-exception-microsoft-datatransfer-comm,Azure Data Factory V2: MDX Query on SAP BW exception Microsoft.DataTransfer.Common.Shared.HybridDeliveryException,,1531997684.0,,,
"['r', 'azure-data-lake']","{'account_id': 6770666, 'reputation': 570, 'user_id': 5214109, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pndg0.jpg?s=256&g=1', 'display_name': 'Arpit Sisodia', 'link': 'https://stackoverflow.com/users/5214109/arpit-sisodia'}",False,277,0,7,1531990494,1531990494,51418345,CC BY-SA 4.0,https://stackoverflow.com/questions/51418345/checkpoint-function-error-in-r-arguments-imply-differing-number-of-rows-1-38,"Checkpoint function error in R- arguments imply differing number of rows: 1, 38, 37",,,,,
"['azure', 'amazon-s3', 'azure-data-factory', 'azure-data-lake', 'amazon-data-pipeline']","{'account_id': 6655109, 'reputation': 133, 'user_id': 5135950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a702c56638b266c27e6b9238edeea136?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ceilingfan999', 'link': 'https://stackoverflow.com/users/5135950/ceilingfan999'}",False,355,0,1,1531747599,1531747599,51362961,CC BY-SA 4.0,https://stackoverflow.com/questions/51362961/azure-data-factory-truncating-files-in-a-copy-pipeline-from-an-s3-bucket-to-adls,Azure Data Factory truncating files in a copy pipeline from an S3 bucket to ADLS,,,,,
"['hive', 'azure-data-lake', 'azure-hdinsight']","{'account_id': 7853147, 'reputation': 641, 'user_id': 5935979, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/654de89da860c5e97ece96f4a82f6a4e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mike R', 'link': 'https://stackoverflow.com/users/5935979/mike-r'}",True,150,1,1,1531494620,1531341444,51293826,CC BY-SA 4.0,https://stackoverflow.com/questions/51293826/querying-orc-data-in-hive-copied-from-separate-environment,Querying ORC data in Hive copied from separate environment,51328152.0,,,,
"['azure-storage', 'azure-data-lake', 'azure-data-factory']","{'account_id': 1898322, 'reputation': 12825, 'user_id': 2061133, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/pgg8z.png?s=256&g=1', 'display_name': 'Murray Foxcroft', 'link': 'https://stackoverflow.com/users/2061133/murray-foxcroft'}",True,227,1,1,1531392086,1531305704,51283419,CC BY-SA 4.0,https://stackoverflow.com/questions/51283419/connecting-storage-securely-to-azure-data-lake-analytics-or-data-factory,Connecting storage securely to Azure Data Lake Analytics or Data Factory,,1531377968.0,,,
"['azure-storage', 'azure-data-lake', 'azure-data-factory']","{'account_id': 1898322, 'reputation': 12825, 'user_id': 2061133, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/pgg8z.png?s=256&g=1', 'display_name': 'Murray Foxcroft', 'link': 'https://stackoverflow.com/users/2061133/murray-foxcroft'}",True,227,1,1,1531392086,1531305704,51283419,CC BY-SA 4.0,https://stackoverflow.com/questions/51283419/connecting-storage-securely-to-azure-data-lake-analytics-or-data-factory,Connecting storage securely to Azure Data Lake Analytics or Data Factory,,1531377968.0,,,
"['azure-data-lake', 'u-sql']","{'account_id': 12649949, 'reputation': 1128, 'user_id': 9194464, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://lh5.googleusercontent.com/-seaWoF1hiDU/AAAAAAAAAAI/AAAAAAAAADo/raR_sZ3tMJo/photo.jpg?sz=256', 'display_name': 'Jorge Ribeiro', 'link': 'https://stackoverflow.com/users/9194464/jorge-ribeiro'}",True,148,2,1,1532433600,1531220420,51263505,CC BY-SA 4.0,https://stackoverflow.com/questions/51263505/filter-data-from-extractor-using-other-table,Filter data from extractor using other table,51286433.0,1531236027.0,,,
"['azure', 'ssis', 'azure-powershell', 'azure-data-lake', 'u-sql']","{'account_id': 10073334, 'reputation': 371, 'user_id': 7446264, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh5.googleusercontent.com/-YBR184vKzPA/AAAAAAAAAAI/AAAAAAAAN7Q/lewv5vAfs_Y/photo.jpg?sz=256', 'display_name': 'ravi kiran', 'link': 'https://stackoverflow.com/users/7446264/ravi-kiran'}",False,156,0,5,1553370984,1531149413,51248857,CC BY-SA 4.0,https://stackoverflow.com/questions/51248857/error-could-not-find-adla-account-in-any-resource-group-datalakestoregen1,Error: Could not find ADLA Account in any resource group - DataLakeStoreGen1,,1553370984.0,,,
"['powershell', 'azure', 'azure-data-lake']","{'account_id': 13518236, 'reputation': 25, 'user_id': 9752265, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Lalith', 'link': 'https://stackoverflow.com/users/9752265/lalith'}",True,671,1,0,1530846670,1530823445,51199610,CC BY-SA 4.0,https://stackoverflow.com/questions/51199610/new-azurermdatalakestoreitem-error-in-getting-metadata-for-path-powershell,New-AzureRmDataLakeStoreItem : Error in getting metadata for path -PowerShell,51202397.0,1530839613.0,,,
"['testing', 'azure-data-lake', 'u-sql']","{'account_id': 13834392, 'reputation': 41, 'user_id': 9986343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f473d6599b5b119d7d00792437d6423?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'obulis', 'link': 'https://stackoverflow.com/users/9986343/obulis'}",True,264,1,2,1531175341,1530744263,51181503,CC BY-SA 4.0,https://stackoverflow.com/questions/51181503/usql-unit-testing-with-adl-tools-for-vs-2017-error-after-upgrading-to-2-3-4000,USQL Unit testing with ADL tools for VS 2017 - Error after upgrading to 2.3.4000.x,,1592644375.0,,,
"['powershell', 'azure', 'deployment', 'azure-resource-manager', 'azure-data-lake']","{'account_id': 7881039, 'reputation': 10361, 'user_id': 7009990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pv4MG.jpg?s=256&g=1', 'display_name': 'quervernetzt', 'link': 'https://stackoverflow.com/users/7009990/quervernetzt'}",True,314,1,0,1535703133,1530719736,51177413,CC BY-SA 4.0,https://stackoverflow.com/questions/51177413/azure-data-lake-how-to-add-users-permissions-after-successful-deployment-with-a,Azure Data Lake: how to add users permissions after successful deployment with ARM and PowerShell,51177414.0,,,,
"['azure', 'azure-data-lake']","{'account_id': 13823856, 'reputation': 21, 'user_id': 9978666, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-EMNrtUv0PTk/AAAAAAAAAAI/AAAAAAAAAQw/YJRWuO0rlGQ/photo.jpg?sz=256', 'display_name': 'Ramesh Rajanala', 'link': 'https://stackoverflow.com/users/9978666/ramesh-rajanala'}",False,126,1,0,1530627629,1530263440,51098207,CC BY-SA 4.0,https://stackoverflow.com/questions/51098207/how-to-fetch-the-column-count-from-dat-file-in-azure-data-lake-analytics-files,How to fetch the column count from dat file in Azure data lake analytics files,,1530271778.0,,,
"['hive', 'azure-data-lake', 'azure-hdinsight']","{'account_id': 7853147, 'reputation': 641, 'user_id': 5935979, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/654de89da860c5e97ece96f4a82f6a4e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mike R', 'link': 'https://stackoverflow.com/users/5935979/mike-r'}",False,86,1,1,1530267182,1530230470,51092612,CC BY-SA 4.0,https://stackoverflow.com/questions/51092612/hive-data-flow-issues,Hive Data Flow Issues,,,,,
"['azure', 'azure-data-lake', 'u-sql']","{'account_id': 10415661, 'reputation': 469, 'user_id': 7679832, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Lr5vEK42T3w/AAAAAAAAAAI/AAAAAAAACCc/RI0rHLdAmL0/photo.jpg?sz=256', 'display_name': 'Satya Azure', 'link': 'https://stackoverflow.com/users/7679832/satya-azure'}",True,974,1,2,1530282888,1530218732,51090984,CC BY-SA 4.0,https://stackoverflow.com/questions/51090984/u-sql-error-change-the-identifier-to-use-at-least-one-lower-case-letter,U-SQL Error - Change the identifier to use at least one lower case letter,51092715.0,1530282888.0,,,
"['azure', 'azure-data-lake', 'azure-storage-emulator']","{'account_id': 880316, 'reputation': 2075, 'user_id': 224096, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/87f93a7067e06f0ea368bc85ab75d655?s=256&d=identicon&r=PG', 'display_name': 'randomsolutions', 'link': 'https://stackoverflow.com/users/224096/randomsolutions'}",True,1295,1,1,1530531282,1530215752,51090390,CC BY-SA 4.0,https://stackoverflow.com/questions/51090390/what-is-the-azure-data-lake-storage-connection-string-for-data-lake-store,What is the Azure Data Lake Storage Connection String For &quot;Data Lake Store&quot;,51135261.0,,,,
"['.net', 'azure', 'azure-data-lake']","{'account_id': 30678, 'reputation': 569, 'user_id': 83763, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/8947c30223676f950a848ee5abfd9c61?s=256&d=identicon&r=PG', 'display_name': 'weslleywang', 'link': 'https://stackoverflow.com/users/83763/weslleywang'}",True,230,1,1,1530242594,1530199158,51086456,CC BY-SA 4.0,https://stackoverflow.com/questions/51086456/microsoft-azure-management-datalake-store-vs-microsoft-azure-datalake-store,Microsoft.Azure.Management.DataLake.Store vs Microsoft.Azure.DataLake.Store,51093813.0,1530199754.0,,,
"['azure-data-lake', 'sql-data-warehouse']","{'account_id': 1496780, 'reputation': 43, 'user_id': 6570922, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/527465723/picture?type=large', 'display_name': 'Lokesh Lal', 'link': 'https://stackoverflow.com/users/6570922/lokesh-lal'}",True,1023,1,0,1645425345,1530117058,51067567,CC BY-SA 4.0,https://stackoverflow.com/questions/51067567/transactional-data-in-data-lake,Transactional data in data lake,51159352.0,,,,
"['azure', 'azure-data-factory', 'azure-data-lake', 'u-sql']","{'account_id': 10883212, 'reputation': 43, 'user_id': 8001477, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://graph.facebook.com/1681856578510199/picture?type=large', 'display_name': 'Veysel Ko', 'link': 'https://stackoverflow.com/users/8001477/veysel-ko'}",True,163,1,0,1530101097,1530099919,51061987,CC BY-SA 4.0,https://stackoverflow.com/questions/51061987/azure-data-factory-v1-how-to-handle-multiple-scripts-in-one-pipeline-activity,Azure Data Factory V1- How to handle multiple Scripts in one pipeline activity,,1530101097.0,,,
"['json', 'azure', 'azure-data-lake', 'u-sql', 'data-lake']","{'account_id': 7881039, 'reputation': 10361, 'user_id': 7009990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pv4MG.jpg?s=256&g=1', 'display_name': 'quervernetzt', 'link': 'https://stackoverflow.com/users/7009990/quervernetzt'}",True,632,1,1,1529997383,1529997383,51036993,CC BY-SA 4.0,https://stackoverflow.com/questions/51036993/how-to-use-json-file-formats-in-the-context-of-azure-data-lake-analytics-respect,How to use JSON file formats in the context of Azure Data Lake Analytics respectively usql,51036994.0,,,,
"['analytics', 'azure-data-lake']","{'account_id': 13823856, 'reputation': 21, 'user_id': 9978666, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-EMNrtUv0PTk/AAAAAAAAAAI/AAAAAAAAAQw/YJRWuO0rlGQ/photo.jpg?sz=256', 'display_name': 'Ramesh Rajanala', 'link': 'https://stackoverflow.com/users/9978666/ramesh-rajanala'}",True,578,1,2,1529748829,1529746009,50999796,CC BY-SA 4.0,https://stackoverflow.com/questions/50999796/how-to-fetch-records-count-from-azure-data-lake-analytics-files-file-like-txt-a,How to fetch records count from Azure data lake analytics files (File like txt and CSV ),,,,,
"['azure-data-lake', 'u-sql']","{'account_id': 4187455, 'reputation': 2307, 'user_id': 4298208, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/598481447/picture?type=large', 'display_name': 'aaronsteers', 'link': 'https://stackoverflow.com/users/4298208/aaronsteers'}",False,608,1,1,1531231708,1529641139,50980620,CC BY-SA 4.0,https://stackoverflow.com/questions/50980620/azure-data-lake-file-properties-and-or-checksum,Azure Data Lake file properties and/or checksum,,,,,
"['r', 'azure', 'azure-data-lake', 'u-sql']","{'account_id': 6770666, 'reputation': 570, 'user_id': 5214109, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pndg0.jpg?s=256&g=1', 'display_name': 'Arpit Sisodia', 'link': 'https://stackoverflow.com/users/5214109/arpit-sisodia'}",True,173,1,4,1537952402,1529591672,50971149,CC BY-SA 4.0,https://stackoverflow.com/questions/50971149/unable-to-install-party-package-r-in-adla,Unable to install party package ( R) in ADLA,,1529597375.0,,,
"['r', 'visual-studio', 'azure', 'azure-data-lake', 'u-sql']","{'account_id': 6770666, 'reputation': 570, 'user_id': 5214109, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pndg0.jpg?s=256&g=1', 'display_name': 'Arpit Sisodia', 'link': 'https://stackoverflow.com/users/5214109/arpit-sisodia'}",True,45,1,1,1529598441,1529569296,50963724,CC BY-SA 4.0,https://stackoverflow.com/questions/50963724/is-extending-u-sql-scripts-with-r-code-in-visual-studio-available,is &#39;Extending U-SQL scripts with R code in Visual Studio&#39; available?,,1529591704.0,,,
"['azure', 'azure-data-lake', 'alluxio']","{'account_id': 3496897, 'reputation': 43, 'user_id': 2924805, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gOWRo.jpg?s=256&g=1', 'display_name': 'Lucas Yang', 'link': 'https://stackoverflow.com/users/2924805/lucas-yang'}",False,153,1,0,1538608574,1529483601,50943746,CC BY-SA 4.0,https://stackoverflow.com/questions/50943746/can-apache-alluxio-use-azure-data-lake-as-under-store,Can Apache Alluxio use Azure Data Lake as under store?,,1538608574.0,,,
"['azure', 'acl', 'azure-data-lake', 'azure-data-factory']","{'account_id': 11373808, 'reputation': 314, 'user_id': 8338697, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xJm60.jpg?s=256&g=1', 'display_name': 'Michelle Turner', 'link': 'https://stackoverflow.com/users/8338697/michelle-turner'}",False,1680,1,1,1529497756,1529423744,50932479,CC BY-SA 4.0,https://stackoverflow.com/questions/50932479/error-while-trying-to-read-file-in-data-lake-storage,Error while trying to read file in Data Lake storage,,1592644375.0,,,
"['scala', 'apache-spark', 'azure-data-lake', 'azure-hdinsight']","{'account_id': 2236977, 'reputation': 1103, 'user_id': 1973080, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/nDGn1.png?s=256&g=1', 'display_name': 'Leyth G', 'link': 'https://stackoverflow.com/users/1973080/leyth-g'}",True,1442,2,3,1550748666,1529338382,50913598,CC BY-SA 4.0,https://stackoverflow.com/questions/50913598/spark-on-hdinsights-no-filesystem-for-scheme-adl,Spark on HDInsights - No FileSystem for scheme: adl,,,,,
"['azure', 'hive', 'hiveql', 'azure-data-lake', 'azure-hdinsight']","{'account_id': 12393631, 'reputation': 11, 'user_id': 9034539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0b1e90e7da56d4c5cb3d74d8639a69b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Armand Berges', 'link': 'https://stackoverflow.com/users/9034539/armand-berges'}",False,86,1,1,1559208359,1529225893,50895168,CC BY-SA 4.0,https://stackoverflow.com/questions/50895168/hive-managed-tables-are-not-drop-on-azure-data-lake-store,Hive managed tables are not drop on azure data lake store,,,,,
"['azure', 'azure-data-factory', 'azure-data-lake', 'u-sql']","{'account_id': 2061569, 'reputation': 2495, 'user_id': 1837976, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/05804c6d5abaee9ff88ecc3db83df870?s=256&d=identicon&r=PG', 'display_name': 'AskMe', 'link': 'https://stackoverflow.com/users/1837976/askme'}",True,262,2,0,1529340362,1529149861,50887660,CC BY-SA 4.0,https://stackoverflow.com/questions/50887660/azure-data-lake-analysis-job-failed-reading-data-from-data-lake-store,Azure Data lake analysis job failed reading data from Data lake store,,1529153451.0,,,
