tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id,protected_date
['talend'],"{'account_id': 11491973, 'reputation': 491, 'user_id': 8422631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fd09876f77dc4afe93c8c729c1b0cbd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Naren', 'link': 'https://stackoverflow.com/users/8422631/naren'}",False,126,0,0,1575991880,1501964918,45526125,CC BY-SA 3.0,https://stackoverflow.com/questions/45526125/talend-date-conversion-issue,Talend date conversion issue,,1511372349.0,,,
"['xml', 'talend', 'recursive-datastructures']","{'account_id': 11491092, 'reputation': 11, 'user_id': 8422042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6759f179e32619707dd336321e76fd37?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Zenoguy3', 'link': 'https://stackoverflow.com/users/8422042/zenoguy3'}",False,252,0,1,1502098415,1501952121,45524351,CC BY-SA 3.0,https://stackoverflow.com/questions/45524351/in-talend-loop-through-dynamically-deep-recursive-xml-elements,"In TALEND, loop through dynamically deep recursive XML elements",,1502098415.0,,,
"['talend', 'rest-client']","{'account_id': 3746384, 'reputation': 639, 'user_id': 3114967, 'user_type': 'registered', 'accept_rate': 13, 'profile_image': 'https://www.gravatar.com/avatar/0958ef9014cb29a95b6cc956c3477389?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3114967', 'link': 'https://stackoverflow.com/users/3114967/user3114967'}",False,1641,1,0,1501833174,1501776157,45489344,CC BY-SA 3.0,https://stackoverflow.com/questions/45489344/how-to-pass-values-from-parent-job-to-child-job-in-talend,How to pass values from parent job to child job in talend,,1501831674.0,,,
"['github', 'talend', 'github-api', 'rest-client']","{'account_id': 3746384, 'reputation': 639, 'user_id': 3114967, 'user_type': 'registered', 'accept_rate': 13, 'profile_image': 'https://www.gravatar.com/avatar/0958ef9014cb29a95b6cc956c3477389?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3114967', 'link': 'https://stackoverflow.com/users/3114967/user3114967'}",False,63,0,0,1501766702,1501766702,45485556,CC BY-SA 3.0,https://stackoverflow.com/questions/45485556/how-to-get-the-github-data-from-various-urls-and-stored-in-the-single-mongodb,How to get the GitHub data from various URLs and stored in the single mongoDB,,,,,
['talend'],"{'account_id': 3150701, 'reputation': 145, 'user_id': 2664210, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/5cf85a81bdafbd28cc00f7eb9e26d201?s=256&d=identicon&r=PG', 'display_name': 'user2664210', 'link': 'https://stackoverflow.com/users/2664210/user2664210'}",False,1454,1,-1,1501766340,1501758574,45482496,CC BY-SA 3.0,https://stackoverflow.com/questions/45482496/javax-ws-rs-redirectionexception-http-302-found-in-talend-6-3-0,javax.ws.rs.RedirectionException: HTTP 302 Found in Talend 6.3.0,,,,,
"['mysql', 'stored-procedures', 'etl', 'talend', 'data-integration']","{'account_id': 3018525, 'reputation': 1, 'user_id': 2560067, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/699823356/picture?type=large', 'display_name': 'Adi Gazeat', 'link': 'https://stackoverflow.com/users/2560067/adi-gazeat'}",False,311,0,0,1502098680,1501746510,45478000,CC BY-SA 3.0,https://stackoverflow.com/questions/45478000/catch-stored-procedure-exception-in-talend,catch stored procedure exception in Talend,,1502098680.0,,,
['talend'],"{'account_id': 99786, 'reputation': 2146, 'user_id': 269361, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/124cda7f0e8d259e69d49ed43868639e?s=256&d=identicon&r=PG', 'display_name': 'fool4jesus', 'link': 'https://stackoverflow.com/users/269361/fool4jesus'}",False,686,1,3,1501765597,1501691325,45466264,CC BY-SA 3.0,https://stackoverflow.com/questions/45466264/talend-memory-leak-in-thashoutput-thashinput,Talend memory leak in tHashOutput/tHashInput,,,,,
"['github', 'talend', 'github-api', 'rest-client']","{'account_id': 3746384, 'reputation': 639, 'user_id': 3114967, 'user_type': 'registered', 'accept_rate': 13, 'profile_image': 'https://www.gravatar.com/avatar/0958ef9014cb29a95b6cc956c3477389?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3114967', 'link': 'https://stackoverflow.com/users/3114967/user3114967'}",True,1059,2,-1,1501765900,1501687362,45464879,CC BY-SA 3.0,https://stackoverflow.com/questions/45464879/a-jsonobject-text-must-begin-with-at-character-1-of-xml-version-1-0-enco,A JSONObject text must begin with &#39;{&#39; at character 1 of &lt;?xml version=&quot;1.0&quot; encoding=&quot;UTF-8&quot;?&gt; in Talend Job,,1501741849.0,,,
"['join', 'relational-database', 'talend']","{'account_id': 2998333, 'reputation': 5, 'user_id': 2544374, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9f8e3817eaa4ac75e246f67861540c6?s=256&d=identicon&r=PG', 'display_name': 'user2544374', 'link': 'https://stackoverflow.com/users/2544374/user2544374'}",True,172,1,0,1501688790,1501674170,45459944,CC BY-SA 3.0,https://stackoverflow.com/questions/45459944/talend-csv-to-relational-db-tables-foreign-key-setting,Talend csv to relational db tables : foreign key setting,,1501684126.0,,45465410.0,
['talend'],"{'account_id': 11465896, 'reputation': 13, 'user_id': 8404092, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/286327b59a5370b06aa2dab8826b7e7a?s=256&d=identicon&r=PG', 'display_name': 'Rajarshi Maity', 'link': 'https://stackoverflow.com/users/8404092/rajarshi-maity'}",True,183,1,0,1501664862,1501661221,45455025,CC BY-SA 3.0,https://stackoverflow.com/questions/45455025/how-to-convert-integer-variable-having-values-greater-than-the-integer-size-to-s,how to convert integer variable having values greater than the integer size to string in talend,,,,45456360.0,
['talend'],"{'account_id': 1628571, 'reputation': 6011, 'user_id': 1503570, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/a33e05d4105f7ab15ac3624cc1a7f30f?s=256&d=identicon&r=PG', 'display_name': 'lorraine batol', 'link': 'https://stackoverflow.com/users/1503570/lorraine-batol'}",False,202,1,0,1501665007,1501660238,45454690,CC BY-SA 3.0,https://stackoverflow.com/questions/45454690/talend-performance-using-tmap-between-toracleinput-and-toutputffile-but-with-n,talend performance - using tMap between tOracleInput and tOutputfFile but with no transformation logic,,,,,
"['postgresql', 'cassandra', 'talend']","{'account_id': 11461367, 'reputation': 31, 'user_id': 8400933, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/295ebed2b04579c89e6dda4c06952d60?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Annie', 'link': 'https://stackoverflow.com/users/8400933/annie'}",True,3666,2,3,1501655624,1501606166,45443524,CC BY-SA 3.0,https://stackoverflow.com/questions/45443524/how-do-i-migrate-data-from-postgres-to-cassandra-using-any-opensource-etl-tool,How do i migrate data from postgres to cassandra using any opensource etl tool?,,,,,
"['talend', 'rest-client']","{'account_id': 3746384, 'reputation': 639, 'user_id': 3114967, 'user_type': 'registered', 'accept_rate': 13, 'profile_image': 'https://www.gravatar.com/avatar/0958ef9014cb29a95b6cc956c3477389?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3114967', 'link': 'https://stackoverflow.com/users/3114967/user3114967'}",False,346,1,0,1501568400,1501525794,45422901,CC BY-SA 3.0,https://stackoverflow.com/questions/45422901/error-on-github-talend-job-with-trestclient,Error on GitHub Talend Job with tRESTClient,,,,,
['talend'],"{'account_id': 7001329, 'reputation': 21, 'user_id': 5367274, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/438a863c45894e4ef80e58ddd2588a82?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Valeria', 'link': 'https://stackoverflow.com/users/5367274/valeria'}",False,575,0,0,1503140768,1501454580,45405419,CC BY-SA 3.0,https://stackoverflow.com/questions/45405419/talend-open-studio-adding-missing-modules,Talend Open Studio adding missing modules,,,,,
"['java', 'regex', 'talend']","{'account_id': 1799759, 'reputation': 155, 'user_id': 1638387, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://i.stack.imgur.com/Lj3j6.jpg?s=256&g=1', 'display_name': 'Ale', 'link': 'https://stackoverflow.com/users/1638387/ale'}",True,71,2,-1,1501596741,1501253029,45376342,CC BY-SA 3.0,https://stackoverflow.com/questions/45376342/deletion-in-a-regex,Deletion in a regex,,1501520528.0,,45440245.0,
['talend'],"{'account_id': 3064437, 'reputation': 783, 'user_id': 2596475, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6bc9cd7f4c114ab028ede8ace4505e2d?s=256&d=identicon&r=PG', 'display_name': 'Ajay', 'link': 'https://stackoverflow.com/users/2596475/ajay'}",False,223,1,0,1501582158,1501242328,45372688,CC BY-SA 3.0,https://stackoverflow.com/questions/45372688/talend-tcachein-tcacheout-throws-null-pointer-exception,Talend - tCacheIn / tCacheOut throws null pointer exception,,,,,
"['mysql', 'etl', 'talend']","{'account_id': 11421760, 'reputation': 37, 'user_id': 8373037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/114f539507165672e8fd65e3309568fd?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'S. Think', 'link': 'https://stackoverflow.com/users/8373037/s-think'}",True,77,1,0,1501310008,1501114924,45339415,CC BY-SA 3.0,https://stackoverflow.com/questions/45339415/in-talend-how-to-add-tables-into-mysql,in Talend - how to add tables into MySQL,,,,45386148.0,
"['search', 'talend']","{'account_id': 4107080, 'reputation': 173, 'user_id': 3370765, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://graph.facebook.com/1623272485/picture?type=large', 'display_name': 'MoonLightFlower', 'link': 'https://stackoverflow.com/users/3370765/moonlightflower'}",True,1447,4,1,1579814674,1500991602,45305733,CC BY-SA 3.0,https://stackoverflow.com/questions/45305733/talend-data-integration-list-all-jobs-which-use-a-specific-table,Talend (Data Integration) - List all jobs which use a specific table,,1501075716.0,,45306263.0,
['talend'],"{'account_id': 2558060, 'reputation': 466, 'user_id': 2219642, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/wJcRQ.jpg?s=256&g=1', 'display_name': 'Sanya Zahid', 'link': 'https://stackoverflow.com/users/2219642/sanya-zahid'}",True,243,1,0,1501344613,1500902651,45281875,CC BY-SA 3.0,https://stackoverflow.com/questions/45281875/talend-tmysql-component-to-run-stored-procedure,Talend Tmysql Component to run stored procedure?,,,,,
['talend'],"{'account_id': 9724470, 'reputation': 1, 'user_id': 7211985, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10209961921337134/picture?type=large', 'display_name': 'sia', 'link': 'https://stackoverflow.com/users/7211985/sia'}",True,1158,1,0,1501344793,1500866088,45272068,,https://stackoverflow.com/questions/45272068/talend-how-to-convert-row-into-column,Talend: How to convert row into column,1500888600.0,1501344793.0,Needs details or clarity,,
['talend'],"{'account_id': 10502824, 'reputation': 61, 'user_id': 7741037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8bcc7e205aabc92113edbc04d458bfe?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'RoyR', 'link': 'https://stackoverflow.com/users/7741037/royr'}",False,170,1,0,1500882004,1500851809,45270714,CC BY-SA 3.0,https://stackoverflow.com/questions/45270714/talend-txmlmap-generate-sequence-for-child,Talend txmlmap generate Sequence for Child,,1500852324.0,,,
"['sql', 'talend']","{'account_id': 9512301, 'reputation': 1, 'user_id': 7069875, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qpJczk74H3o/AAAAAAAAAAI/AAAAAAAAAJo/PmpFYdUwGEU/photo.jpg?sz=256', 'display_name': 'Felipe de la Fuente Diaz', 'link': 'https://stackoverflow.com/users/7069875/felipe-de-la-fuente-diaz'}",False,117,1,0,1500703669,1500667797,45245976,CC BY-SA 3.0,https://stackoverflow.com/questions/45245976/talend-read-a-sql-from-txt-and-pass-variables-to-it,Talend - Read a SQL from .txt and pass variables to it,,,,,
"['salesforce', 'talend']","{'account_id': 11381401, 'reputation': 1, 'user_id': 8344222, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-L961ZCbsD7s/AAAAAAAAAAI/AAAAAAAAD88/FqClsWHJ1Gc/photo.jpg?sz=256', 'display_name': 'Vinayak .Singh', 'link': 'https://stackoverflow.com/users/8344222/vinayak-singh'}",False,113,1,0,1500639799,1500637553,45236860,CC BY-SA 3.0,https://stackoverflow.com/questions/45236860/exporting-salesforce-library-files-as-zip-using-talend,Exporting Salesforce library files as zip using TALEND,,,,,
['talend'],"{'account_id': 11373726, 'reputation': 1, 'user_id': 8338631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ec6da86ab23e846f77c09751b56c803?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Andrea', 'link': 'https://stackoverflow.com/users/8338631/andrea'}",True,145,1,0,1500563734,1500563450,45218720,CC BY-SA 3.0,https://stackoverflow.com/questions/45218720/using-talend-how-do-you-capitalize-dynamic-month-mmm-in-output-file-name,Using Talend - how do you capitalize dynamic month &#39;MMM&#39; in output file name?,,,,,
['talend'],"{'user_type': 'does_not_exist', 'display_name': 'user4529983'}",False,1585,1,0,1500580923,1500555890,45215612,CC BY-SA 3.0,https://stackoverflow.com/questions/45215612/talend-delete-folder,Talend - delete folder,,1500566591.0,,,
['talend'],"{'account_id': 1628571, 'reputation': 6011, 'user_id': 1503570, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/a33e05d4105f7ab15ac3624cc1a7f30f?s=256&d=identicon&r=PG', 'display_name': 'lorraine batol', 'link': 'https://stackoverflow.com/users/1503570/lorraine-batol'}",True,1764,2,0,1551214752,1500528551,45205887,CC BY-SA 3.0,https://stackoverflow.com/questions/45205887/talend-treplicate-tmap-tunite,talend - tReplicate -&gt; tMap -&gt; tUnite,,,,,
"['amazon-redshift', 'talend']","{'account_id': 406147, 'reputation': 368, 'user_id': 775486, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/64276cdc4b1534c5a0b8efa2f8270754?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/775486/mark'}",False,92,2,0,1500904999,1500297350,45145324,CC BY-SA 3.0,https://stackoverflow.com/questions/45145324/incorrect-field-type-on-table-creation-within-talend,Incorrect field type on table creation within Talend,,,,,
"['talend', 'autosys']","{'account_id': 11118786, 'reputation': 455, 'user_id': 8162315, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5ec65c09ceccffdf6db314049561c71?s=256&d=identicon&r=PG', 'display_name': 'PreetyK', 'link': 'https://stackoverflow.com/users/8162315/preetyk'}",True,378,1,0,1500888398,1500290353,45142870,CC BY-SA 3.0,https://stackoverflow.com/questions/45142870/kill-autosys-job-using-talend,kill autosys job using Talend,,,,45276897.0,
"['ms-access', 'talend', 'ucanaccess', 'data-integration']","{'account_id': 11343771, 'reputation': 1, 'user_id': 8316911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a461fd63ec0bb31e084d0b9d1b9bf4e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'BlackNL', 'link': 'https://stackoverflow.com/users/8316911/blacknl'}",False,472,0,0,1500413807,1500252024,45134570,CC BY-SA 3.0,https://stackoverflow.com/questions/45134570/why-cant-i-connect-to-access-database-using-talend-di-nullpointerexception,Why can&#39;t I connect to Access database using Talend DI? NullPointerException,,1500413807.0,,,
"['database', 'ssis', 'data-warehouse', 'talend']","{'account_id': 10714014, 'reputation': 61, 'user_id': 7885375, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/6ce8f466ca4defc7b233b457d46e8cb0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'venkatesh_Babu', 'link': 'https://stackoverflow.com/users/7885375/venkatesh-babu'}",False,53,1,0,1500315560,1500156753,45123169,CC BY-SA 3.0,https://stackoverflow.com/questions/45123169/how-to-load-unique-rows-into-data-warehouse-from-database-using-tmysql-rows-in-t,how to load unique rows into data warehouse from database using tmysql rows in talend,,1500189707.0,,,
['talend'],"{'account_id': 10714014, 'reputation': 61, 'user_id': 7885375, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/6ce8f466ca4defc7b233b457d46e8cb0?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'venkatesh_Babu', 'link': 'https://stackoverflow.com/users/7885375/venkatesh-babu'}",False,61,1,0,1500105057,1500086014,45113908,CC BY-SA 3.0,https://stackoverflow.com/questions/45113908/how-to-remove-the-limit-row-condition-from-tmysqlrow-in-talend,how to remove the limit row condition from TMySQLrow in talend,,,,,
"['talend', 'talend-mdm']","{'account_id': 11013802, 'reputation': 1, 'user_id': 8090230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ddfd47b0c6643e34de8889a720383a75?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lakki', 'link': 'https://stackoverflow.com/users/8090230/lakki'}",True,428,1,0,1499928631,1499893962,45067603,CC BY-SA 3.0,https://stackoverflow.com/questions/45067603/in-talend-the-record-with-the-highest-salary-for-the-same-employee-should-have-t,"In Talend,The record with the highest salary for the same employee should have true flag else flag should be false",,1499928631.0,,,
"['sql', 'oracle', 'talend']","{'account_id': 1628571, 'reputation': 6011, 'user_id': 1503570, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/a33e05d4105f7ab15ac3624cc1a7f30f?s=256&d=identicon&r=PG', 'display_name': 'lorraine batol', 'link': 'https://stackoverflow.com/users/1503570/lorraine-batol'}",True,525,2,0,1500426359,1499874016,45062182,CC BY-SA 3.0,https://stackoverflow.com/questions/45062182/talend-output-of-treplicate-to-subjob,talend - output of tReplicate to subjob,,,,,
"['oracle', 'talend']","{'account_id': 1628571, 'reputation': 6011, 'user_id': 1503570, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/a33e05d4105f7ab15ac3624cc1a7f30f?s=256&d=identicon&r=PG', 'display_name': 'lorraine batol', 'link': 'https://stackoverflow.com/users/1503570/lorraine-batol'}",False,251,1,0,1499872405,1499870431,45060810,CC BY-SA 3.0,https://stackoverflow.com/questions/45060810/talend-split-one-row-into-multiple-rows-based-on-some-logic,talend - split one row into multiple rows based on some logic,,,,,
['talend'],"{'account_id': 8271238, 'reputation': 287, 'user_id': 6218844, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/cb9638e97273d5f58b5c43e103f054be?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rathi Rao', 'link': 'https://stackoverflow.com/users/6218844/rathi-rao'}",False,1267,3,0,1617701123,1499867680,45059691,CC BY-SA 3.0,https://stackoverflow.com/questions/45059691/out-of-memory-error-talend-insert-update-job,Out of memory error - Talend insert/update job,,,,,
"['db2', 'talend']","{'account_id': 11270049, 'reputation': 35, 'user_id': 8265793, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/e4527d8d4c83b0b3272d6aed39014a21?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sunny', 'link': 'https://stackoverflow.com/users/8265793/sunny'}",False,354,1,0,1499884911,1499864331,45058364,CC BY-SA 3.0,https://stackoverflow.com/questions/45058364/talend-get-results-from-tdb2row-component-and-insert-into-another-table,Talend- get results from tdb2Row component and insert into another table,,,,,
['talend'],"{'account_id': 9033091, 'reputation': 31, 'user_id': 6730050, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/896b60db0315cb99b8747a48506a9a47?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jay', 'link': 'https://stackoverflow.com/users/6730050/jay'}",False,867,1,0,1499868073,1499854041,45054664,CC BY-SA 3.0,https://stackoverflow.com/questions/45054664/can-we-configure-talend-for-data-integration-to-use-ssl,Can we configure Talend for data integration to use SSL,,,,,
"['date', 'time', 'concatenation', 'talend', 'unparseable']","{'account_id': 8846328, 'reputation': 33, 'user_id': 6606966, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/KLa2g.jpg?s=256&g=1', 'display_name': 'Maniraj', 'link': 'https://stackoverflow.com/users/6606966/maniraj'}",True,1029,1,0,1499876952,1499852966,45054245,CC BY-SA 3.0,https://stackoverflow.com/questions/45054245/talend-date-and-time-combine,Talend date and time combine,,1499876952.0,,45058754.0,
"['etl', 'talend']","{'account_id': 9920695, 'reputation': 316, 'user_id': 7343922, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/d9722887a7c603256a8478449f42a984?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user7343922', 'link': 'https://stackoverflow.com/users/7343922/user7343922'}",False,180,2,0,1499840581,1499792029,45040468,CC BY-SA 3.0,https://stackoverflow.com/questions/45040468/talend-need-server-environment-variables-instead-of-local-machine,Talend - Need server environment variables instead of local machine,,,,,
['talend'],"{'account_id': 8271238, 'reputation': 287, 'user_id': 6218844, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/cb9638e97273d5f58b5c43e103f054be?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rathi Rao', 'link': 'https://stackoverflow.com/users/6218844/rathi-rao'}",True,1631,2,0,1499840990,1499782632,45037111,CC BY-SA 3.0,https://stackoverflow.com/questions/45037111/an-alternative-design-to-insert-update-of-talend,An alternative design to insert/update of talend,,,,,
"['java', 'google-analytics', 'etl', 'talend', 'unparseable']","{'account_id': 9064445, 'reputation': 11, 'user_id': 6749821, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fcqZ5yAZjFA/AAAAAAAAAAI/AAAAAAAAAA0/4Mk-SNcJRk8/photo.jpg?sz=256', 'display_name': 'Micah E', 'link': 'https://stackoverflow.com/users/6749821/micah-e'}",False,77,1,0,1499415654,1499373646,44958482,CC BY-SA 3.0,https://stackoverflow.com/questions/44958482/unparseable-number-in-google-analytics-talend-pull,Unparseable Number in Google Analytics Talend Pull,,1499413858.0,,,
['talend'],"{'account_id': 11270049, 'reputation': 35, 'user_id': 8265793, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/e4527d8d4c83b0b3272d6aed39014a21?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sunny', 'link': 'https://stackoverflow.com/users/8265793/sunny'}",False,216,1,0,1499415060,1499354993,44953219,CC BY-SA 3.0,https://stackoverflow.com/questions/44953219/nohup-filename-sh-not-working-in-tssh-talend-component,&quot;nohup ./filename.sh&quot; not working in tSSH talend component,,1499415060.0,,,
"['java', 'eclipse', 'intellij-idea', 'talend']","{'account_id': 3764874, 'reputation': 11, 'user_id': 3128634, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c432207ca0bda5712ab10b70d4e8a191?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3128634', 'link': 'https://stackoverflow.com/users/3128634/user3128634'}",False,505,2,0,1499670342,1499336209,44946116,CC BY-SA 3.0,https://stackoverflow.com/questions/44946116/ruuning-external-jar-on-talend,Ruuning external jar on talend,,,,,
['talend'],"{'account_id': 11267660, 'reputation': 5, 'user_id': 8264007, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee1a8b54f3407fb7cbcd15df5ccbdf07?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rajesh', 'link': 'https://stackoverflow.com/users/8264007/rajesh'}",False,92,1,0,1499336497,1499333363,44944982,CC BY-SA 3.0,https://stackoverflow.com/questions/44944982/talend-toralcerow-issue,Talend - tOralcerow Issue,,1499335173.0,,,
"['linux', 'talend']","{'account_id': 5582665, 'reputation': 1160, 'user_id': 4424102, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/7b40854c8d14eaac673541eab77f0682?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'A.D.', 'link': 'https://stackoverflow.com/users/4424102/a-d'}",True,279,1,0,1499357389,1499332417,44944603,CC BY-SA 3.0,https://stackoverflow.com/questions/44944603/talend-warning-and-error-messages-are-black,Talend warning and error messages are black,,1499333817.0,,44954046.0,
"['mysql', 'talend', 'talend-mdm']","{'account_id': 10576260, 'reputation': 227, 'user_id': 7791499, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b96adec79ca619eb69461dcb7fe82616?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Horse_1995', 'link': 'https://stackoverflow.com/users/7791499/horse-1995'}",True,1196,2,1,1499249650,1499234647,44918111,CC BY-SA 3.0,https://stackoverflow.com/questions/44918111/how-to-update-key-value-in-talend-with-tmysqloutput-component,How to update key value in talend with tmysqloutput component,,1499244977.0,,,
['talend'],"{'account_id': 7934480, 'reputation': 401, 'user_id': 5991054, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://i.stack.imgur.com/pUDYQ.jpg?s=256&g=1', 'display_name': 'BlueStar', 'link': 'https://stackoverflow.com/users/5991054/bluestar'}",False,1494,1,1,1499251471,1499197494,44913173,CC BY-SA 3.0,https://stackoverflow.com/questions/44913173/how-to-write-fields-dynamically-to-a-csv-file-using-a-tjava,How to write fields dynamically to a csv file using a tJava,,1499250676.0,,,
"['etl', 'talend']","{'account_id': 9920695, 'reputation': 316, 'user_id': 7343922, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/d9722887a7c603256a8478449f42a984?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user7343922', 'link': 'https://stackoverflow.com/users/7343922/user7343922'}",True,205,1,0,1499240914,1499191003,44911815,CC BY-SA 3.0,https://stackoverflow.com/questions/44911815/talend-system-env-variables-not-reflecting-without-restart,Talend - System env variables not reflecting without restart,,,,,
"['jira', 'talend', 'jira-rest-api', 'bigdata']","{'account_id': 3746384, 'reputation': 639, 'user_id': 3114967, 'user_type': 'registered', 'accept_rate': 13, 'profile_image': 'https://www.gravatar.com/avatar/0958ef9014cb29a95b6cc956c3477389?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3114967', 'link': 'https://stackoverflow.com/users/3114967/user3114967'}",False,478,1,1,1505466415,1499155554,44900346,CC BY-SA 3.0,https://stackoverflow.com/questions/44900346/connection-is-established-but-status-code-is-404-error-in-talend-tjirainput,"Connection is established, but status code is 404 error in Talend tJIRAInput",,1506102531.0,,,
"['json', 'mongodb', 'etl', 'talend']","{'user_type': 'does_not_exist', 'display_name': 'user5588850'}",False,1104,1,0,1499153810,1499090261,44887468,CC BY-SA 3.0,https://stackoverflow.com/questions/44887468/merge-multiple-json-in-one-output,Merge multiple JSON in one output,,1499110124.0,,,
"['java', 'h2', 'talend']","{'account_id': 11100851, 'reputation': 23, 'user_id': 8149597, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-yEuvEI06Ksw/AAAAAAAAAAI/AAAAAAAAAT0/6XV2bdc-JLU/photo.jpg?sz=256', 'display_name': 'Ashif Ahamed', 'link': 'https://stackoverflow.com/users/8149597/ashif-ahamed'}",True,155,2,0,1499680220,1499082582,44884829,CC BY-SA 3.0,https://stackoverflow.com/questions/44884829/embed-h2-database-into-etl-application,Embed H2 Database into ETL Application?,,1499082854.0,,44891669.0,
