tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date,community_owned_date
"['google-analytics', 'integration', 'etl', 'data-warehouse']","{'account_id': 14207748, 'reputation': 11, 'user_id': 10263820, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Jz6Kq9T7GyM/AAAAAAAAAAI/AAAAAAAAAAc/ozv8e7-KHas/photo.jpg?sz=256', 'display_name': 'Hong SeongWoong', 'link': 'https://stackoverflow.com/users/10263820/hong-seongwoong'}",False,50,0,1,1535029380,1535015898,51982307,CC BY-SA 4.0,https://stackoverflow.com/questions/51982307/is-it-possible-to-integrate-google-analytics-360-to-a-data-warehouse-without-big,Is it possible to integrate google analytics 360 to a data warehouse without Bigquery,1535029380.0,,,,,,
"['sql-server', 'database', 'multidimensional-array', 'data-warehouse', 'star-schema']","{'account_id': 6734786, 'reputation': 11, 'user_id': 5189950, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d596560c0c5aa092c6df1d289fe37c0d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'naciass', 'link': 'https://stackoverflow.com/users/5189950/naciass'}",True,410,1,0,1606825622,1534981232,51976545,CC BY-SA 4.0,https://stackoverflow.com/questions/51976545/datawarehouse-star-schema-for-car-accidents,Datawarehouse - star schema for car accidents,1606825622.0,,,,,,
['data-warehouse'],"{'account_id': 11211434, 'reputation': 117, 'user_id': 8584432, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d81d69cb05f1589fb0ac51f65f47192?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jelle van der Zwaag', 'link': 'https://stackoverflow.com/users/8584432/jelle-van-der-zwaag'}",True,252,1,0,1535007536,1534932829,51964615,CC BY-SA 4.0,https://stackoverflow.com/questions/51964615/when-to-refer-another-dimension-table-in-a-dimensional-table,When to refer another dimension table in a dimensional table,,,,,,,
"['hive', 'data-warehouse', 'dimensional-modeling']","{'account_id': 7571498, 'reputation': 1811, 'user_id': 5745234, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/bf6f5d56e300faaaac2c78054596fd62?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ravi', 'link': 'https://stackoverflow.com/users/5745234/ravi'}",False,53,0,1,1534773564,1534773564,51932391,CC BY-SA 4.0,https://stackoverflow.com/questions/51932391/how-are-accumulating-snapshots-implemented-in-hive,How are accumulating snapshots implemented in hive,,,,,,,
"['data-modeling', 'data-warehouse', 'fact-table']","{'account_id': 8634994, 'reputation': 41, 'user_id': 6465515, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a6079e12eae590cee32e65decf91497?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'AndyMN', 'link': 'https://stackoverflow.com/users/6465515/andymn'}",True,113,1,0,1534534236,1534450991,51884803,CC BY-SA 4.0,https://stackoverflow.com/questions/51884803/same-fact-for-different-dimension-types,Same fact for different dimension types,,,,,,,
"['data-modeling', 'data-warehouse', 'dimensional-modeling']","{'account_id': 12250428, 'reputation': 67, 'user_id': 8940980, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e919e81421aa57aed7aea1d66f58e7fe?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Siddharth', 'link': 'https://stackoverflow.com/users/8940980/siddharth'}",False,36,0,0,1534437554,1534437554,51881751,CC BY-SA 4.0,https://stackoverflow.com/questions/51881751/multi-year-values-in-1-row-to-multiple-rows,Multi year values in 1 row to multiple rows,,,,,,,
"['hive', 'data-warehouse', 'dimensional-modeling']","{'account_id': 7571498, 'reputation': 1811, 'user_id': 5745234, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/bf6f5d56e300faaaac2c78054596fd62?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ravi', 'link': 'https://stackoverflow.com/users/5745234/ravi'}",True,628,2,2,1534423909,1534413118,51874230,CC BY-SA 4.0,https://stackoverflow.com/questions/51874230/is-it-better-to-have-a-surrogate-key-or-nkeffective-time-in-dimension-tables-in,Is it better to have a surrogate key or nk+effective_time in dimension tables in apache hive,,51876255.0,,,,,
"['data-warehouse', 'informatica', 'informatica-powercenter']","{'account_id': 13656345, 'reputation': 47, 'user_id': 9852730, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5642bea7596fd446094c5c8696414f45?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jyo', 'link': 'https://stackoverflow.com/users/9852730/jyo'}",True,168,3,0,1537408081,1534196786,51831030,CC BY-SA 4.0,https://stackoverflow.com/questions/51831030/informatica-code-has-generated-476-gigs-of-session-logs-in-dev,informatica code has generated 476 Gigs of session logs in Dev,1537408081.0,51845916.0,,,,,
"['hive', 'data-warehouse', 'dimensional-modeling', 'surrogate-key']","{'account_id': 7571498, 'reputation': 1811, 'user_id': 5745234, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/bf6f5d56e300faaaac2c78054596fd62?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ravi', 'link': 'https://stackoverflow.com/users/5745234/ravi'}",False,1841,2,2,1626174933,1534046496,51805578,CC BY-SA 4.0,https://stackoverflow.com/questions/51805578/how-surrogate-keys-are-handles-in-hive,How surrogate keys are handles in hive,,,,,,,
"['sql', 'sql-server', 'aggregate', 'data-warehouse']","{'account_id': 971800, 'reputation': 284, 'user_id': 994228, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2775395d4f7bd1be45dbd342b2f7cc5a?s=256&d=identicon&r=PG', 'display_name': 'Infin8Loop', 'link': 'https://stackoverflow.com/users/994228/infin8loop'}",False,111,1,-1,1533925542,1533897630,51784696,CC BY-SA 4.0,https://stackoverflow.com/questions/51784696/how-to-aggregate-number-of-customers-in-sql-server,How to aggregate number of customers in SQL Server?,1533925542.0,,,,,,
"['sql-server', 'ssis', 'data-warehouse', 'dataflowtask']","{'account_id': 13988039, 'reputation': 475, 'user_id': 10102669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3fffdf8c27d72ab130dfeadb2daee6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Doodle', 'link': 'https://stackoverflow.com/users/10102669/doodle'}",True,788,2,1,1533709493,1533689962,51737264,CC BY-SA 4.0,https://stackoverflow.com/questions/51737264/extract-and-load-data-from-multiple-sources-ssis,Extract and load data from multiple sources SSIS,1533691209.0,51739861.0,,,,,
"['data-warehouse', 'fact-table']","{'account_id': 6852891, 'reputation': 13, 'user_id': 5269515, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xTcMk.jpg?s=256&g=1', 'display_name': 'EyeBikeRide', 'link': 'https://stackoverflow.com/users/5269515/eyebikeride'}",True,120,2,1,1557150812,1533656567,51730705,CC BY-SA 4.0,https://stackoverflow.com/questions/51730705/factloanvolume-one-or-many-fact-tables,FactLoanVolume - One or Many Fact Tables,,51732020.0,,,,,
"['ssis', 'pentaho', 'data-warehouse', 'real-time-data']","{'account_id': 13988039, 'reputation': 475, 'user_id': 10102669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3fffdf8c27d72ab130dfeadb2daee6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Doodle', 'link': 'https://stackoverflow.com/users/10102669/doodle'}",True,156,1,0,1533193197,1533169748,51643993,CC BY-SA 4.0,https://stackoverflow.com/questions/51643993/create-a-near-real-time-dwh-with-pentaho-community-edition,Create a near real time DWH with Pentaho Community edition,,51647372.0,,,,,
"['database', 'postgresql', 'data-warehouse', 'snowflake-cloud-data-platform']","{'account_id': 7782791, 'reputation': 1, 'user_id': 5888692, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dae6e3d4e7583b8515f34774f7cac5a1?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Smash', 'link': 'https://stackoverflow.com/users/5888692/smash'}",True,309,2,0,1541999415,1533165765,51643531,CC BY-SA 4.0,https://stackoverflow.com/questions/51643531/case-query-with-groupings-on-generated-column,Case query with groupings on generated column,,,,,,,
"['sql', 'oracle', 'data-warehouse', 'datastage']","{'account_id': 6004372, 'reputation': 390, 'user_id': 4716743, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-KfgWkm4eDbI/AAAAAAAAAAI/AAAAAAAAAqo/I-UtO9SQpHA/photo.jpg?sz=256', 'display_name': 'Manjunath Prabhakar', 'link': 'https://stackoverflow.com/users/4716743/manjunath-prabhakar'}",True,92,2,0,1533142477,1533129508,51634362,CC BY-SA 4.0,https://stackoverflow.com/questions/51634362/need-better-sql-query-and-datstage-logicusing-only-files,Need Better SQL Query And Datstage Logic(Using Only Files),1533132386.0,51634770.0,,,,,
"['mongodb', 'data-visualization', 'etl', 'data-warehouse']","{'account_id': 301599, 'reputation': 55, 'user_id': 2900290, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/85c3f21123f67416792305f3a4f2840d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Ran Landau', 'link': 'https://stackoverflow.com/users/2900290/ran-landau'}",False,28,0,0,1533034452,1533034452,51611708,CC BY-SA 4.0,https://stackoverflow.com/questions/51611708/mongodb-data-transformation-for-ui-display,MongoDB Data Transformation for UI display,,,,,,,
"['ssis', 'data-warehouse', 'database-tuning', 'attunity']","{'account_id': 13988039, 'reputation': 475, 'user_id': 10102669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3fffdf8c27d72ab130dfeadb2daee6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Doodle', 'link': 'https://stackoverflow.com/users/10102669/doodle'}",False,258,2,1,1533047069,1533000707,51604318,CC BY-SA 4.0,https://stackoverflow.com/questions/51604318/check-performance-of-etl-in-ssis,Check performance of ETL in SSIS,,,,,,,
"['schema', 'data-modeling', 'data-warehouse', 'snowflake-cloud-data-platform', 'datamart']","{'account_id': 7357286, 'reputation': 11, 'user_id': 5601621, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd56b36a10ff91901d278800010bd2d2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Amine Belkacemi', 'link': 'https://stackoverflow.com/users/5601621/amine-belkacemi'}",True,802,3,1,1533027064,1532959831,51595916,CC BY-SA 4.0,https://stackoverflow.com/questions/51595916/multiple-datamarts-architecture-modeling-on-snowflake-cloud-datawarehouse,Multiple Datamarts Architecture / Modeling on Snowflake cloud datawarehouse,,,,,,,
"['sql-server', 'ssis', 'data-warehouse', 'data-migration']","{'account_id': 13988039, 'reputation': 475, 'user_id': 10102669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3fffdf8c27d72ab130dfeadb2daee6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Doodle', 'link': 'https://stackoverflow.com/users/10102669/doodle'}",True,211,2,0,1533016667,1532909458,51585567,CC BY-SA 4.0,https://stackoverflow.com/questions/51585567/data-warehouse-initial-load-from-oracle-to-sql-server,data warehouse Initial load from Oracle to SQL Server,1532910742.0,,,,,,
"['sql-server', 'ssis', 'data-warehouse', 'data-migration']","{'account_id': 13988039, 'reputation': 475, 'user_id': 10102669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3fffdf8c27d72ab130dfeadb2daee6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Doodle', 'link': 'https://stackoverflow.com/users/10102669/doodle'}",True,211,2,0,1533016667,1532909458,51585567,CC BY-SA 4.0,https://stackoverflow.com/questions/51585567/data-warehouse-initial-load-from-oracle-to-sql-server,data warehouse Initial load from Oracle to SQL Server,1532910742.0,,,,,,
"['sql', 'sql-server', 'database', 'data-warehouse', 'row-level-security']","{'account_id': 4676238, 'reputation': 1, 'user_id': 3786482, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/30ab3fcbaca58e90f27d9b68c0ecc8af?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3786482', 'link': 'https://stackoverflow.com/users/3786482/user3786482'}",False,37,0,0,1532708584,1532708584,51561950,CC BY-SA 4.0,https://stackoverflow.com/questions/51561950/row-level-security-same-query-is-running-with-less-time-at-test-environment-and,Row Level Security: Same query is running with less time at Test Environment and Its taking long to execute at PROD,,,,,,,
"['sql-server', 'ssis', 'etl', 'data-warehouse']","{'account_id': 13988039, 'reputation': 475, 'user_id': 10102669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3fffdf8c27d72ab130dfeadb2daee6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Doodle', 'link': 'https://stackoverflow.com/users/10102669/doodle'}",True,4579,2,3,1615496586,1532650400,51549093,CC BY-SA 4.0,https://stackoverflow.com/questions/51549093/best-way-to-load-data-in-data-warehouse,Best way to Load Data in data warehouse,1615496586.0,,,,,,
"['ssis', 'data-warehouse', 'conditional-split']","{'account_id': 13988039, 'reputation': 475, 'user_id': 10102669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7d3fffdf8c27d72ab130dfeadb2daee6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Doodle', 'link': 'https://stackoverflow.com/users/10102669/doodle'}",False,44,1,0,1532576873,1532573316,51530271,CC BY-SA 4.0,https://stackoverflow.com/questions/51530271/adding-condition-in-conditional-split,Adding condition in conditional split,1532576388.0,,,,,,
"['data-modeling', 'data-warehouse', 'dimensional-modeling']","{'account_id': 4755369, 'reputation': 1914, 'user_id': 3844270, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/h0wVe.png?s=256&g=1', 'display_name': 'Enrique Benito Casado', 'link': 'https://stackoverflow.com/users/3844270/enrique-benito-casado'}",True,456,1,0,1532795262,1532531401,51522298,CC BY-SA 4.0,https://stackoverflow.com/questions/51522298/use-of-primary-key-in-the-dwh-dimensional-model-beyond-to-search-functionality,Use of primary key in the DWH / Dimensional Model beyond to search functionality,,51572406.0,,,,,
"['sql', 'sql-server', 'powerbi', 'data-warehouse', 'ssas-tabular']","{'account_id': 166634, 'reputation': 625, 'user_id': 390886, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/44aeef8cabbfb54ebfe7125ea13dcc1d?s=256&d=identicon&r=PG', 'display_name': 'Chris Adragna', 'link': 'https://stackoverflow.com/users/390886/chris-adragna'}",True,810,2,2,1532398251,1532364789,51483795,CC BY-SA 4.0,https://stackoverflow.com/questions/51483795/how-to-provide-ytd-12m-and-annualized-measures-in-sql-server-data-warehouse,"How to provide YTD, 12M, and Annualized measures in SQL Server data warehouse?",1532379724.0,51489478.0,,,,,
"['linux', 'data-warehouse']","{'account_id': 6019784, 'reputation': 141, 'user_id': 4727304, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh3.googleusercontent.com/-y0l3RpxQXds/AAAAAAAAAAI/AAAAAAAADes/iZXNfqlj6ZE/photo.jpg?sz=256', 'display_name': 'Anand Kannan', 'link': 'https://stackoverflow.com/users/4727304/anand-kannan'}",False,50,0,1,1532366944,1532361625,51482960,CC BY-SA 4.0,https://stackoverflow.com/questions/51482960/monitor-file-activities-in-a-folder,Monitor file activities in a folder,,,,,,,
"['data-warehouse', 'informatica', 'informatica-powercenter', 'informatica-powerexchange']","{'account_id': 13656345, 'reputation': 47, 'user_id': 9852730, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5642bea7596fd446094c5c8696414f45?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Jyo', 'link': 'https://stackoverflow.com/users/9852730/jyo'}",False,69,1,0,1532041635,1532040940,51432783,CC BY-SA 4.0,https://stackoverflow.com/questions/51432783/source-data-and-target-data-mismatching-how-can-we-insert-special-charcters-lik,Source data and target data mismatching. how can we insert special charcters like 5&#177;3&#176;C and -,,,,,,,
"['sql-server', 'data-warehouse', 'star-schema']","{'account_id': 10393318, 'reputation': 21, 'user_id': 7663793, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcca5b451cd3e6731e385a4882fb3a12?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'AlexRov', 'link': 'https://stackoverflow.com/users/7663793/alexrov'}",False,1784,0,2,1533720441,1531997299,51420704,CC BY-SA 4.0,https://stackoverflow.com/questions/51420704/how-to-join-two-fact-tables,How to join two Fact tables?,1533720441.0,,,,,,
"['python', 'database', 'aws-lambda', 'data-warehouse', 'snowflake-cloud-data-platform']","{'account_id': 1358870, 'reputation': 4296, 'user_id': 1296649, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/873fa0e030ad05391955d5f750d27878?s=256&d=identicon&r=PG', 'display_name': 'Austin', 'link': 'https://stackoverflow.com/users/1296649/austin'}",True,4094,2,5,1542331262,1531920736,51403364,CC BY-SA 4.0,https://stackoverflow.com/questions/51403364/snowflake-python-connector-not-working-on-larger-data-set-in-aws-lambda,Snowflake python connector not working on larger data set in AWS Lambda,,,,,,,
"['c#', 'sql-server', 'tfs', 'data-warehouse', 'tfs-workitem']","{'account_id': 6009306, 'reputation': 137, 'user_id': 11230192, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1128332177227265/picture?type=large', 'display_name': 'Deepak Jain', 'link': 'https://stackoverflow.com/users/11230192/deepak-jain'}",True,346,1,-1,1532446733,1531905315,51398097,CC BY-SA 4.0,https://stackoverflow.com/questions/51398097/how-to-get-task-id-feature-id-complete-hrs-by-accessing-tfs-warehouse-by-date-in,"how to get Task id,Feature id,Complete hrs by accessing TFS Warehouse by date in VS 2017?",1532083526.0,,,,,,
"['sql-server', 'data-warehouse']","{'account_id': 10833394, 'reputation': 45, 'user_id': 7967017, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9eb76a3cb3ca873af60eaf2b46d3b5c5?s=256&d=identicon&r=PG', 'display_name': 'Tangles', 'link': 'https://stackoverflow.com/users/7967017/tangles'}",False,360,1,0,1531898030,1531892081,51394238,CC BY-SA 4.0,https://stackoverflow.com/questions/51394238/data-warehousing-guid-to-int-primarykeys,Data Warehousing GUID to Int PrimaryKeys,,,,,,,
"['database-design', 'architecture', 'report', 'data-warehouse']","{'account_id': 7307375, 'reputation': 194, 'user_id': 5567870, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/8eaec14825f994a3e3f5074aa72eb27e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'JD_Sudz', 'link': 'https://stackoverflow.com/users/5567870/jd-sudz'}",True,23,1,0,1531310842,1531299522,51281292,CC BY-SA 4.0,https://stackoverflow.com/questions/51281292/using-reporting-system-as-source-data-for-a-warehouse-mart,using reporting system as source data for a warehouse/mart,,51285103.0,,,,,
"['sql', 'database', 'amazon-redshift', 'data-warehouse']","{'account_id': 2844911, 'reputation': 537, 'user_id': 3244948, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/843c53f900d449309aa5d76294e5a0a6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'sia', 'link': 'https://stackoverflow.com/users/3244948/sia'}",False,140,1,0,1531255178,1531253147,51273187,CC BY-SA 4.0,https://stackoverflow.com/questions/51273187/how-to-differentiate-between-insert-and-update-in-transformation,How to differentiate between insert and update in transformation,1531253848.0,,,,,,
"['sql-server', 'data-warehouse', 'cdc']","{'account_id': 13754195, 'reputation': 11, 'user_id': 9925554, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Lk0_yJqF8Ew/AAAAAAAAAAI/AAAAAAAASBU/RR_CCeI1iHk/photo.jpg?sz=256', 'display_name': 'M_P', 'link': 'https://stackoverflow.com/users/9925554/m-p'}",True,275,2,0,1531679774,1531236815,51269228,CC BY-SA 4.0,https://stackoverflow.com/questions/51269228/other-ways-of-doing-the-incremental-loadas-unable-to-proceed-with-cdc,Other ways of doing the incremental load(as unable to proceed with CDC),1531238845.0,,,,,,
"['database-migration', 'data-warehouse', 'cloud-storage', 'sap-bw']","{'account_id': 5220365, 'reputation': 663, 'user_id': 4174013, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/99ee3e0d497aad1f7a961abe7f568d4d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'mLC', 'link': 'https://stackoverflow.com/users/4174013/mlc'}",False,493,1,0,1687005036,1531151723,51249588,CC BY-SA 4.0,https://stackoverflow.com/questions/51249588/how-to-migrate-data-from-sap-bw-to-s3-redshift-bigquery-cloud-storages-da,How to migrate data from SAP BW to S3/Redshift/BigQuery/... (Cloud storages / databases),1687005036.0,,,,,,
"['mysql-workbench', 'data-warehouse', 'dimensional-modeling']","{'account_id': 13922537, 'reputation': 1, 'user_id': 10052617, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/899260553591627/picture?type=large', 'display_name': 'Zain Khan', 'link': 'https://stackoverflow.com/users/10052617/zain-khan'}",True,419,3,0,1531925540,1531126865,51241696,CC BY-SA 4.0,https://stackoverflow.com/questions/51241696/dimension-table-usage-when-we-have-a-loaded-fact-table,Dimension Table Usage when we have a loaded fact table,1531204115.0,,,,,,
"['sql', 'postgresql', 'data-warehouse']","{'account_id': 11697035, 'reputation': 625, 'user_id': 8675701, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/891a4705bb0cc2b760bc77a0e949e628?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nazir Ahmed', 'link': 'https://stackoverflow.com/users/8675701/nazir-ahmed'}",False,38,0,0,1530856751,1530855167,51203578,CC BY-SA 4.0,https://stackoverflow.com/questions/51203578/stream-records-one-by-one-against-matching-query-in-postgresql,Stream records one by one against matching query in PostgreSQL,1530856751.0,,,,,,
"['python', 'pandas', 'automation', 'google-bigquery', 'data-warehouse']","{'account_id': 9183136, 'reputation': 51, 'user_id': 6826332, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0d367bb884b47e86e84b833b89af640?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kel', 'link': 'https://stackoverflow.com/users/6826332/kel'}",False,591,0,1,1530586326,1530586326,51146012,CC BY-SA 4.0,https://stackoverflow.com/questions/51146012/pandas-to-gbq-method-dataframe-schema-doesnt-match-to-the-table,Pandas to_gbq method DataFrame schema doesn&#39;t match to the table,,,,,,,
"['automation', 'amazon-redshift', 'etl', 'data-warehouse', 'aws-glue']","{'account_id': 1577471, 'reputation': 1348, 'user_id': 1463577, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/b5dff4a495ba3018bf1b3285ff599b30?s=256&d=identicon&r=PG', 'display_name': 'ExploringApple', 'link': 'https://stackoverflow.com/users/1463577/exploringapple'}",True,1857,2,2,1530199432,1530128208,51070228,CC BY-SA 4.0,https://stackoverflow.com/questions/51070228/how-to-automate-etl-job-deployment-and-run,How to automate ETL job deployment and run?,,,,,,,
"['google-cloud-platform', 'google-bigquery', 'google-cloud-storage', 'analytics', 'data-warehouse']","{'account_id': 1917168, 'reputation': 171, 'user_id': 1729532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff550f1d414a0fc01fde8053d511e220?s=256&d=identicon&r=PG', 'display_name': 'Joe Chan', 'link': 'https://stackoverflow.com/users/1729532/joe-chan'}",True,4024,2,6,1530111326,1530110247,51065570,CC BY-SA 4.0,https://stackoverflow.com/questions/51065570/what-are-the-pros-and-cons-of-loading-data-directly-into-google-bigquery-vs-goin,What are the pros and cons of loading data directly into Google BigQuery vs going through Cloud Storage first?,,51065920.0,,,,,
"['sql', 'data-warehouse', 'netezza']","{'account_id': 10343485, 'reputation': 41, 'user_id': 7629125, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-TUEbRiLz-Tc/AAAAAAAAAAI/AAAAAAAAAIQ/8Qj0lTSBqtk/photo.jpg?sz=256', 'display_name': 'Przemek ', 'link': 'https://stackoverflow.com/users/7629125/przemek'}",False,41,1,0,1530058124,1530052199,51052177,CC BY-SA 4.0,https://stackoverflow.com/questions/51052177/information-about-progress-of-executable-procedure-possible,Information about progress of executable procedure - possible?,,,,,,,
"['sql', 'sql-server', 'data-warehouse']","{'account_id': 13345517, 'reputation': 41, 'user_id': 9632382, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc6fb020df80a30ce77098f3d14fe4ff?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Spartan567', 'link': 'https://stackoverflow.com/users/9632382/spartan567'}",False,52,1,0,1530039084,1530029908,51047423,CC BY-SA 4.0,https://stackoverflow.com/questions/51047423/fact-table-joins,Fact table joins,1530039037.0,,,,,,
"['sql-server', 'ms-access', 'data-warehouse']","{'account_id': 12877594, 'reputation': 67, 'user_id': 9313743, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ff848264c35c73951694f637f849c379?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'VBalazs', 'link': 'https://stackoverflow.com/users/9313743/vbalazs'}",False,1167,0,0,1530019895,1530019895,51044173,CC BY-SA 4.0,https://stackoverflow.com/questions/51044173/ms-access-update-linked-table-failed-error-229,Ms Access - Update linked table failed [Error #229],,,,,,,
"['mysql', 'sql', 'database', 'merge', 'data-warehouse']","{'account_id': 13794253, 'reputation': 39, 'user_id': 9955824, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/911f9053732da089691741f173e332e7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pumpmancarl', 'link': 'https://stackoverflow.com/users/9955824/pumpmancarl'}",True,48,1,0,1529575397,1529574536,50965494,CC BY-SA 4.0,https://stackoverflow.com/questions/50965494/querying-data-from-2-mysql-databases-to-a-new-mysql-database,Querying data from 2 MySQL Databases to a new MySQL database,1529574906.0,50965763.0,,,,,
"['mysql', 'amazon-rds', 'data-warehouse', 'database-replication']","{'account_id': 54272, 'reputation': 6083, 'user_id': 162345, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/25ad1a6ed28a6eb13ca80a7172d685de?s=256&d=identicon&r=PG', 'display_name': 'special0ne', 'link': 'https://stackoverflow.com/users/162345/special0ne'}",True,158,1,0,1529517355,1529451844,50938323,CC BY-SA 4.0,https://stackoverflow.com/questions/50938323/copy-view-from-production-replica-to-data-warehouse,Copy View from Production Replica to Data Warehouse,,,,,,,
"['sql-server', 'reporting', 'data-warehouse', 'aggregation', 'business-intelligence']","{'account_id': 971800, 'reputation': 284, 'user_id': 994228, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2775395d4f7bd1be45dbd342b2f7cc5a?s=256&d=identicon&r=PG', 'display_name': 'Infin8Loop', 'link': 'https://stackoverflow.com/users/994228/infin8loop'}",False,802,2,0,1550156438,1529407112,50927133,CC BY-SA 4.0,https://stackoverflow.com/questions/50927133/how-do-i-aggregate-transaction-data-for-reporting-sql-server,How do I aggregate transaction data for reporting? (SQL Server),1529408952.0,,,,,,
