tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
['oracle-data-integrator'],"{'account_id': 15453748, 'reputation': 11, 'user_id': 11148440, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-IuaHKt6E9rM/AAAAAAAAAAI/AAAAAAAAACA/o-QtBT1LFIM/photo.jpg?sz=256', 'display_name': 'Paulo Medeiros', 'link': 'https://stackoverflow.com/users/11148440/paulo-medeiros'}",True,207,,1,0,1551857267,1551708103,54984843,CC BY-SA 4.0,https://stackoverflow.com/questions/54984843/how-to-map-table-in-odi-11-if-this-table-not-exist-yet,How to map table in ODI 11 if this table not exist yet,1551857267.0,,
"['oracle', 'etl', 'oracle-data-integrator']","{'account_id': 1133431, 'reputation': 28580, 'user_id': 1118978, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/2rloq.jpg?s=256&g=1', 'display_name': 'Derviş Kayımbaşıoğlu', 'link': 'https://stackoverflow.com/users/1118978/dervi%c5%9f-kay%c4%b1mba%c5%9f%c4%b1o%c4%9flu'}",False,241,,1,4,1557299109,1551189721,54887253,CC BY-SA 4.0,https://stackoverflow.com/questions/54887253/oracle-data-integrator-scalar-function-usage,Oracle Data Integrator Scalar Function Usage,,,
"['powershell', 'batch-file', 'oracle-data-integrator']","{'account_id': 11685921, 'reputation': 243, 'user_id': 8555816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0fcbc7d2fda18ec0e72c7abef111a69?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lorik Berisha', 'link': 'https://stackoverflow.com/users/8555816/lorik-berisha'}",True,1350,54707618.0,1,0,1550227496,1550220265,54705457,CC BY-SA 4.0,https://stackoverflow.com/questions/54705457/executing-powershell-script-using-odioscommand,Executing powershell script using OdiOSCommand,,,
['oracle-data-integrator'],"{'account_id': 4522216, 'reputation': 65, 'user_id': 3675044, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/a9f9a17b6f9a16f2850abdd4b51578db?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3675044', 'link': 'https://stackoverflow.com/users/3675044/user3675044'}",False,1162,,1,1,1549876001,1549624877,54591331,CC BY-SA 4.0,https://stackoverflow.com/questions/54591331/in-odi-file-to-table-load-in-bad-and-error-file-not-created,In ODI file to table load-in .bad and .error file not created,1549874823.0,,
"['oracle', 'oracle-data-integrator']","{'account_id': 15104634, 'reputation': 123, 'user_id': 10900682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4893030daa65e4ff9a80eb61dc08170?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'All Right', 'link': 'https://stackoverflow.com/users/10900682/all-right'}",False,2689,,1,0,1554323526,1547562455,54200861,CC BY-SA 4.0,https://stackoverflow.com/questions/54200861/error-while-starting-the-standalone-agent-using-node-manager-unrecognized-ssl,"Error while starting the Standalone Agent Using Node Manager : &quot;Unrecognized SSL message, plaintext connection?&quot;",,,
"['oracle', 'groovy', 'scripting', 'oracle-data-integrator']","{'account_id': 10677321, 'reputation': 85, 'user_id': 7860367, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/06744286e3f0562a77da612dec2735f4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Gian-Luca', 'link': 'https://stackoverflow.com/users/7860367/gian-luca'}",True,504,,1,1,1547547180,1547538366,54194568,CC BY-SA 4.0,https://stackoverflow.com/questions/54194568/create-load-plans-in-oracle-data-integrator-with-groovy,Create load plans in oracle data integrator with groovy,1547546362.0,,
['oracle-data-integrator'],"{'account_id': 8574138, 'reputation': 59, 'user_id': 6423917, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yVnTulzY4yY/AAAAAAAAAAI/AAAAAAAAKdA/0lEEcoPYe4Y/photo.jpg?sz=256', 'display_name': 'Rajesh Kumar', 'link': 'https://stackoverflow.com/users/6423917/rajesh-kumar'}",False,781,,1,0,1557398678,1545209638,53847625,CC BY-SA 4.0,https://stackoverflow.com/questions/53847625/cdc-odi-why-odi-need-two-views-jv-and-jvd,CDC ODI - Why odi need two views JV$ and JV$D,1545377764.0,,
"['xml', 'oracle-data-integrator', 'control-characters', 'invalid-characters']","{'account_id': 14972119, 'reputation': 11, 'user_id': 10808645, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de34a8f756079462c177819804a6bd0c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Kireeti', 'link': 'https://stackoverflow.com/users/10808645/kireeti'}",False,48,,0,1,1545181404,1545179355,53843008,CC BY-SA 4.0,https://stackoverflow.com/questions/53843008/odi12c-unable-to-load-control-characters-from-xml-file,ODI12C: Unable to Load Control Characters from XML File,1545181404.0,,
['oracle-data-integrator'],"{'account_id': 14967367, 'reputation': 1, 'user_id': 10805223, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-wv0_BGs5rCk/AAAAAAAAAAI/AAAAAAAAACA/sGg36JH58jc/photo.jpg?sz=256', 'display_name': 'Henintsoa Rahajaharizafy', 'link': 'https://stackoverflow.com/users/10805223/henintsoa-rahajaharizafy'}",True,804,,1,-1,1545221250,1545134382,53832558,CC BY-SA 4.0,https://stackoverflow.com/questions/53832558/flat-file-line-number-via-odi-12c,Flat file line number via ODI 12c,1545144261.0,,
"['etl', 'oracle-data-integrator']","{'account_id': 14888900, 'reputation': 81, 'user_id': 10751249, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lF9hXD3J7H0/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-hzcFNmIq-vKDSmkQrmiJWclGnIYA/mo/photo.jpg?sz=256', 'display_name': 'Rahul Patidar', 'link': 'https://stackoverflow.com/users/10751249/rahul-patidar'}",False,271,,1,2,1558953854,1544722566,53767310,CC BY-SA 4.0,https://stackoverflow.com/questions/53767310/maximum-number-of-user-per-mapping-in-odi12c,Maximum Number of User Per Mapping In ODI12c,1544730373.0,,
['oracle-data-integrator'],"{'account_id': 6835464, 'reputation': 11, 'user_id': 5257652, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1124243347603113/picture?type=large', 'display_name': 'Talal Omer Hassan', 'link': 'https://stackoverflow.com/users/5257652/talal-omer-hassan'}",True,2641,,1,1,1557474913,1544307612,53687545,CC BY-SA 4.0,https://stackoverflow.com/questions/53687545/odi-repository-migration,ODI Repository Migration,,,
"['interface', 'package', 'load', 'oracle-data-integrator', 'scenarios']","{'user_type': 'does_not_exist', 'display_name': 'user8002153'}",False,245,,1,1,1557474452,1544004240,53629672,CC BY-SA 4.0,https://stackoverflow.com/questions/53629672/regenerate-dropped-interface-from-scenario-or-package-in-odi-11g,regenerate dropped interface from scenario or package in ODI 11G,1557474452.0,,
['oracle-data-integrator'],"{'account_id': 8279146, 'reputation': 67, 'user_id': 6224375, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/7153ac72b28dcd9f2b57671377741211?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Hamed Tamadon', 'link': 'https://stackoverflow.com/users/6224375/hamed-tamadon'}",True,418,,1,0,1557491765,1543842807,53594605,CC BY-SA 4.0,https://stackoverflow.com/questions/53594605/problem-loading-datapump-to-table-with-oracle-data-integrator,Problem loading datapump to table with Oracle Data Integrator,,,
"['oracle', 'oracle-data-integrator']","{'account_id': 4646035, 'reputation': 47, 'user_id': 3764298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49618a7a67004ead641ca73feabf1433?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3764298', 'link': 'https://stackoverflow.com/users/3764298/user3764298'}",True,3196,53435032.0,1,1,1542904163,1542900622,53434156,CC BY-SA 4.0,https://stackoverflow.com/questions/53434156/how-to-configure-odi-to-auto-increment-rows-for-ikm-incremental-update,How to configure ODI to auto-increment rows for IKM Incremental Update,,,
"['integration', 'etl', 'oracle-data-integrator']","{'account_id': 14623299, 'reputation': 63, 'user_id': 10561290, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4653301bb326793014813d9085a54219?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rohan Jain', 'link': 'https://stackoverflow.com/users/10561290/rohan-jain'}",True,156,,1,1,1542805578,1542738570,53399312,CC BY-SA 4.0,https://stackoverflow.com/questions/53399312/odi-12c-installation-issue,ODI 12c Installation Issue,1542805578.0,,
"['sql-server', 'oracle', 'ssis', 'etl', 'oracle-data-integrator']","{'account_id': 9455902, 'reputation': 36311, 'user_id': 7031230, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/cwgOj.jpg?s=256&g=1', 'display_name': 'Hadi', 'link': 'https://stackoverflow.com/users/7031230/hadi'}",True,4669,53387774.0,1,13,1547808937,1542643658,53378568,CC BY-SA 4.0,https://stackoverflow.com/questions/53378568/ssis-vs-oracle-data-integrator,SSIS vs. Oracle Data Integrator,1547808937.0,,
['oracle-data-integrator'],"{'user_type': 'does_not_exist', 'display_name': 'user8096150'}",True,895,,1,0,1542379512,1542360456,53334895,CC BY-SA 4.0,https://stackoverflow.com/questions/53334895/odi-12c-smart-import-with-actions-using-sdk,ODI 12C Smart import with actions using SDK,,,
"['sql', 'oracle', 'data-warehouse', 'oracle-data-integrator']","{'account_id': 11685921, 'reputation': 243, 'user_id': 8555816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0fcbc7d2fda18ec0e72c7abef111a69?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lorik Berisha', 'link': 'https://stackoverflow.com/users/8555816/lorik-berisha'}",True,806,53336201.0,1,1,1542364903,1542359026,53334521,CC BY-SA 4.0,https://stackoverflow.com/questions/53334521/case-when-statement-sql,Case when statement SQL,1542360606.0,,
"['groovy', 'oracle-data-integrator']","{'account_id': 12929673, 'reputation': 21, 'user_id': 9349090, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ee2a011105903508d5ffcb6ff58d76d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Tejus', 'link': 'https://stackoverflow.com/users/9349090/tejus'}",True,2328,,1,2,1542366585,1542346164,53331962,CC BY-SA 4.0,https://stackoverflow.com/questions/53331962/snp-pop-equivalent-in-odi-12c,SNP_POP equivalent in ODI 12C?,,,
"['groovy', 'oracle-data-integrator']","{'account_id': 14733999, 'reputation': 21, 'user_id': 10640542, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55142bd87ab00bcb3b7c9d77d68c2a79?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'mohan p', 'link': 'https://stackoverflow.com/users/10640542/mohan-p'}",False,200,,0,2,1542025588,1542025588,53262188,CC BY-SA 4.0,https://stackoverflow.com/questions/53262188/odi-groovy-odi-16171-error-while-setikm-to-incremental-update,(ODI - Groovy) ODI 16171 error while setIKM() to Incremental update,,,
"['sql', 'oracle', 'sql-update', 'case', 'oracle-data-integrator']","{'account_id': 11685921, 'reputation': 243, 'user_id': 8555816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0fcbc7d2fda18ec0e72c7abef111a69?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lorik Berisha', 'link': 'https://stackoverflow.com/users/8555816/lorik-berisha'}",True,504,53188086.0,2,0,1560771450,1541582131,53186455,CC BY-SA 4.0,https://stackoverflow.com/questions/53186455/sql-case-expression-in-update-statement,SQL case expression in UPDATE statement,1560771450.0,,
['oracle-data-integrator'],"{'account_id': 10540735, 'reputation': 11, 'user_id': 7766904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fedbf7f47248957a10b5373ac9c5978?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bned', 'link': 'https://stackoverflow.com/users/7766904/bned'}",False,555,,0,1,1541580846,1541579325,53185775,CC BY-SA 4.0,https://stackoverflow.com/questions/53185775/count-files-in-a-linux-directory-and-store-the-result-in-a-odi-variable,count files in a linux directory and store the result in a ODI variable,1541580846.0,,
['oracle-data-integrator'],"{'account_id': 8574138, 'reputation': 59, 'user_id': 6423917, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yVnTulzY4yY/AAAAAAAAAAI/AAAAAAAAKdA/0lEEcoPYe4Y/photo.jpg?sz=256', 'display_name': 'Rajesh Kumar', 'link': 'https://stackoverflow.com/users/6423917/rajesh-kumar'}",True,870,56072354.0,1,2,1557471757,1540988660,53083275,CC BY-SA 4.0,https://stackoverflow.com/questions/53083275/why-odi-if-we-have-pl-sql-lanuguage,Why odi if we have PL/SQL lanuguage,,,
"['oracle', 'etl', 'oracle-data-integrator']","{'account_id': 14623299, 'reputation': 63, 'user_id': 10561290, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4653301bb326793014813d9085a54219?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Rohan Jain', 'link': 'https://stackoverflow.com/users/10561290/rohan-jain'}",True,599,53009635.0,1,0,1540559808,1540532596,53002179,CC BY-SA 4.0,https://stackoverflow.com/questions/53002179/oracle-data-integrator-odi-12-2-1-loadplan-issue-no-of-records-count-issue,Oracle Data Integrator- ODI 12.2.1--Loadplan Issue no of records count issue,1540548394.0,,
"['sql', 'date', 'oracle11g', 'oracle-data-integrator']","{'account_id': 11685921, 'reputation': 243, 'user_id': 8555816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a0fcbc7d2fda18ec0e72c7abef111a69?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Lorik Berisha', 'link': 'https://stackoverflow.com/users/8555816/lorik-berisha'}",True,134,,3,0,1539943693,1539930847,52886954,CC BY-SA 4.0,https://stackoverflow.com/questions/52886954/converting-records-from-yyyy-mm-dd-format-to-mm-dd-yyyy-in-pl-sql,Converting records from &#39;YYYY-MM-DD&#39; format to MM/DD/YYYY in PL/SQL,1539931022.0,,
['oracle-data-integrator'],"{'account_id': 8574138, 'reputation': 59, 'user_id': 6423917, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yVnTulzY4yY/AAAAAAAAAAI/AAAAAAAAKdA/0lEEcoPYe4Y/photo.jpg?sz=256', 'display_name': 'Rajesh Kumar', 'link': 'https://stackoverflow.com/users/6423917/rajesh-kumar'}",False,984,,1,0,1536742057,1536739817,52290442,CC BY-SA 4.0,https://stackoverflow.com/questions/52290442/load-excel-file-with-unix-os-using-odi,Load Excel file with UNIX OS using odi,,,
"['oracle10g', 'oracle-data-integrator']","{'account_id': 10540735, 'reputation': 11, 'user_id': 7766904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fedbf7f47248957a10b5373ac9c5978?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bned', 'link': 'https://stackoverflow.com/users/7766904/bned'}",False,166,,1,0,1536582813,1536579642,52257010,CC BY-SA 4.0,https://stackoverflow.com/questions/52257010/which-table-in-odi-10g-stores-details-about-all-the-sessions-launched,which table in ODI 10g stores details about all the sessions launched,,,
"['oracle10g', 'oracle-data-integrator']","{'account_id': 10540735, 'reputation': 11, 'user_id': 7766904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fedbf7f47248957a10b5373ac9c5978?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bned', 'link': 'https://stackoverflow.com/users/7766904/bned'}",False,309,,1,0,1536649793,1536562772,52252579,CC BY-SA 4.0,https://stackoverflow.com/questions/52252579/odi-purgelog-not-filtering-sessions,odi purgelog not filtering sessions,,,
"['java', 'groovy', 'oracle-data-integrator', 'datastore']","{'account_id': 14145777, 'reputation': 13, 'user_id': 10219163, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ec3bef0caa7b7ed95be2f97bbd6d2be?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'VigneshS', 'link': 'https://stackoverflow.com/users/10219163/vigneshs'}",False,434,,0,1,1534161468,1534161468,51821834,CC BY-SA 4.0,https://stackoverflow.com/questions/51821834/moving-datastores-between-models-in-odi-12c-using-groovy,Moving datastores between Models in ODI 12c using Groovy,,,
"['sql', 'oracle-data-integrator']","{'account_id': 10540735, 'reputation': 11, 'user_id': 7766904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fedbf7f47248957a10b5373ac9c5978?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bned', 'link': 'https://stackoverflow.com/users/7766904/bned'}",False,1509,,1,0,1533829160,1533828608,51770890,CC BY-SA 4.0,https://stackoverflow.com/questions/51770890/snp-session-table-in-odi-does-not-exist,SNP_SESSION table in ODI does not exist,1533828719.0,,
"['java', 'groovy', 'oracle-data-integrator', 'datastore']","{'account_id': 14145777, 'reputation': 13, 'user_id': 10219163, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ec3bef0caa7b7ed95be2f97bbd6d2be?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'VigneshS', 'link': 'https://stackoverflow.com/users/10219163/vigneshs'}",False,434,,0,1,1534161468,1534161468,51821834,CC BY-SA 4.0,https://stackoverflow.com/questions/51821834/moving-datastores-between-models-in-odi-12c-using-groovy,Moving datastores between Models in ODI 12c using Groovy,,,
"['sql', 'oracle-data-integrator']","{'account_id': 10540735, 'reputation': 11, 'user_id': 7766904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fedbf7f47248957a10b5373ac9c5978?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bned', 'link': 'https://stackoverflow.com/users/7766904/bned'}",False,1509,,1,0,1533829160,1533828608,51770890,CC BY-SA 4.0,https://stackoverflow.com/questions/51770890/snp-session-table-in-odi-does-not-exist,SNP_SESSION table in ODI does not exist,1533828719.0,,
"['java', 'xml', 'oracle', 'oracle11g', 'oracle-data-integrator']","{'account_id': 6543059, 'reputation': 88, 'user_id': 5059856, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/891934044200170/picture?type=large', 'display_name': 'Sambuu', 'link': 'https://stackoverflow.com/users/5059856/sambuu'}",True,663,,1,0,1536583532,1533089174,51624432,CC BY-SA 4.0,https://stackoverflow.com/questions/51624432/odi-integrate-multiple-xml-files-using-one-created-package,ODI : Integrate multiple .xml files using one created package,,,
"['sap-ase', 'sap-iq', 'oracle-data-integrator']","{'account_id': 10540735, 'reputation': 11, 'user_id': 7766904, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2fedbf7f47248957a10b5373ac9c5978?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bned', 'link': 'https://stackoverflow.com/users/7766904/bned'}",True,63,,1,-2,1532601741,1532600451,51536543,CC BY-SA 4.0,https://stackoverflow.com/questions/51536543/errortable-exists-in-the-database,Error:table exists in the database,,,
"['xml', 'database', 'oracle', 'oracle11g', 'oracle-data-integrator']","{'account_id': 6543059, 'reputation': 88, 'user_id': 5059856, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/891934044200170/picture?type=large', 'display_name': 'Sambuu', 'link': 'https://stackoverflow.com/users/5059856/sambuu'}",True,7514,51618897.0,1,0,1533806030,1532564314,51529353,CC BY-SA 4.0,https://stackoverflow.com/questions/51529353/odi-load-data-from-xml-file-insert-into-oracle-database,ODI: Load Data from XML file &amp; insert into Oracle Database,,,
['oracle-data-integrator'],"{'account_id': 8574138, 'reputation': 59, 'user_id': 6423917, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yVnTulzY4yY/AAAAAAAAAAI/AAAAAAAAKdA/0lEEcoPYe4Y/photo.jpg?sz=256', 'display_name': 'Rajesh Kumar', 'link': 'https://stackoverflow.com/users/6423917/rajesh-kumar'}",True,1302,,1,0,1607723034,1530083052,51056489,CC BY-SA 4.0,https://stackoverflow.com/questions/51056489/how-we-can-pass-multiple-values-in-odi-scenarion-variables,How we can pass multiple values in ODI scenarion variables,,,
['oracle-data-integrator'],"{'account_id': 8574138, 'reputation': 59, 'user_id': 6423917, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yVnTulzY4yY/AAAAAAAAAAI/AAAAAAAAKdA/0lEEcoPYe4Y/photo.jpg?sz=256', 'display_name': 'Rajesh Kumar', 'link': 'https://stackoverflow.com/users/6423917/rajesh-kumar'}",True,2397,51045649.0,1,0,1530024151,1530016418,51043048,CC BY-SA 4.0,https://stackoverflow.com/questions/51043048/what-is-the-significance-of-localno-agent-standalone-java-agent-in-odi,"What is the significance of Local(No Agent), standalone &amp; java Agent in ODI.",,,
"['oracle', 'shell', 'oracle-data-integrator']","{'account_id': 3340830, 'reputation': 1, 'user_id': 2807158, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4544d04a3bcd1609450e64ba0362ede9?s=256&d=identicon&r=PG', 'display_name': 'Yasser Arafa', 'link': 'https://stackoverflow.com/users/2807158/yasser-arafa'}",False,202,,1,0,1528459094,1528455725,50759214,CC BY-SA 4.0,https://stackoverflow.com/questions/50759214/default-odi-user-for-multiple-user-installation-on-same-server,default ODI user for multiple user installation on same server,1528456175.0,,
"['oracle-data-integrator', 'scd']","{'account_id': 1946274, 'reputation': 565, 'user_id': 1751356, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/809f0fc8a9f6f5b23341fe8b3d486ad9?s=256&d=identicon&r=PG', 'display_name': 'user1751356', 'link': 'https://stackoverflow.com/users/1751356/user1751356'}",False,392,,1,0,1531227153,1528165532,50691145,CC BY-SA 4.0,https://stackoverflow.com/questions/50691145/odi-how-to-compare-clob-fields,ODI how to compare clob fields,1528166510.0,,
"['mongodb', 'oracle-data-integrator']","{'account_id': 13679154, 'reputation': 11, 'user_id': 9869925, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3980231844f3b934cf89cca2da1f9789?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Mitesh S', 'link': 'https://stackoverflow.com/users/9869925/mitesh-s'}",False,484,,0,1,1576272519,1527680289,50603706,CC BY-SA 4.0,https://stackoverflow.com/questions/50603706/read-data-from-mongo-db-using-odi-12c,read data from Mongo DB using ODI 12C,1527693436.0,,
['oracle-data-integrator'],"{'account_id': 11010948, 'reputation': 177, 'user_id': 8088331, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gM_DMlDzrxQ/AAAAAAAAAAI/AAAAAAAAAQk/PmBCp7MC47M/photo.jpg?sz=256', 'display_name': 'Giacomo Giovannini', 'link': 'https://stackoverflow.com/users/8088331/giacomo-giovannini'}",False,995,,1,0,1526983804,1526974472,50462183,CC BY-SA 4.0,https://stackoverflow.com/questions/50462183/odi-getting-agent-name-and-server,ODI getting agent name and server,,,
"['pyspark', 'apache-kafka', 'oracle-data-integrator']","{'account_id': 11732775, 'reputation': 21, 'user_id': 8590417, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab5c2a84451549476a67ef1633fba384?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'rounak chourasia', 'link': 'https://stackoverflow.com/users/8590417/rounak-chourasia'}",False,111,,0,0,1525956394,1525954598,50272809,CC BY-SA 4.0,https://stackoverflow.com/questions/50272809/getting-the-following-error-while-mapping-from-kafka-to-a-csv-file-using-spark-a,getting the following error while mapping from kafka to a csv file using spark as staging location in oracle data integrator 12C,1525956394.0,,
"['export-to-csv', 'oracle12c', 'oracle-data-integrator']","{'account_id': 2447278, 'reputation': 11, 'user_id': 2134292, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa54681a68966cb52ad345032d9c09c0?s=256&d=identicon&r=PG', 'display_name': 'user2134292', 'link': 'https://stackoverflow.com/users/2134292/user2134292'}",True,5716,,1,1,1528394143,1525751542,50225559,CC BY-SA 4.0,https://stackoverflow.com/questions/50225559/how-to-export-data-to-a-csv-file-in-odi-12c,how to export data to a CSV file in ODI 12c,,,
"['sql-server-2012', 'oracle-data-integrator']","{'account_id': 13439448, 'reputation': 1, 'user_id': 9697009, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'vikas kumar', 'link': 'https://stackoverflow.com/users/9697009/vikas-kumar'}",False,115,,0,0,1524655305,1524655305,50021011,CC BY-SA 3.0,https://stackoverflow.com/questions/50021011/how-to-insert-japanese-double-byte-characters-from-a-flat-file-txt-in-a-tab,How to insert Japanese (double byte) characters from a flat file (.txt) in a table in sql server,,,
"['oracle', 'oracle10g', 'mapping', 'oracle-data-integrator']","{'account_id': 12899055, 'reputation': 41, 'user_id': 9328518, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/yQIod.jpg?s=256&g=1', 'display_name': 'Mayot', 'link': 'https://stackoverflow.com/users/9328518/mayot'}",False,483,,1,0,1521465940,1521452552,49359832,CC BY-SA 3.0,https://stackoverflow.com/questions/49359832/mapping-2-different-tables-in-one-with-odi-10,Mapping 2 different tables in one with ODI 10,1521465940.0,,
"['oracle', 'obiee', 'oracle-data-integrator']","{'account_id': 12653799, 'reputation': 39, 'user_id': 9196953, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9dbf285f78ddbc5f54315a3002f4cb6?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'hgr 296', 'link': 'https://stackoverflow.com/users/9196953/hgr-296'}",True,232,49231534.0,1,1,1520845871,1520841948,49230590,CC BY-SA 3.0,https://stackoverflow.com/questions/49230590/obiee-bi-server-seed-cache-from-odi,OBIEE BI Server Seed Cache from ODI,,,
"['plsql', 'oracle12c', 'oracle-data-integrator']","{'account_id': 12694339, 'reputation': 17, 'user_id': 9223281, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b08c5737ed8349bd85f19f6837ba588?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'eda', 'link': 'https://stackoverflow.com/users/9223281/eda'}",True,13952,48791044.0,1,0,1583938246,1518619660,48789952,CC BY-SA 4.0,https://stackoverflow.com/questions/48789952/ora-06502-pl-sql-numeric-or-value-error-null-index-table-key-value-ora-06512,"ORA-06502: PL/SQL: numeric or value error: NULL index table key value ORA-06512: at &quot;OJC.JC_MASTER&quot;, line 129",1583938246.0,,
"['sql', 'oracle12c', 'oracle-data-integrator']","{'account_id': 12694339, 'reputation': 17, 'user_id': 9223281, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b08c5737ed8349bd85f19f6837ba588?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'eda', 'link': 'https://stackoverflow.com/users/9223281/eda'}",False,12536,,0,0,1518106033,1518106033,48689854,CC BY-SA 3.0,https://stackoverflow.com/questions/48689854/odi-1228-task-fails-on-the-target-oracle-connection-caused-by-java-sql-sqlsy,ODI-1228: Task fails on the target ORACLE connection . Caused By: java.sql.SQLSyntaxErrorException: ORA-00942: table or view does not exist,,,
